对照编号,新靶点名称,新靶点的已知药物名称,精确对照原始证据已匹配,对照身份,对照证据类型,对照确认状态,对照ChEMBL编号,对照完整InChIKey,对照SMILES,新靶点ChEMBL编号,新靶点基因,原对照名称,参考证据层级,真实ChEMBL实验编号,真实ChEMBL文献编号,证据文献DOI,原pair_id,对照用途,pair_id,原对照编号,替换前对照名称,替换前对照ChEMBL编号,对照修订版本,本次FDA替换,FDA身份状态,FDA审批申请号,FDA审批来源,对照构建适用条件,替换依据,选用参考activity_id,选用参考端点,选用参考值_nM,选用参考实验描述,对照原靶点名称,对照原靶点编号,对照原作用机制
CTRL-087,PPARD — Peroxisome proliferator-activated receptor delta,GW 0742,True,通用名称已收录,"IC50,Kd",有Kd记录，待确认构建与SPR实测活性,CHEMBL38508,HWVNEWGKWRGSRK-UHFFFAOYSA-N,Cc1cc(SCc2sc(-c3ccc(C(F)(F)F)c(F)c3)nc2C)ccc1OCC(=O)O,CHEMBL3979,PPARD,CHEMBL38508,Kd_RECORD_PRESENT,CHEMBL2341921; CHEMBL759401,CHEMBL1136424; CHEMBL2331183,10.1016/s0960-894x(03)00207-5; 10.1021/jm3013272,HWVNEWGKWRGSRK-UHFFFAOYSA-N__CHEMBL3979,每个靶点另计参考；不计入384候选；不是384次重复采购,HWVNEWGKWRGSRK-UHFFFAOYSA-N__CHEMBL3979,CTRL-087,GW 0742,CHEMBL38508,20260910_FDA_V2,False,本轮未确认FDA批准身份,,,,,,,,,,,
CTRL-088,F7 — Coagulation factor VII,研究化合物 CHEMBL3127491（无通用名称）,True,仅研究编号，实物待落实,Ki,仅Ki记录，需先确认SPR结合适用性；须按结构落实实物,CHEMBL3127491,PDUMJXCNOKHQKH-SVXHESJVSA-N,CC(C)CC(=O)Nc1cc(-c2ccc(C(N)=O)cc2C(=O)O)cc([C@@H]2C[C@](C)(c3ccccc3)c3cc(C(=N)N)ccc3N2)c1,CHEMBL3991,F7,CHEMBL3127491,Ki_NO_Kd_RECORD,CHEMBL3129741; CHEMBL3377178,CHEMBL3124891; CHEMBL3351269,10.1021/jm401670x; 10.1021/jm5010607,PDUMJXCNOKHQKH-SVXHESJVSA-N__CHEMBL3991,每个靶点另计参考；不计入384候选；不是384次重复采购,PDUMJXCNOKHQKH-SVXHESJVSA-N__CHEMBL3991,CTRL-088,研究化合物 CHEMBL3127491（无通用名称）,CHEMBL3127491,20260910_FDA_V2,False,本轮未确认FDA批准身份,,,,,,,,,,,
CTRL-FDA-089,"PIK3CA — Phosphatidylinositol 4,5-bisphosphate 3-kinase catalytic subunit alpha isoform",GEDATOLISIB,True,FDA获批药物精确结构已匹配,Kd,FDA药物拟用对照；有选用Kd结合记录；待实验室确认构建并测通,CHEMBL592445,DWZAEMINVBZMHQ-UHFFFAOYSA-N,CN(C)C1CCN(C(=O)c2ccc(NC(=O)Nc3ccc(-c4nc(N5CCOCC5)nc(N5CCOCC5)n4)cc3)cc2)CC1,CHEMBL4005,PIK3CA,WORTMANNIN,Kd_RECORD_PRESENT,CHEMBL4019279,CHEMBL4017506,10.1021/acs.jmedchem.7b00930,QDLHCMPXEPAAMD-QAIWCSMKSA-N__CHEMBL4005,每个靶点另计参考；不计入384候选；不是384次重复采购,DWZAEMINVBZMHQ-UHFFFAOYSA-N__CHEMBL4005,CTRL-089,WORTMANNIN,CHEMBL428496,20260910_FDA_V2,True,FDA获批身份已匹配（完整结构；2026-08-03官方快照）,NDA219908,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=219908,人源PI3Kalpha催化蛋白；参考构建108–1068，核对调节亚基与蛋白状态。,替换拟用对照；FDA身份与具体活性记录已核对，实验室构建和SPR适用性仍待确认,18088186,Kd,1.0,Binding affinity to human PI3Kalpha (R108 to N1068 residues) expressed in mammalian expression system by Kinomescan assay,PI3-kinase class I; Serine/threonine-protein kinase mTOR,CHEMBL2842; CHEMBL3559703,PI3-kinase class I inhibitor; Serine/threonine-protein kinase mTOR inhibitor
CTRL-090,HMGCR — 3-hydroxy-3-methylglutaryl-coenzyme A reductase,ATORVASTATIN,True,通用名称已收录,"IC50,Ki",仅Ki记录，需先确认SPR结合适用性,CHEMBL1487,XUKUURHRXDUEBC-KAYWLYCHSA-N,CC(C)c1c(C(=O)Nc2ccccc2)c(-c2ccccc2)c(-c2ccc(F)cc2)n1CC[C@@H](O)C[C@@H](O)CC(=O)O,CHEMBL402,HMGCR,ATORVASTATIN,Ki_NO_Kd_RECORD,CHEMBL2351479; CHEMBL4322147; CHEMBL832902,CHEMBL1144315; CHEMBL2346500; CHEMBL4321790,10.1016/j.bmcl.2004.12.042; 10.1021/acs.jmedchem.8b01732; 10.1021/jm400179b,XUKUURHRXDUEBC-KAYWLYCHSA-N__CHEMBL402,每个靶点另计参考；不计入384候选；不是384次重复采购,XUKUURHRXDUEBC-KAYWLYCHSA-N__CHEMBL402,CTRL-090,ATORVASTATIN,CHEMBL1487,20260910_FDA_V2,False,FDA获批身份已匹配（完整结构；2026-08-03官方快照）,NDA213260,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=213260,,,,,,,3-hydroxy-3-methylglutaryl-coenzyme A reductase,CHEMBL402,HMG-CoA reductase inhibitor
CTRL-091,MMP7 — Matrilysin,PRINOMASTAT,True,通用名称已收录,"Ki,IC50",仅Ki记录，需先确认SPR结合适用性,CHEMBL75094,YKPYIPVDTNNYCN-INIZCTEOSA-N,CC1(C)SCCN(S(=O)(=O)c2ccc(Oc3ccncc3)cc2)[C@H]1C(=O)NO,CHEMBL4073,MMP7,PRINOMASTAT,Ki_NO_Kd_RECORD,CHEMBL710482; CHEMBL829407,CHEMBL1132690; CHEMBL1141995,10.1016/j.bmcl.2005.01.024; 10.1021/jm990330y,YKPYIPVDTNNYCN-INIZCTEOSA-N__CHEMBL4073,每个靶点另计参考；不计入384候选；不是384次重复采购,YKPYIPVDTNNYCN-INIZCTEOSA-N__CHEMBL4073,CTRL-091,PRINOMASTAT,CHEMBL75094,20260910_FDA_V2,False,本轮未确认FDA批准身份,,,,,,,,,,,
CTRL-FDA-092,FGFR2 — Fibroblast growth factor receptor 2,PAZOPANIB,True,FDA获批药物精确结构已匹配,Kd,FDA药物拟用对照；有选用Kd结合记录；待实验室确认构建并测通,CHEMBL477772,CUIHSIWYWATEQL-UHFFFAOYSA-N,Cc1ccc(Nc2nccc(N(C)c3ccc4c(C)n(C)nc4c3)n2)cc1S(N)(=O)=O,CHEMBL4142,FGFR2,FEXAGRATINIB,Kd_RECORD_PRESENT,CHEMBL1048161,CHEMBL1150977,10.1038/nbt1358,VRQMAABPASPXMW-HDICACEKSA-N__CHEMBL4142,每个靶点另计参考；不计入384候选；不是384次重复采购,CUIHSIWYWATEQL-UHFFFAOYSA-N__CHEMBL4142,CTRL-092,FEXAGRATINIB,CHEMBL3348846,20260910_FDA_V2,True,FDA获批身份已匹配（完整结构；2026-08-03官方快照）,NDA022465,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=022465,包含完整药物结合位点的人源野生型胞内激酶域；不适用于仅胞外结构域，需确认活性构象。,替换拟用对照；FDA身份与具体活性记录已核对，实验室构建和SPR适用性仍待确认,2907166,Kd,210.0,Binding constant for FGFR2 kinase domain,Fibroblast growth factor receptor 1; Fibroblast growth factor receptor 3; Macrophage colony-stimulating factor 1 receptor; Mast/stem cell growth factor receptor Kit; Platelet-derived growth factor receptor; Tyrosine-protein kinase ITK/TSK; Tyrosine-protein kinase Lck; Vascular endothelial growth factor receptor,CHEMBL1844; CHEMBL1936; CHEMBL2095189; CHEMBL2095227; CHEMBL258; CHEMBL2742; CHEMBL2959; CHEMBL3650,Fibroblast growth factor receptor 1 inhibitor; Fibroblast growth factor receptor 3 inhibitor; Macrophage colony stimulating factor receptor inhibitor; Platelet-derived growth factor receptor inhibitor; Stem cell growth factor receptor inhibitor; Tyrosine-protein kinase ITK/TSK inhibitor; Tyrosine-protein kinase LCK inhibitor; Vascular endothelial growth factor receptor inhibitor
CTRL-093,MAPK9 — Mitogen-activated protein kinase 9,TANZISERTIB,True,通用名称已收录,"Kd,IC50",有Kd记录，待确认构建与SPR实测活性,CHEMBL1950289,IBGLGMOPHJQDJB-IHRRRGAJSA-N,O[C@H]1CC[C@H](Nc2ncc3nc(Nc4c(F)cc(F)cc4F)n([C@H]4CCOC4)c3n2)CC1,CHEMBL4179,MAPK9,TANZISERTIB,Kd_RECORD_PRESENT,CHEMBL3991777; CHEMBL4842274; CHEMBL5446100,CHEMBL3991601; CHEMBL4840378; CHEMBL5446079,10.1021/acs.jmedchem.1c01716; 10.1126/science.aan4368; 10.6019/CHEMBL5446079,IBGLGMOPHJQDJB-IHRRRGAJSA-N__CHEMBL4179,每个靶点另计参考；不计入384候选；不是384次重复采购,IBGLGMOPHJQDJB-IHRRRGAJSA-N__CHEMBL4179,CTRL-093,TANZISERTIB,CHEMBL1950289,20260910_FDA_V2,False,本轮未确认FDA批准身份,,,,,,,,,,,
CTRL-094,ESRRG — Estrogen-related receptor gamma,BISPHENOL A,True,通用名称已收录,Kd,有Kd记录，待确认构建与SPR实测活性,CHEMBL418971,IISBACLAFKSPIT-UHFFFAOYSA-N,CC(C)(c1ccc(O)cc1)c1ccc(O)cc1,CHEMBL4245,ESRRG,BISPHENOL A,Kd_RECORD_PRESENT,CHEMBL3227575,CHEMBL3217638,10.1039/C3MD00005B,IISBACLAFKSPIT-UHFFFAOYSA-N__CHEMBL4245,每个靶点另计参考；不计入384候选；不是384次重复采购,IISBACLAFKSPIT-UHFFFAOYSA-N__CHEMBL4245,CTRL-094,BISPHENOL A,CHEMBL418971,20260910_FDA_V2,False,本轮未确认FDA批准身份,,,,,,,,,,,
CTRL-FDA-095,ALK — ALK tyrosine kinase receptor,CERITINIB,True,FDA获批药物精确结构已匹配,Kd,FDA药物拟用对照；有选用Kd结合记录；待实验室确认构建并测通,CHEMBL2403108,VERWOWGGCGHDQE-UHFFFAOYSA-N,Cc1cc(Nc2ncc(Cl)c(Nc3ccccc3S(=O)(=O)C(C)C)n2)c(OC(C)C)cc1C1CCNCC1,CHEMBL4247,ALK,STAUROSPORINE,Kd_RECORD_PRESENT,CHEMBL4152830,CHEMBL4152197,10.1016/j.ejmech.2018.03.071,HKSZLNNOFSGOKW-FYTWVXJKSA-N__CHEMBL4247,每个靶点另计参考；不计入384候选；不是384次重复采购,VERWOWGGCGHDQE-UHFFFAOYSA-N__CHEMBL4247,CTRL-095,STAUROSPORINE,CHEMBL388978,20260910_FDA_V2,True,FDA获批身份已匹配（完整结构；2026-08-03官方快照）,NDA211225,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=211225,野生型人源ALK胞内激酶域；参考构建1088–1409，不适用于胞外片段。,替换拟用对照；FDA身份与具体活性记录已核对，实验室构建和SPR适用性仍待确认,18415018,Kd,1.3,Binding affinity to wild-type human partial length ALK (I1088 to E1409 residues) expressed in mammalian expression system by KINOMEscan assay,ALK tyrosine kinase receptor; EML4-ALK; NPM/ALK (Nucleophosmin/ALK tyrosine kinase receptor),CHEMBL2111387; CHEMBL3883330; CHEMBL4247,ALK tyrosine kinase receptor inhibitor; EML4-ALK inhibitor; NPM/ALK (Nucleophosmin/ALK tyrosine kinase receptor) inhibitor
CTRL-096,AKT1 — RAC-alpha serine/threonine-protein kinase,IPATASERTIB,True,通用名称已收录,"IC50,Kd",有Kd记录，待确认构建与SPR实测活性,CHEMBL2177390,GRZXWCHAXNAUHY-NSISKUIASA-N,CC(C)NC[C@@H](C(=O)N1CCN(c2ncnc3c2[C@H](C)C[C@H]3O)CC1)c1ccc(Cl)cc1,CHEMBL4282,AKT1,IPATASERTIB,Kd_RECORD_PRESENT,CHEMBL2187635; CHEMBL2188026; CHEMBL4830024; CHEMBL5055382; CHEMBL5168685; CHEMBL5711926,CHEMBL2177010; CHEMBL4828735; CHEMBL5053555; CHEMBL5154942; CHEMBL5705908,10.1021/acs.jmedchem.1c00815; 10.1021/acs.jmedchem.1c01476; 10.1021/acs.jmedchem.2c00527; 10.1021/jm301024w; 10.1039/c8sc05212c,GRZXWCHAXNAUHY-NSISKUIASA-N__CHEMBL4282,每个靶点另计参考；不计入384候选；不是384次重复采购,GRZXWCHAXNAUHY-NSISKUIASA-N__CHEMBL4282,CTRL-096,IPATASERTIB,CHEMBL2177390,20260910_FDA_V2,False,本轮未确认FDA批准身份,,,,,,,,,,,
CTRL-097,MMP12 — Macrophage metalloelastase,研究化合物 CHEMBL2385479（无通用名称）,True,仅研究编号，实物待落实,"Ki,Kd",有Kd记录，待确认构建与SPR实测活性；须按结构落实实物,CHEMBL2385479,QTUCHEGSWFEUBW-UHFFFAOYSA-N,O=C(CNS(=O)(=O)c1ccccc1)NO,CHEMBL4393,MMP12,CHEMBL2385479,Kd_RECORD_PRESENT,CHEMBL2388547; CHEMBL3784260,CHEMBL2384938; CHEMBL3779821,10.1021/ml300446a; 10.1039/C5MD00542F,QTUCHEGSWFEUBW-UHFFFAOYSA-N__CHEMBL4393,每个靶点另计参考；不计入384候选；不是384次重复采购,QTUCHEGSWFEUBW-UHFFFAOYSA-N__CHEMBL4393,CTRL-097,研究化合物 CHEMBL2385479（无通用名称）,CHEMBL2385479,20260910_FDA_V2,False,本轮未确认FDA批准身份,,,,,,,,,,,
CTRL-098,"PDE10A — cAMP and cAMP-inhibited cGMP 3',5'-cyclic phosphodiesterase 10A",研究化合物 CHEMBL248380（无通用名称）,True,仅研究编号，实物待落实,"IC50,Kd",有Kd记录，待确认构建与SPR实测活性；须按结构落实实物,CHEMBL248380,SXFYSRMCZRZBKE-MRXNPFEDSA-N,CCOc1ccccc1-c1ccc(-c2nc3ccc(F)cc3c(N[C@H](C)C(=O)O)c2C#N)cc1,CHEMBL4409,PDE10A,CHEMBL248380,Kd_RECORD_PRESENT,CHEMBL1960211; CHEMBL2341884; CHEMBL886046,CHEMBL1139915; CHEMBL1955808; CHEMBL2331199,10.1016/j.bmcl.2007.02.061; 10.1016/j.bmcl.2012.01.046; 10.1021/jm301665y,SXFYSRMCZRZBKE-MRXNPFEDSA-N__CHEMBL4409,每个靶点另计参考；不计入384候选；不是384次重复采购,SXFYSRMCZRZBKE-MRXNPFEDSA-N__CHEMBL4409,CTRL-098,研究化合物 CHEMBL248380（无通用名称）,CHEMBL248380,20260910_FDA_V2,False,本轮未确认FDA批准身份,,,,,,,,,,,
CTRL-099,"NOS2 — Nitric oxide synthase, inducible",1400W,True,通用名称已收录,"IC50,Kd",有Kd记录，待确认构建与SPR实测活性,CHEMBL107251,RODUKNYOEVZQPR-UHFFFAOYSA-N,CC(=N)NCc1cccc(CN)c1,CHEMBL4481,NOS2,1400W,Kd_RECORD_PRESENT,CHEMBL4621974; CHEMBL5046506; CHEMBL5321738; CHEMBL5360743; CHEMBL6093113; CHEMBL944278,CHEMBL1140900; CHEMBL4619797; CHEMBL5046219; CHEMBL5321206; CHEMBL5360519; CHEMBL6092159,10.1016/j.bmc.2022.116970; 10.1016/j.ejmech.2023.115112; 10.1016/j.ejmech.2024.116907; 10.1021/acs.jmedchem.1c00578; 10.1021/acsmedchemlett.0c00285; 10.1021/jm800846u,RODUKNYOEVZQPR-UHFFFAOYSA-N__CHEMBL4481,每个靶点另计参考；不计入384候选；不是384次重复采购,RODUKNYOEVZQPR-UHFFFAOYSA-N__CHEMBL4481,CTRL-099,1400W,CHEMBL107251,20260910_FDA_V2,False,本轮未确认FDA批准身份,,,,,,,,,,,
CTRL-100,CYP46A1 — Cholesterol 24-hydroxylase,VORICONAZOLE,True,通用名称已收录,"Kd,IC50,Ki",有Kd记录，待确认构建与SPR实测活性,CHEMBL638,BCEHBSKCWLPMDN-MGPLVRAMSA-N,C[C@@H](c1ncncc1F)[C@](O)(Cn1cncn1)c1ccc(F)cc1F,CHEMBL4523510,CYP46A1,VORICONAZOLE,Kd_RECORD_PRESENT,CHEMBL4417816; CHEMBL4417825; CHEMBL4417826,CHEMBL4417626,,BCEHBSKCWLPMDN-MGPLVRAMSA-N__CHEMBL4523510,每个靶点另计参考；不计入384候选；不是384次重复采购,BCEHBSKCWLPMDN-MGPLVRAMSA-N__CHEMBL4523510,CTRL-100,VORICONAZOLE,CHEMBL638,20260910_FDA_V2,False,FDA获批身份已匹配（完整结构；2026-08-03官方快照）,NDA208562,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=208562,,,,,,,Lanosterol 14-alpha demethylase,CHEMBL1780,Cytochrome P450 51 inhibitor
CTRL-101,MMP8 — Neutrophil collagenase,CIPEMASTAT,True,通用名称已收录,Ki,仅Ki记录，需先确认SPR结合适用性,CHEMBL115653,GFUITADOEPNRML-SJORKVTESA-N,CN1C(=O)N(C[C@H](C(=O)NO)[C@@H](CC2CCCC2)C(=O)N2CCCCC2)C(=O)C1(C)C,CHEMBL4588,MMP8,CIPEMASTAT,Ki_NO_Kd_RECORD,CHEMBL717815,CHEMBL1133572,10.1021/jm990412m,GFUITADOEPNRML-SJORKVTESA-N__CHEMBL4588,每个靶点另计参考；不计入384候选；不是384次重复采购,GFUITADOEPNRML-SJORKVTESA-N__CHEMBL4588,CTRL-101,CIPEMASTAT,CHEMBL115653,20260910_FDA_V2,False,本轮未确认FDA批准身份,,,,,,,,,,,
CTRL-102,ECE1 — Endothelin-converting enzyme 1,研究化合物 CHEMBL571153（无通用名称）,True,仅研究编号，实物待落实,Ki,仅Ki记录，需先确认SPR结合适用性；须按结构落实实物,CHEMBL571153,WWTBZEKOSBFBEM-SPWPXUSOSA-N,O=C(N[C@@H](Cc1ccccc1)P(=O)(O)CC(Cc1ccccc1)C(=O)N[C@@H](Cc1c[nH]c2ccccc12)C(=O)O)OCc1ccccc1,CHEMBL4791,ECE1,CHEMBL571153,Ki_NO_Kd_RECORD,CHEMBL1045249,CHEMBL1156752,10.1021/jm9010803,WWTBZEKOSBFBEM-SPWPXUSOSA-N__CHEMBL4791,每个靶点另计参考；不计入384候选；不是384次重复采购,WWTBZEKOSBFBEM-SPWPXUSOSA-N__CHEMBL4791,CTRL-102,研究化合物 CHEMBL571153（无通用名称）,CHEMBL571153,20260910_FDA_V2,False,本轮未确认FDA批准身份,,,,,,,,,,,
CTRL-103,AKT3 — RAC-gamma serine/threonine-protein kinase,STAUROSPORINE,True,通用名称已收录,"IC50,Kd",有Kd记录，待确认构建与SPR实测活性,CHEMBL388978,HKSZLNNOFSGOKW-FYTWVXJKSA-N,CN[C@@H]1C[C@H]2O[C@@](C)([C@@H]1OC)n1c3ccccc3c3c4c(c5c6ccccc6n2c5c31)C(=O)NC4,CHEMBL4816,AKT3,STAUROSPORINE,Kd_RECORD_PRESENT,CHEMBL1051280; CHEMBL4328302; CHEMBL4720835; CHEMBL5720619; CHEMBL868609; CHEMBL869530,CHEMBL1146058; CHEMBL1146851; CHEMBL1150977; CHEMBL4325871; CHEMBL4715818; CHEMBL5715954,10.1016/j.bmc.2018.02.022; 10.1016/j.bmcl.2005.12.017; 10.1016/j.bmcl.2006.05.092; 10.1016/j.ejmech.2018.10.052; 10.1038/nbt1358; 10.1182/blood-2016-08-731240,HKSZLNNOFSGOKW-FYTWVXJKSA-N__CHEMBL4816,每个靶点另计参考；不计入384候选；不是384次重复采购,HKSZLNNOFSGOKW-FYTWVXJKSA-N__CHEMBL4816,CTRL-103,STAUROSPORINE,CHEMBL388978,20260910_FDA_V2,False,本轮未确认FDA批准身份,,,,,,,,,,,
CTRL-FDA-104,AXL — Tyrosine-protein kinase receptor UFO,SUNITINIB,True,FDA获批药物精确结构已匹配,Kd,FDA药物拟用对照；有选用Kd结合记录；待实验室确认构建并测通,CHEMBL535,WINHZLLDWRZWRT-ATVHPVEESA-N,CCN(CC)CCNC(=O)c1c(C)[nH]c(/C=C2\C(=O)Nc3ccc(F)cc32)c1C,CHEMBL4895,AXL,STAUROSPORINE,Kd_RECORD_PRESENT,CHEMBL1060237,CHEMBL1150977,10.1038/nbt1358,HKSZLNNOFSGOKW-FYTWVXJKSA-N__CHEMBL4895,每个靶点另计参考；不计入384候选；不是384次重复采购,WINHZLLDWRZWRT-ATVHPVEESA-N__CHEMBL4895,CTRL-104,STAUROSPORINE,CHEMBL388978,20260910_FDA_V2,True,FDA获批身份已匹配（完整结构；2026-08-03官方快照）,NDA021938; NDA021968,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=021938; https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=021968,包含完整药物结合位点的人源野生型胞内激酶域；不适用于仅胞外结构域，需确认活性构象。,替换拟用对照；FDA身份与具体活性记录已核对，实验室构建和SPR适用性仍待确认,2899891,Kd,9.0,Binding constant for AXL kinase domain,Macrophage colony-stimulating factor 1 receptor; Mast/stem cell growth factor receptor Kit; Platelet-derived growth factor receptor; Platelet-derived growth factor receptor alpha; Platelet-derived growth factor receptor beta; Proto-oncogene tyrosine-protein kinase receptor Ret; Receptor-type tyrosine-protein kinase FLT3; Vascular endothelial growth factor receptor; Vascular endothelial growth factor receptor 1; Vascular endothelial growth factor receptor 2; Vascular endothelial growth factor receptor 3,CHEMBL1844; CHEMBL1868; CHEMBL1913; CHEMBL1936; CHEMBL1955; CHEMBL1974; CHEMBL2007; CHEMBL2041; CHEMBL2095189; CHEMBL2095227; CHEMBL279,Macrophage colony stimulating factor receptor inhibitor; Platelet-derived growth factor receptor alpha inhibitor; Platelet-derived growth factor receptor beta inhibitor; Platelet-derived growth factor receptor inhibitor; Stem cell growth factor receptor inhibitor; Tyrosine-protein kinase receptor FLT3 inhibitor; Tyrosine-protein kinase receptor RET inhibitor; Vascular endothelial growth factor receptor 1 inhibitor; Vascular endothelial growth factor receptor 2 inhibitor; Vascular endothelial growth factor receptor 3 inhibitor; Vascular endothelial growth factor receptor inhibitor
CTRL-FDA-105,NTRK2 — BDNF/NT-3 growth factors receptor,MIDOSTAURIN,True,FDA获批药物精确结构已匹配,Kd,FDA药物拟用对照；有选用Kd结合记录；待实验室确认构建并测通,CHEMBL608533,BMGQWWVMWDBQGC-IIFHNQTCSA-N,CO[C@@H]1[C@H](N(C)C(=O)c2ccccc2)C[C@H]2O[C@]1(C)n1c3ccccc3c3c4c(c5c6ccccc6n2c5c31)C(=O)NC4,CHEMBL4898,NTRK2,STAUROSPORINE,Kd_RECORD_PRESENT,CHEMBL1062875,CHEMBL1150977,10.1038/nbt1358,HKSZLNNOFSGOKW-FYTWVXJKSA-N__CHEMBL4898,每个靶点另计参考；不计入384候选；不是384次重复采购,BMGQWWVMWDBQGC-IIFHNQTCSA-N__CHEMBL4898,CTRL-105,STAUROSPORINE,CHEMBL388978,20260910_FDA_V2,True,FDA获批身份已匹配（完整结构；2026-08-03官方快照）,NDA207997,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=207997,包含完整药物结合位点的人源野生型胞内激酶域；不适用于仅胞外结构域，需确认活性构象。,替换拟用对照；FDA身份与具体活性记录已核对，实验室构建和SPR适用性仍待确认,2892754,Kd,310.0,Binding constant for TRKB kinase domain,Mast/stem cell growth factor receptor Kit; Platelet-derived growth factor receptor; Protein kinase C (PKC); Receptor-type tyrosine-protein kinase FLT3; Vascular endothelial growth factor receptor 2,CHEMBL1936; CHEMBL1974; CHEMBL2093867; CHEMBL2095189; CHEMBL279,Platelet-derived growth factor receptor inhibitor; Protein kinase C (PKC) inhibitor; Stem cell growth factor receptor inhibitor; Tyrosine-protein kinase receptor FLT3 inhibitor; Vascular endothelial growth factor receptor 2 inhibitor
CTRL-106,CYP26A1 — Cytochrome P450 26A1,TALAROZOLE,True,通用名称已收录,IC50,仅功能/其他活性记录，SPR对照尚未落实,CHEMBL459505,SNFYYXUGUBUECJ-UHFFFAOYSA-N,CCC(CC)C(c1ccc(Nc2nc3ccccc3s2)cc1)n1cncn1,CHEMBL5141,CYP26A1,TALAROZOLE,FUNCTIONAL_OR_OTHER_ONLY,CHEMBL3789264,CHEMBL3784928,10.1021/acs.jmedchem.5b01780,SNFYYXUGUBUECJ-UHFFFAOYSA-N__CHEMBL5141,每个靶点另计参考；不计入384候选；不是384次重复采购,SNFYYXUGUBUECJ-UHFFFAOYSA-N__CHEMBL5141,CTRL-106,TALAROZOLE,CHEMBL459505,20260910_FDA_V2,False,本轮未确认FDA批准身份,,,,,,,,,,,
CTRL-FDA-107,BRAF — Serine/threonine-protein kinase B-raf,SORAFENIB,True,FDA获批药物精确结构已匹配,Ki,FDA药物拟用对照；本次依据Ki记录，非SPR实测Kd；待实验室确认构建并测通,CHEMBL1336,MLDQJTXFUGDVEO-UHFFFAOYSA-N,CNC(=O)c1cc(Oc2ccc(NC(=O)Nc3ccc(Cl)c(C(F)(F)F)c3)cc2)ccn1,CHEMBL5145,BRAF,SB590885,Ki_NO_Kd_RECORD,CHEMBL1035690,CHEMBL1140099,10.1021/jm800539g,MLSAQOINCGAULQ-QFMPWRQOSA-N__CHEMBL5145,每个靶点另计参考；不计入384候选；不是384次重复采购,MLDQJTXFUGDVEO-UHFFFAOYSA-N__CHEMBL5145,CTRL-107,SB590885,CHEMBL477989,20260910_FDA_V2,True,FDA获批身份已匹配（完整结构；2026-08-03官方快照）,NDA021923,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=021923,野生型BRAF催化构建；参考Ki，不能外推到V600E或其他突变体。,替换拟用对照；FDA身份与具体活性记录已核对，实验室构建和SPR适用性仍待确认,2362837,Ki,38.0,Inhibition of human cloned wild type BRAF by ELISA-based MEK phosphorylation assay,Mast/stem cell growth factor receptor Kit; Platelet-derived growth factor receptor beta; Proto-oncogene tyrosine-protein kinase receptor Ret; RAF proto-oncogene serine/threonine-protein kinase; Receptor-type tyrosine-protein kinase FLT3; Serine/threonine-protein kinase B-raf; Vascular endothelial growth factor receptor,CHEMBL1906; CHEMBL1913; CHEMBL1936; CHEMBL1974; CHEMBL2041; CHEMBL2095227; CHEMBL5145,Platelet-derived growth factor receptor beta inhibitor; Serine/threonine-protein kinase B-raf inhibitor; Serine/threonine-protein kinase RAF inhibitor; Stem cell growth factor receptor inhibitor; Tyrosine-protein kinase receptor FLT3 inhibitor; Tyrosine-protein kinase receptor RET inhibitor; Vascular endothelial growth factor receptor inhibitor
CTRL-108,UMPS — Uridine 5'-monophosphate synthase,研究化合物 CHEMBL5653589（无通用名称）,True,仅研究编号，实物待落实,Kd,有Kd记录，待确认构建与SPR实测活性；须按结构落实实物,CHEMBL5653589,MWKSRKSEWLRPBL-UHFFFAOYSA-N,Cc1ccc(C(=O)Nc2cccc(C(F)(F)F)c2)cc1Nc1nc(-c2cccnc2)nc2nn(C)cc12,CHEMBL5216,UMPS,CHEMBL5653589,Kd_RECORD_PRESENT,CHEMBL5652773,CHEMBL5649169,10.1002/cmdc.201800398,MWKSRKSEWLRPBL-UHFFFAOYSA-N__CHEMBL5216,每个靶点另计参考；不计入384候选；不是384次重复采购,MWKSRKSEWLRPBL-UHFFFAOYSA-N__CHEMBL5216,CTRL-108,研究化合物 CHEMBL5653589（无通用名称）,CHEMBL5653589,20260910_FDA_V2,False,本轮未确认FDA批准身份,,,,,,,,,,,
