drug_names,origin_areas,origin_summary,origin_status,source_urls,scope_limits,origin_scope_note
givinostat,MUSCULOSKELETAL_CONNECTIVE,≥6岁Duchenne肌营养不良,LABEL_REVIEWED,https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=1a28a3db-7880-4ac2-a2f2-2b4e362aafb6,仅审核本次抓取的美国标签适应证片段；不是完整历史/全球获批登记。摘要保留主要用途，详细年龄、剂型、基因、既往治疗及联合/排除条件以输入原文为准；未将不良反应或机制当适应证。,Reviewed retrieved official-label/regulatory material; not a complete worldwide approval registry; formulation/combination/historical limits retained.
glycopyrronium,DERMATOLOGIC;RESPIRATORY,美国 Qbrexza 外用：≥9岁原发腋窝多汗；EMA Seebri Breezhaler 吸入：成人 COPD 症状缓解的维持支气管扩张,EXTERNAL_REVIEWED,https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=5b372650-e56e-47a5-93e2-c0c292017059|https://www.ema.europa.eu/en/medicines/human/EPAR/seebri-breezhaler,逐项核对所列官方标签/监管原文；EXTERNAL_REVIEWED 表示完成该来源审核，不代表穷尽全球/历史批准或核实当前商业供应。未把副作用、机制或禁忌证当适应证。 Seebri 单成分证据，吸入用胶囊不口服，不把制剂/暴露互换；本次未穷尽 glycopyrrolate 同义名下其他国家/制剂标签。,Reviewed retrieved official-label/regulatory material; not a complete worldwide approval registry; formulation/combination/historical limits retained.
ibuprofen,MUSCULOSKELETAL_CONNECTIVE;IMMUNE_INFLAMMATORY;NEURO_PSYCHIATRIC;ENDOCRINE_METABOLIC_REPRODUCTIVE,RA/OA症状、轻中度痛、原发痛经；所抓OTC标签还含头痛/肌痛/牙痛/背痛/感冒伴疼痛与退热；不表示抗感染,LABEL_REVIEWED,https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=40071818-5bf0-095b-e063-6294a90ad58a;https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=0fa4cd66-66ad-4ec9-b38c-6b5840df39df;https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=a5dd275f-f388-44ec-8297-74430a742d52;https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=04e1b176-b74a-413e-a8e1-dd3764b9aa8b,仅审核本次抓取的美国标签适应证片段；不是完整历史/全球获批登记。摘要保留主要用途，详细年龄、剂型、基因、既往治疗及联合/排除条件以输入原文为准；未将不良反应或机制当适应证。,Reviewed retrieved official-label/regulatory material; not a complete worldwide approval registry; formulation/combination/historical limits retained.
imiquimod,DERMATOLOGIC;INFECTION;ONCOLOGY,光化性角化病；外生殖器/肛周疣；特定小型浅表基底细胞癌且手术不合适；免疫状态/年龄/部位限制；非其他BCC，儿童传染性软疣疗效未示,LABEL_REVIEWED,https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=51913a5a-1cab-4b9e-b2c2-e0174062df73;https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=9291e5cd-b83d-4b43-88f5-30cac6cef5ff;https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=f8db59e2-8052-413b-9f9f-07cd9eea07ec;https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=59af8153-4cf8-4f22-9000-f239798d52d1,仅审核本次抓取的美国标签适应证片段；不是完整历史/全球获批登记。摘要保留主要用途，详细年龄、剂型、基因、既往治疗及联合/排除条件以输入原文为准；未将不良反应或机制当适应证。,Reviewed retrieved official-label/regulatory material; not a complete worldwide approval registry; formulation/combination/historical limits retained.
indomethacin,MUSCULOSKELETAL_CONNECTIVE;IMMUNE_INFLAMMATORY;ENDOCRINE_METABOLIC_REPRODUCTIVE,中重度RA/AS/OA、急性痛肩滑囊炎/肌腱炎及普通胶囊急性痛风性关节炎,LABEL_REVIEWED,https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=12821a3a-b5f2-4415-84c9-0a30a4725f1e;https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=d2997707-1541-4f5d-8c8d-70b0a13be8b2;https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=bf93022c-a965-49c5-a852-c59e580d7d91;https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=205fc4e7-e118-509e-e063-6394a90a78e6,仅审核本次抓取的美国标签适应证片段；不是完整历史/全球获批登记。摘要保留主要用途，详细年龄、剂型、基因、既往治疗及联合/排除条件以输入原文为准；未将不良反应或机制当适应证。,Reviewed retrieved official-label/regulatory material; not a complete worldwide approval registry; formulation/combination/historical limits retained.
ixabepilone,ONCOLOGY,蒽环/紫杉耐药局晚或转移乳腺癌联合capecitabine；蒽环/紫杉/capecitabine失败后单药,LABEL_REVIEWED,https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=241f0b1e-8b95-470d-876f-bf1804daaf18,仅审核本次抓取的美国标签适应证片段；不是完整历史/全球获批登记。摘要保留主要用途，详细年龄、剂型、基因、既往治疗及联合/排除条件以输入原文为准；未将不良反应或机制当适应证。,Reviewed retrieved official-label/regulatory material; not a complete worldwide approval registry; formulation/combination/historical limits retained.
lacosamide,NEURO_PSYCHIATRIC,≥1月龄部分性发作治疗；≥4岁原发全面强直阵挛发作辅助,LABEL_REVIEWED,https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=b9a0ca8c-593c-48e8-b2a7-d30d5f6e6a9b;https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=458e80da-8fc1-4715-9b4b-bc4f388f933f;https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=ecb8b33e-7cbd-4f5e-9fe9-e72dff9bcb86;https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=ec1c5ddb-1143-7e6a-e053-2995a90a8382,仅审核本次抓取的美国标签适应证片段；不是完整历史/全球获批登记。摘要保留主要用途，详细年龄、剂型、基因、既往治疗及联合/排除条件以输入原文为准；未将不良反应或机制当适应证。,Reviewed retrieved official-label/regulatory material; not a complete worldwide approval registry; formulation/combination/historical limits retained.
lasmiditan,NEURO_PSYCHIATRIC,成人伴或不伴先兆偏头痛急性治疗；不预防,LABEL_REVIEWED,https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=aea3358c-ff41-4490-9e6d-c7bf7b3de13f,仅审核本次抓取的美国标签适应证片段；不是完整历史/全球获批登记。摘要保留主要用途，详细年龄、剂型、基因、既往治疗及联合/排除条件以输入原文为准；未将不良反应或机制当适应证。,Reviewed retrieved official-label/regulatory material; not a complete worldwide approval registry; formulation/combination/historical limits retained.
levamlodipine,CARDIOVASCULAR,成人及≥6岁高血压降压以降低卒中/心梗等风险；不得把风险管理提到的糖尿病当适应证,LABEL_REVIEWED,https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=c3cca66e-348a-43e8-8f96-e995104dae3d,仅审核本次抓取的美国标签适应证片段；不是完整历史/全球获批登记。摘要保留主要用途，详细年龄、剂型、基因、既往治疗及联合/排除条件以输入原文为准；未将不良反应或机制当适应证。,Reviewed retrieved official-label/regulatory material; not a complete worldwide approval registry; formulation/combination/historical limits retained.
lifitegrast,EYE_ENT,干眼症体征及症状,LABEL_REVIEWED,https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=8589d376-ac10-4ddb-9c53-2e0c8d5675c4;https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=1d4b4b61-79da-4b6f-bb19-056d111bf400,仅审核本次抓取的美国标签适应证片段；不是完整历史/全球获批登记。摘要保留主要用途，详细年龄、剂型、基因、既往治疗及联合/排除条件以输入原文为准；未将不良反应或机制当适应证。,Reviewed retrieved official-label/regulatory material; not a complete worldwide approval registry; formulation/combination/historical limits retained.
lofexidine,NEURO_PSYCHIATRIC,成人阿片突然停用时戒断症状缓解；非过量解毒,LABEL_REVIEWED,https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=77367dfa-434f-4d61-95fe-f0f1628457d1;https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=0a848cc2-4dda-40d9-8b01-d789fe8981ed;https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=ce4488e2-842c-45ba-aca7-075a900e2a1c;https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=335e26bf-b236-46d6-81cf-2879e5f3b1d9,仅审核本次抓取的美国标签适应证片段；不是完整历史/全球获批登记。摘要保留主要用途，详细年龄、剂型、基因、既往治疗及联合/排除条件以输入原文为准；未将不良反应或机制当适应证。,Reviewed retrieved official-label/regulatory material; not a complete worldwide approval registry; formulation/combination/historical limits retained.
loxapine,NEURO_PSYCHIATRIC,精神分裂症；吸入剂成人精神分裂症或双相I相关急性激越,LABEL_REVIEWED,https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=ce8c5a31-7600-4525-a0c7-b3adc9ec2977;https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=832ce6b1-5846-4a5b-adb4-ac4e0f502d78;https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=50e11732-7387-452d-b3e6-db3a431d5c4a;https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=3e412c36-66b0-444b-833b-cea79976844e,仅审核本次抓取的美国标签适应证片段；不是完整历史/全球获批登记。摘要保留主要用途，详细年龄、剂型、基因、既往治疗及联合/排除条件以输入原文为准；未将不良反应或机制当适应证。,Reviewed retrieved official-label/regulatory material; not a complete worldwide approval registry; formulation/combination/historical limits retained.
lumateperone,NEURO_PSYCHIATRIC,成人精神分裂症、双相I/II抑郁发作单药或锂/丙戊酸辅助、MDD抗抑郁药辅助,LABEL_REVIEWED,https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=db730b06-6351-47fd-8183-e61e61bbead5,仅审核本次抓取的美国标签适应证片段；不是完整历史/全球获批登记。摘要保留主要用途，详细年龄、剂型、基因、既往治疗及联合/排除条件以输入原文为准；未将不良反应或机制当适应证。,Reviewed retrieved official-label/regulatory material; not a complete worldwide approval registry; formulation/combination/historical limits retained.
meloxicam,MUSCULOSKELETAL_CONNECTIVE;IMMUNE_INFLAMMATORY,OA/RA及≥60kg少关节/多关节幼年RA症状缓解；仅抓取片剂用途,LABEL_REVIEWED,https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=385b7cf4-976a-4a58-9ebc-def8b6e78b75;https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=f210e6b4-43b3-4d33-bc0b-013a0f907d3e;https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=58d34e5d-4efb-3d76-e063-6394a90aa0f6;https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=58dbce26-b2ac-2ce4-e063-6294a90a5727,仅审核本次抓取的美国标签适应证片段；不是完整历史/全球获批登记。摘要保留主要用途，详细年龄、剂型、基因、既往治疗及联合/排除条件以输入原文为准；未将不良反应或机制当适应证。,Reviewed retrieved official-label/regulatory material; not a complete worldwide approval registry; formulation/combination/historical limits retained.
metformin,ENDOCRINE_METABOLIC_REPRODUCTIVE,饮食运动辅助改善2型糖尿病血糖；成人及部分剂型≥10岁儿童,LABEL_REVIEWED,https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=b6d7edc9-93d6-4480-906d-55c18d053600;https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=fb832474-88d9-4e29-95cd-fbc446944cc4;https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=bfd6ec0f-8264-4877-aa6d-f347f53bc426;https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=c568d49f-c040-4f1e-ad36-77b05ab659c3,仅审核本次抓取的美国标签适应证片段；不是完整历史/全球获批登记。摘要保留主要用途，详细年龄、剂型、基因、既往治疗及联合/排除条件以输入原文为准；未将不良反应或机制当适应证。,Reviewed retrieved official-label/regulatory material; not a complete worldwide approval registry; formulation/combination/historical limits retained.
metoclopramide,GASTROINTESTINAL,常规治疗失败成人症状性证实GERD短期4–12周；急性/复发糖尿病胃轻瘫症状；非儿科推荐，非>12周GERD,LABEL_REVIEWED,https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=595439ae-cf01-821c-e063-6294a90af16a;https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=58e70a1b-ac93-ff1d-e063-6394a90aa2da;https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=0034a97a-fb05-418a-a234-de278907cd2a;https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=3cd4b274-6176-4e5b-9765-4f50763bd58f,仅审核本次抓取的美国标签适应证片段；不是完整历史/全球获批登记。摘要保留主要用途，详细年龄、剂型、基因、既往治疗及联合/排除条件以输入原文为准；未将不良反应或机制当适应证。,Reviewed retrieved official-label/regulatory material; not a complete worldwide approval registry; formulation/combination/historical limits retained.
mirabegron,RENAL_URINARY,成人OAB尿急/频/急迫性失禁；≥3岁儿科神经源性逼尿肌过度活动，片剂≥35kg限制、混悬剂不同,LABEL_REVIEWED,https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=5f7a1758-8691-4e53-96d6-a01626ee8140;https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=1c9022af-4841-4f3f-9737-1c5eef58e86b;https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=d0054db9-e38a-4786-be2c-996fa5b8f47d;https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=e597023d-6dcc-4d9e-8ce0-2d28a5d862f3,仅审核本次抓取的美国标签适应证片段；不是完整历史/全球获批登记。摘要保留主要用途，详细年龄、剂型、基因、既往治疗及联合/排除条件以输入原文为准；未将不良反应或机制当适应证。,Reviewed retrieved official-label/regulatory material; not a complete worldwide approval registry; formulation/combination/historical limits retained.
nalmefene,TOXICITY,天然/合成阿片过量紧急逆转呼吸/CNS抑制及注射剂部分/完全逆转阿片作用；部分剂型≥12岁；不能代替急救,LABEL_REVIEWED,https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=a59a5847-9fe4-4341-a203-be0a5e6d3e36;https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=3abfbffc-9e52-4fc6-ae92-6e0a97f4afe7;https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=999a4269-9e54-4801-b2ac-2a7276f0b94f;https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=22d67228-6c24-47ca-afc7-52ef279520a0,仅审核本次抓取的美国标签适应证片段；不是完整历史/全球获批登记。摘要保留主要用途，详细年龄、剂型、基因、既往治疗及联合/排除条件以输入原文为准；未将不良反应或机制当适应证。,Reviewed retrieved official-label/regulatory material; not a complete worldwide approval registry; formulation/combination/historical limits retained.
nevirapine,INFECTION,联合其他ARV治疗成人/≥15日HIV1；按性别/CD4阈值限制启动,LABEL_REVIEWED,https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=c6e93829-7024-48f6-8023-da6ff27dfc0a;https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=fbd628db-4076-4fe0-8323-9cc33ae92e42;https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=690da74b-2481-47fc-93ae-8340e0caf0a4;https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=8dfe86aa-ea5d-48d2-94a8-1a5506055d70,仅审核本次抓取的美国标签适应证片段；不是完整历史/全球获批登记。摘要保留主要用途，详细年龄、剂型、基因、既往治疗及联合/排除条件以输入原文为准；未将不良反应或机制当适应证。,Reviewed retrieved official-label/regulatory material; not a complete worldwide approval registry; formulation/combination/historical limits retained.
nilotinib,ONCOLOGY,Ph+CML慢性期初治成人/儿科；既往imatinib等耐药/不耐受成人慢性/加速期及儿科慢性期；年龄/制剂限制,LABEL_REVIEWED,https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=b34e7fd4-53c5-46d8-bf8a-1fcbe7a16504;https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=98b197ea-bca4-427e-8737-97f70a3262bc;https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=8283672c-619f-fe60-3d25-040f95ac1440;https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=6093952a-5248-45cb-ad17-33716a411146,仅审核本次抓取的美国标签适应证片段；不是完整历史/全球获批登记。摘要保留主要用途，详细年龄、剂型、基因、既往治疗及联合/排除条件以输入原文为准；未将不良反应或机制当适应证。,Reviewed retrieved official-label/regulatory material; not a complete worldwide approval registry; formulation/combination/historical limits retained.
