candidate_id,pair_id,modeled_entity_name,drug_names,gene_symbol,target_chembl_id,recommendation_band,evidence_utility_unvalidated,within_target_review_order,execution_condition,proposed_stage
C384-316,MAEIEVLCKWDQJH-UHFFFAOYSA-N__CHEMBL2243,bumetanide,bumetanide,FAAH,CHEMBL2243,EXPLORATORY_LIMITED_INDEPENDENT_SUPPORT,2.0,8,"Qualified matching reference, construct/activity, compound identity/solubility and buffer stability required before interpretation.",RESERVE_EXPLORATORY_EXPANSION_AFTER_INITIAL_RESULTS
C384-317,ACWZRVQXLIRSDF-UHFFFAOYSA-N__CHEMBL5366,binimetinib,binimetinib,PARP2,CHEMBL5366,EXPLORATORY_LIMITED_INDEPENDENT_SUPPORT,2.0,4,"Qualified matching reference, construct/activity, compound identity/solubility and buffer stability required before interpretation.",RESERVE_EXPLORATORY_EXPANSION_AFTER_INITIAL_RESULTS
C384-318,OEKWJQXRCDYSHL-FNOIDJSQSA-N__CHEMBL3535,ticagrelor,ticagrelor,PDE9A,CHEMBL3535,EXPLORATORY_LIMITED_INDEPENDENT_SUPPORT,2.0,9,"Qualified matching reference, construct/activity, compound identity/solubility and buffer stability required before interpretation.",RESERVE_EXPLORATORY_EXPANSION_AFTER_INITIAL_RESULTS
C384-319,FABUFPQFXZVHFB-PVYNADRNSA-N__CHEMBL3045,ixabepilone,ixabepilone,PRKCB,CHEMBL3045,EXPLORATORY_LIMITED_INDEPENDENT_SUPPORT,2.0,4,"Qualified matching reference, construct/activity, compound identity/solubility and buffer stability required before interpretation.",RESERVE_EXPLORATORY_EXPANSION_AFTER_INITIAL_RESULTS
C384-320,SUDAHWBOROXANE-SECBINFHSA-N__CHEMBL3310,mirdametinib,mirdametinib,HDAC11,CHEMBL3310,EXPLORATORY_LIMITED_INDEPENDENT_SUPPORT,1.5,7,"Qualified matching reference, construct/activity, compound identity/solubility and buffer stability required before interpretation.",RESERVE_EXPLORATORY_EXPANSION_AFTER_INITIAL_RESULTS
C384-321,WJOHZNCJWYWUJD-IUGZLZTKSA-N__CHEMBL3045,fluocinonide,fluocinonide,PRKCB,CHEMBL3045,EXPLORATORY_LIMITED_INDEPENDENT_SUPPORT,1.5,5,"Qualified matching reference, construct/activity, compound identity/solubility and buffer stability required before interpretation.",RESERVE_EXPLORATORY_EXPANSION_AFTER_INITIAL_RESULTS
C384-322,INJOMKTZOLKMBF-UHFFFAOYSA-N__CHEMBL2850,guanfacine,guanfacine,GSK3A,CHEMBL2850,EXPLORATORY_LIMITED_INDEPENDENT_SUPPORT,1.5,2,"Qualified matching reference, construct/activity, compound identity/solubility and buffer stability required before interpretation.",RESERVE_EXPLORATORY_EXPANSION_AFTER_INITIAL_RESULTS
C384-323,CGIGDMFJXJATDK-UHFFFAOYSA-N__CHEMBL2252,indomethacin,indomethacin,CTSC,CHEMBL2252,EXPLORATORY_LIMITED_INDEPENDENT_SUPPORT,1.5,6,"Qualified matching reference, construct/activity, compound identity/solubility and buffer stability required before interpretation.",RESERVE_EXPLORATORY_EXPANSION_AFTER_INITIAL_RESULTS
C384-324,USZAGAREISWJDP-UHFFFAOYSA-N__CHEMBL2243,crisaborole,crisaborole,FAAH,CHEMBL2243,EXPLORATORY_LIMITED_INDEPENDENT_SUPPORT,1.5,9,"Qualified matching reference, construct/activity, compound identity/solubility and buffer stability required before interpretation.",RESERVE_EXPLORATORY_EXPANSION_AFTER_INITIAL_RESULTS
C384-325,UJLAWZDWDVHWOW-YPMHNXCESA-N__CHEMBL5366,tofacitinib,tofacitinib,PARP2,CHEMBL5366,EXPLORATORY_LIMITED_INDEPENDENT_SUPPORT,1.5,5,"Qualified matching reference, construct/activity, compound identity/solubility and buffer stability required before interpretation.",RESERVE_EXPLORATORY_EXPANSION_AFTER_INITIAL_RESULTS
C384-326,INJOMKTZOLKMBF-UHFFFAOYSA-N__CHEMBL1947,guanfacine,guanfacine,THRB,CHEMBL1947,EXPLORATORY_LIMITED_INDEPENDENT_SUPPORT,1.5,2,"Qualified matching reference, construct/activity, compound identity/solubility and buffer stability required before interpretation.",RESERVE_EXPLORATORY_EXPANSION_AFTER_INITIAL_RESULTS
C384-327,MKJIEFSOBYUXJB-WEZHFFAMSA-N__CHEMBL2063,deutetrabenazine,deutetrabenazine,UGCG,CHEMBL2063,EXPLORATORY_LIMITED_INDEPENDENT_SUPPORT,1.5,1,"Qualified matching reference, construct/activity, compound identity/solubility and buffer stability required before interpretation.",RESERVE_EXPLORATORY_EXPANSION_AFTER_INITIAL_RESULTS
C384-328,MEZLKOACVSPNER-GFCCVEGCSA-N__CHEMBL1808,selegiline,selegiline,ACE,CHEMBL1808,EXPLORATORY_LIMITED_INDEPENDENT_SUPPORT,1.5,5,"Qualified matching reference, construct/activity, compound identity/solubility and buffer stability required before interpretation.",RESERVE_EXPLORATORY_EXPANSION_AFTER_INITIAL_RESULTS
C384-329,XFYDIVBRZNQMJC-UHFFFAOYSA-N__CHEMBL2850,tizanidine,tizanidine,GSK3A,CHEMBL2850,EXPLORATORY_LIMITED_INDEPENDENT_SUPPORT,1.5,3,"Qualified matching reference, construct/activity, compound identity/solubility and buffer stability required before interpretation.",RESERVE_EXPLORATORY_EXPANSION_AFTER_INITIAL_RESULTS
C384-330,HOIIHACBCFLJET-SFTDATJTSA-N__CHEMBL220,lumateperone,lumateperone,ACHE,CHEMBL220,EXPLORATORY_LIMITED_INDEPENDENT_SUPPORT,1.5,3,"Qualified matching reference, construct/activity, compound identity/solubility and buffer stability required before interpretation.",RESERVE_EXPLORATORY_EXPANSION_AFTER_INITIAL_RESULTS
C384-331,VREFGVBLTWBCJP-UHFFFAOYSA-N__CHEMBL2850,alprazolam,alprazolam,GSK3A,CHEMBL2850,EXPLORATORY_LIMITED_INDEPENDENT_SUPPORT,1.5,4,"Qualified matching reference, construct/activity, compound identity/solubility and buffer stability required before interpretation.",RESERVE_EXPLORATORY_EXPANSION_AFTER_INITIAL_RESULTS
C384-332,WXCXUHSOUPDCQV-UHFFFAOYSA-N__CHEMBL2815,enzalutamide,enzalutamide,NTRK1,CHEMBL2815,EXPLORATORY_LIMITED_INDEPENDENT_SUPPORT,1.5,2,"Qualified matching reference, construct/activity, compound identity/solubility and buffer stability required before interpretation.",RESERVE_EXPLORATORY_EXPANSION_AFTER_INITIAL_RESULTS
C384-333,SECKRCOLJRRGGV-UHFFFAOYSA-N__CHEMBL2722,vardenafil,vardenafil,CYP11B2,CHEMBL2722,EXPLORATORY_LIMITED_INDEPENDENT_SUPPORT,1.5,3,"Qualified matching reference, construct/activity, compound identity/solubility and buffer stability required before interpretation.",RESERVE_EXPLORATORY_EXPANSION_AFTER_INITIAL_RESULTS
C384-334,HWGQMRYQVZSGDQ-HZPDHXFCSA-N__CHEMBL3717,talazoparib,talazoparib,MET,CHEMBL3717,EXPLORATORY_LIMITED_INDEPENDENT_SUPPORT,1.5,2,"Qualified matching reference, construct/activity, compound identity/solubility and buffer stability required before interpretation.",RESERVE_EXPLORATORY_EXPANSION_AFTER_INITIAL_RESULTS
C384-335,SMOBCLHAZXOKDQ-ZJUUUORDSA-N__CHEMBL4588,relebactam,relebactam,MMP8,CHEMBL4588,EXPLORATORY_LIMITED_INDEPENDENT_SUPPORT,1.5,4,"Qualified matching reference, construct/activity, compound identity/solubility and buffer stability required before interpretation.",RESERVE_EXPLORATORY_EXPANSION_AFTER_INITIAL_RESULTS
C384-336,MKXZASYAUGDDCJ-NJAFHUGGSA-N__CHEMBL2252,dextromethorphan,dextromethorphan,CTSC,CHEMBL2252,EXPLORATORY_LIMITED_INDEPENDENT_SUPPORT,1.5,7,"Qualified matching reference, construct/activity, compound identity/solubility and buffer stability required before interpretation.",RESERVE_EXPLORATORY_EXPANSION_AFTER_INITIAL_RESULTS
C384-337,SUDAHWBOROXANE-SECBINFHSA-N__CHEMBL202,mirdametinib,mirdametinib,DHFR,CHEMBL202,EXPLORATORY_LIMITED_INDEPENDENT_SUPPORT,1.5,4,"Qualified matching reference, construct/activity, compound identity/solubility and buffer stability required before interpretation.",RESERVE_EXPLORATORY_EXPANSION_AFTER_INITIAL_RESULTS
C384-338,IMOZEMNVLZVGJZ-QGZVFWFLSA-N__CHEMBL2148,apremilast,apremilast,JAK3,CHEMBL2148,EXPLORATORY_LIMITED_INDEPENDENT_SUPPORT,1.5,3,"Qualified matching reference, construct/activity, compound identity/solubility and buffer stability required before interpretation.",RESERVE_EXPLORATORY_EXPANSION_AFTER_INITIAL_RESULTS
C384-339,FASDKYOPVNHBLU-ZETCQYMHSA-N__CHEMBL205,pramipexole,pramipexole,CA2,CHEMBL205,EXPLORATORY_LIMITED_INDEPENDENT_SUPPORT,1.5,6,"Qualified matching reference, construct/activity, compound identity/solubility and buffer stability required before interpretation.",RESERVE_EXPLORATORY_EXPANSION_AFTER_INITIAL_RESULTS
C384-340,ULXXDDBFHOBEHA-CWDCEQMOSA-N__CHEMBL2722,afatinib,afatinib,CYP11B2,CHEMBL2722,EXPLORATORY_LIMITED_INDEPENDENT_SUPPORT,1.5,4,"Qualified matching reference, construct/activity, compound identity/solubility and buffer stability required before interpretation.",RESERVE_EXPLORATORY_EXPANSION_AFTER_INITIAL_RESULTS
C384-341,KPYSYYIEGFHWSV-UHFFFAOYSA-N__CHEMBL4523510,baclofen,baclofen,CYP46A1,CHEMBL4523510,EXPLORATORY_LIMITED_INDEPENDENT_SUPPORT,1.5,4,"Qualified matching reference, construct/activity, compound identity/solubility and buffer stability required before interpretation.",RESERVE_EXPLORATORY_EXPANSION_AFTER_INITIAL_RESULTS
C384-342,CXOXHMZGEKVPMT-UHFFFAOYSA-N__CHEMBL4523510,clobazam,clobazam,CYP46A1,CHEMBL4523510,EXPLORATORY_LIMITED_INDEPENDENT_SUPPORT,1.5,5,"Qualified matching reference, construct/activity, compound identity/solubility and buffer stability required before interpretation.",RESERVE_EXPLORATORY_EXPANSION_AFTER_INITIAL_RESULTS
C384-343,DMNOVGJWPASQDL-OAQYLSRUSA-N__CHEMBL2722,oliceridine,oliceridine,CYP11B2,CHEMBL2722,EXPLORATORY_LIMITED_INDEPENDENT_SUPPORT,1.5,5,"Qualified matching reference, construct/activity, compound identity/solubility and buffer stability required before interpretation.",RESERVE_EXPLORATORY_EXPANSION_AFTER_INITIAL_RESULTS
C384-344,AAOVKJBEBIDNHE-UHFFFAOYSA-N__CHEMBL4523510,diazepam,diazepam,CYP46A1,CHEMBL4523510,EXPLORATORY_LIMITED_INDEPENDENT_SUPPORT,1.5,6,"Qualified matching reference, construct/activity, compound identity/solubility and buffer stability required before interpretation.",RESERVE_EXPLORATORY_EXPANSION_AFTER_INITIAL_RESULTS
C384-345,LDCRTTXIJACKKU-ONEGZZNKSA-N__CHEMBL402,dimethyl fumarate,dimethyl fumarate,HMGCR,CHEMBL402,EXPLORATORY_LIMITED_INDEPENDENT_SUPPORT,1.5,4,"Qualified matching reference, construct/activity, compound identity/solubility and buffer stability required before interpretation.",RESERVE_EXPLORATORY_EXPANSION_AFTER_INITIAL_RESULTS
C384-346,LTXREWYXXSTFRX-QGZVFWFLSA-N__CHEMBL1827,linagliptin,linagliptin,PDE5A,CHEMBL1827,EXPLORATORY_LIMITED_INDEPENDENT_SUPPORT,1.5,2,"Qualified matching reference, construct/activity, compound identity/solubility and buffer stability required before interpretation.",RESERVE_EXPLORATORY_EXPANSION_AFTER_INITIAL_RESULTS
C384-347,IAKHMKGGTNLKSZ-INIZCTEOSA-N__CHEMBL2063,colchicine,colchicine,UGCG,CHEMBL2063,EXPLORATORY_LIMITED_INDEPENDENT_SUPPORT,1.5,2,"Qualified matching reference, construct/activity, compound identity/solubility and buffer stability required before interpretation.",RESERVE_EXPLORATORY_EXPANSION_AFTER_INITIAL_RESULTS
C384-348,DYLUUSLLRIQKOE-UHFFFAOYSA-N__CHEMBL262,enasidenib,enasidenib,GSK3B,CHEMBL262,EXPLORATORY_LIMITED_INDEPENDENT_SUPPORT,1.5,1,"Qualified matching reference, construct/activity, compound identity/solubility and buffer stability required before interpretation.",RESERVE_EXPLORATORY_EXPANSION_AFTER_INITIAL_RESULTS
C384-349,BSMCAPRUBJMWDF-KRWDZBQOSA-N__CHEMBL3310,cobimetinib,cobimetinib,HDAC11,CHEMBL3310,EXPLORATORY_LIMITED_INDEPENDENT_SUPPORT,1.5,8,"Qualified matching reference, construct/activity, compound identity/solubility and buffer stability required before interpretation.",RESERVE_EXPLORATORY_EXPANSION_AFTER_INITIAL_RESULTS
C384-350,QQHMKNYGKVVGCZ-UHFFFAOYSA-N__CHEMBL1952,tipiracil,tipiracil,TYMS,CHEMBL1952,EXPLORATORY_LIMITED_INDEPENDENT_SUPPORT,1.5,3,"Qualified matching reference, construct/activity, compound identity/solubility and buffer stability required before interpretation.",RESERVE_EXPLORATORY_EXPANSION_AFTER_INITIAL_RESULTS
C384-351,NDAUXUAQIAJITI-UHFFFAOYSA-N__CHEMBL2252,albuterol,albuterol,CTSC,CHEMBL2252,EXPLORATORY_LIMITED_INDEPENDENT_SUPPORT,1.5,8,"Qualified matching reference, construct/activity, compound identity/solubility and buffer stability required before interpretation.",RESERVE_EXPLORATORY_EXPANSION_AFTER_INITIAL_RESULTS
C384-352,QCHFTSOMWOSFHM-WPRPVWTQSA-N__CHEMBL3522,pilocarpine,pilocarpine,CYP17A1,CHEMBL3522,EXPLORATORY_LIMITED_INDEPENDENT_SUPPORT,1.5,3,"Qualified matching reference, construct/activity, compound identity/solubility and buffer stability required before interpretation.",RESERVE_EXPLORATORY_EXPANSION_AFTER_INITIAL_RESULTS
C384-353,UCTWMZQNUQWSLP-VIFPVBQESA-N__CHEMBL215,epinephrine,epinephrine,ALOX5,CHEMBL215,EXPLORATORY_LIMITED_INDEPENDENT_SUPPORT,1.5,2,"Qualified matching reference, construct/activity, compound identity/solubility and buffer stability required before interpretation.",RESERVE_EXPLORATORY_EXPANSION_AFTER_INITIAL_RESULTS
C384-354,ACWZRVQXLIRSDF-UHFFFAOYSA-N__CHEMBL202,binimetinib,binimetinib,DHFR,CHEMBL202,EXPLORATORY_LIMITED_INDEPENDENT_SUPPORT,1.5,5,"Qualified matching reference, construct/activity, compound identity/solubility and buffer stability required before interpretation.",RESERVE_EXPLORATORY_EXPANSION_AFTER_INITIAL_RESULTS
C384-355,ZSKVGTPCRGIANV-ZXFLCMHBSA-N__CHEMBL4588,imipenem,imipenem,MMP8,CHEMBL4588,EXPLORATORY_LIMITED_INDEPENDENT_SUPPORT,1.5,5,"Qualified matching reference, construct/activity, compound identity/solubility and buffer stability required before interpretation.",RESERVE_EXPLORATORY_EXPANSION_AFTER_INITIAL_RESULTS
C384-356,CPZBLNMUGSZIPR-NVXWUHKLSA-N__CHEMBL2722,palonosetron,palonosetron,CYP11B2,CHEMBL2722,EXPLORATORY_LIMITED_INDEPENDENT_SUPPORT,1.5,6,"Qualified matching reference, construct/activity, compound identity/solubility and buffer stability required before interpretation.",RESERVE_EXPLORATORY_EXPANSION_AFTER_INITIAL_RESULTS
C384-357,DYLUUSLLRIQKOE-UHFFFAOYSA-N__CHEMBL258,enasidenib,enasidenib,LCK,CHEMBL258,EXPLORATORY_LIMITED_INDEPENDENT_SUPPORT,1.5,4,"Qualified matching reference, construct/activity, compound identity/solubility and buffer stability required before interpretation.",RESERVE_EXPLORATORY_EXPANSION_AFTER_INITIAL_RESULTS
C384-358,SJVQHLPISAIATJ-ZDUSSCGKSA-N__CHEMBL5366,duvelisib,duvelisib,PARP2,CHEMBL5366,EXPLORATORY_LIMITED_INDEPENDENT_SUPPORT,1.5,6,"Qualified matching reference, construct/activity, compound identity/solubility and buffer stability required before interpretation.",RESERVE_EXPLORATORY_EXPANSION_AFTER_INITIAL_RESULTS
C384-359,VWVSBHGCDBMOOT-IIEHVVJPSA-N__CHEMBL2008,desoximetasone,desoximetasone,RARB,CHEMBL2008,EXPLORATORY_LIMITED_INDEPENDENT_SUPPORT,1.5,2,"Qualified matching reference, construct/activity, compound identity/solubility and buffer stability required before interpretation.",RESERVE_EXPLORATORY_EXPANSION_AFTER_INITIAL_RESULTS
C384-360,DMNOVGJWPASQDL-OAQYLSRUSA-N__CHEMBL1908,oliceridine,oliceridine,CYP11B1,CHEMBL1908,EXPLORATORY_LIMITED_INDEPENDENT_SUPPORT,1.5,3,"Qualified matching reference, construct/activity, compound identity/solubility and buffer stability required before interpretation.",RESERVE_EXPLORATORY_EXPANSION_AFTER_INITIAL_RESULTS
C384-361,PTOIAAWZLUQTIO-GXFFZTMASA-N__CHEMBL2034,tasimelteon,tasimelteon,NR3C1,CHEMBL2034,EXPLORATORY_LIMITED_INDEPENDENT_SUPPORT,1.5,4,"Qualified matching reference, construct/activity, compound identity/solubility and buffer stability required before interpretation.",RESERVE_EXPLORATORY_EXPANSION_AFTER_INITIAL_RESULTS
C384-362,CYHWMBVXXDIZNZ-KRWDZBQOSA-N__CHEMBL2243,remimazolam,remimazolam,FAAH,CHEMBL2243,EXPLORATORY_LIMITED_INDEPENDENT_SUPPORT,1.5,10,"Qualified matching reference, construct/activity, compound identity/solubility and buffer stability required before interpretation.",RESERVE_EXPLORATORY_EXPANSION_AFTER_INITIAL_RESULTS
C384-363,NSQSAUGJQHDYNO-UHFFFAOYSA-N__CHEMBL202,tazemetostat,tazemetostat,DHFR,CHEMBL202,EXPLORATORY_LIMITED_INDEPENDENT_SUPPORT,1.25,6,"Qualified matching reference, construct/activity, compound identity/solubility and buffer stability required before interpretation.",RESERVE_EXPLORATORY_EXPANSION_AFTER_INITIAL_RESULTS
C384-364,WCWSTNLSLKSJPK-LKFCYVNXSA-N__CHEMBL288,cabotegravir,cabotegravir,PDE4D,CHEMBL288,EXPLORATORY_LIMITED_INDEPENDENT_SUPPORT,1.0,3,"Qualified matching reference, construct/activity, compound identity/solubility and buffer stability required before interpretation.",RESERVE_EXPLORATORY_EXPANSION_AFTER_INITIAL_RESULTS
C384-365,CYOHGALHFOKKQC-UHFFFAOYSA-N__CHEMBL2063,selumetinib,selumetinib,UGCG,CHEMBL2063,EXPLORATORY_LIMITED_INDEPENDENT_SUPPORT,1.0,3,"Qualified matching reference, construct/activity, compound identity/solubility and buffer stability required before interpretation.",RESERVE_EXPLORATORY_EXPANSION_AFTER_INITIAL_RESULTS
C384-366,AQNDDEOPVVGCPG-UHFFFAOYSA-N__CHEMBL1808,esmolol,esmolol,ACE,CHEMBL1808,EXPLORATORY_LIMITED_INDEPENDENT_SUPPORT,1.0,6,"Qualified matching reference, construct/activity, compound identity/solubility and buffer stability required before interpretation.",RESERVE_EXPLORATORY_EXPANSION_AFTER_INITIAL_RESULTS
C384-367,WXCXUHSOUPDCQV-UHFFFAOYSA-N__CHEMBL5145,enzalutamide,enzalutamide,BRAF,CHEMBL5145,EXPLORATORY_LIMITED_INDEPENDENT_SUPPORT,1.0,3,"Qualified matching reference, construct/activity, compound identity/solubility and buffer stability required before interpretation.",RESERVE_EXPLORATORY_EXPANSION_AFTER_INITIAL_RESULTS
C384-368,ADEBPBSSDYVVLD-UHFFFAOYSA-N__CHEMBL2023,donepezil,donepezil,COMT,CHEMBL2023,EXPLORATORY_LIMITED_INDEPENDENT_SUPPORT,1.0,2,"Qualified matching reference, construct/activity, compound identity/solubility and buffer stability required before interpretation.",RESERVE_EXPLORATORY_EXPANSION_AFTER_INITIAL_RESULTS
C384-369,RUOKEQAAGRXIBM-GFCCVEGCSA-N__CHEMBL1808,rasagiline,rasagiline,ACE,CHEMBL1808,EXPLORATORY_LIMITED_INDEPENDENT_SUPPORT,1.0,7,"Qualified matching reference, construct/activity, compound identity/solubility and buffer stability required before interpretation.",RESERVE_EXPLORATORY_EXPANSION_AFTER_INITIAL_RESULTS
C384-370,KSMAGQUYOIHWFS-UHFFFAOYSA-N__CHEMBL2850,lofexidine,lofexidine,GSK3A,CHEMBL2850,EXPLORATORY_LIMITED_INDEPENDENT_SUPPORT,1.0,5,"Qualified matching reference, construct/activity, compound identity/solubility and buffer stability required before interpretation.",RESERVE_EXPLORATORY_EXPANSION_AFTER_INITIAL_RESULTS
C384-371,GOTYRUGSSMKFNF-UHFFFAOYSA-N__CHEMBL3045,lenalidomide,lenalidomide,PRKCB,CHEMBL3045,EXPLORATORY_LIMITED_INDEPENDENT_SUPPORT,1.0,6,"Qualified matching reference, construct/activity, compound identity/solubility and buffer stability required before interpretation.",RESERVE_EXPLORATORY_EXPANSION_AFTER_INITIAL_RESULTS
C384-372,FTALBRSUTCGOEG-UHFFFAOYSA-N__CHEMBL2039,riluzole,riluzole,MAOB,CHEMBL2039,EXPLORATORY_LIMITED_INDEPENDENT_SUPPORT,1.0,7,"Qualified matching reference, construct/activity, compound identity/solubility and buffer stability required before interpretation.",RESERVE_EXPLORATORY_EXPANSION_AFTER_INITIAL_RESULTS
C384-373,OPXLLQIJSORQAM-UHFFFAOYSA-N__CHEMBL3234,mebendazole,mebendazole,HCK,CHEMBL3234,EXPLORATORY_LIMITED_INDEPENDENT_SUPPORT,1.0,2,"Qualified matching reference, construct/activity, compound identity/solubility and buffer stability required before interpretation.",RESERVE_EXPLORATORY_EXPANSION_AFTER_INITIAL_RESULTS
C384-374,FGQFOYHRJSUHMR-UHFFFAOYSA-N__CHEMBL2063,lesinurad,lesinurad,UGCG,CHEMBL2063,EXPLORATORY_LIMITED_INDEPENDENT_SUPPORT,1.0,4,"Qualified matching reference, construct/activity, compound identity/solubility and buffer stability required before interpretation.",RESERVE_EXPLORATORY_EXPANSION_AFTER_INITIAL_RESULTS
C384-375,YQEZLKZALYSWHR-ZDUSSCGKSA-N__CHEMBL262,esketamine,esketamine,GSK3B,CHEMBL262,EXPLORATORY_LIMITED_INDEPENDENT_SUPPORT,1.0,2,"Qualified matching reference, construct/activity, compound identity/solubility and buffer stability required before interpretation.",RESERVE_EXPLORATORY_EXPANSION_AFTER_INITIAL_RESULTS
C384-376,USUZGMWDZDXMDG-CYBMUJFWSA-N__CHEMBL2063,osilodrostat,osilodrostat,UGCG,CHEMBL2063,EXPLORATORY_LIMITED_INDEPENDENT_SUPPORT,1.0,5,"Qualified matching reference, construct/activity, compound identity/solubility and buffer stability required before interpretation.",RESERVE_EXPLORATORY_EXPANSION_AFTER_INITIAL_RESULTS
C384-377,CYHWMBVXXDIZNZ-KRWDZBQOSA-N__CHEMBL220,remimazolam,remimazolam,ACHE,CHEMBL220,EXPLORATORY_LIMITED_INDEPENDENT_SUPPORT,1.0,4,"Qualified matching reference, construct/activity, compound identity/solubility and buffer stability required before interpretation.",RESERVE_EXPLORATORY_EXPANSION_AFTER_INITIAL_RESULTS
C384-378,MKJIEFSOBYUXJB-WEZHFFAMSA-N__CHEMBL2023,deutetrabenazine,deutetrabenazine,COMT,CHEMBL2023,EXPLORATORY_LIMITED_INDEPENDENT_SUPPORT,1.0,3,"Qualified matching reference, construct/activity, compound identity/solubility and buffer stability required before interpretation.",RESERVE_EXPLORATORY_EXPANSION_AFTER_INITIAL_RESULTS
C384-379,QOIGKGMMAGJZNZ-UHFFFAOYSA-N__CHEMBL262,gepirone,gepirone,GSK3B,CHEMBL262,EXPLORATORY_LIMITED_INDEPENDENT_SUPPORT,1.0,3,"Qualified matching reference, construct/activity, compound identity/solubility and buffer stability required before interpretation.",RESERVE_EXPLORATORY_EXPANSION_AFTER_INITIAL_RESULTS
C384-380,ZEUITGRIYCTCEM-KRWDZBQOSA-N__CHEMBL220,duloxetine,duloxetine,ACHE,CHEMBL220,EXPLORATORY_LIMITED_INDEPENDENT_SUPPORT,1.0,5,"Qualified matching reference, construct/activity, compound identity/solubility and buffer stability required before interpretation.",RESERVE_EXPLORATORY_EXPANSION_AFTER_INITIAL_RESULTS
C384-381,GOTYRUGSSMKFNF-UHFFFAOYSA-N__CHEMBL3310,lenalidomide,lenalidomide,HDAC11,CHEMBL3310,EXPLORATORY_LIMITED_INDEPENDENT_SUPPORT,1.0,9,"Qualified matching reference, construct/activity, compound identity/solubility and buffer stability required before interpretation.",RESERVE_EXPLORATORY_EXPANSION_AFTER_INITIAL_RESULTS
C384-382,LIRYPHYGHXZJBZ-UHFFFAOYSA-N__CHEMBL202,trametinib,trametinib,DHFR,CHEMBL202,EXPLORATORY_LIMITED_INDEPENDENT_SUPPORT,0.75,7,"Qualified matching reference, construct/activity, compound identity/solubility and buffer stability required before interpretation.",RESERVE_EXPLORATORY_EXPANSION_AFTER_INITIAL_RESULTS
C384-383,WIJZXSAJMHAVGX-DHLKQENFSA-N__CHEMBL262,ivosidenib,ivosidenib,GSK3B,CHEMBL262,EXPLORATORY_LIMITED_INDEPENDENT_SUPPORT,0.75,4,"Qualified matching reference, construct/activity, compound identity/solubility and buffer stability required before interpretation.",RESERVE_EXPLORATORY_EXPANSION_AFTER_INITIAL_RESULTS
C384-384,FVTWTVQXNAJTQP-UHFFFAOYSA-N__CHEMBL2722,umeclidinium,umeclidinium,CYP11B2,CHEMBL2722,EXPLORATORY_LIMITED_INDEPENDENT_SUPPORT,0.75,7,"Qualified matching reference, construct/activity, compound identity/solubility and buffer stability required before interpretation.",RESERVE_EXPLORATORY_EXPANSION_AFTER_INITIAL_RESULTS
