sequence_key,primary_gene,representative_protein_id,target_assay_family,structure_bin,pdb_path,scope_source,inclusion_reason
SEQ000869,FYN,P06241,kinase,A_strict_overlapping_pocket,/root/autodl-tmp/BioMaster/data/processed/alphafold_receptors_v6/AF-P06241-F1-model_v6.pdb,legacy_direct_action_project,passed_direct_small_molecule_target_and_structure_rules
SEQ000877,MAPKAPK2,P49137,kinase,A_strict_overlapping_pocket,/root/autodl-tmp/BioMaster/data/processed/alphafold_receptors_v6/AF-P49137-F1-model_v6.pdb,legacy_direct_action_project,passed_direct_small_molecule_target_and_structure_rules
SEQ000880,NR1H2,P55055,nuclear_epigenetic,A_strict_overlapping_pocket,/root/autodl-tmp/BioMaster/data/processed/alphafold_receptors_v6/AF-P55055-F1-model_v6.pdb,legacy_direct_action_project,passed_direct_small_molecule_target_and_structure_rules
SEQ000881,NR1H3,Q13133-3,nuclear_epigenetic,A_strict_overlapping_pocket,/root/autodl-tmp/BioMaster/data/processed/alphafold_receptors_v6/AF-Q13133-3-F1-model_v6.pdb,legacy_direct_action_project,passed_direct_small_molecule_target_and_structure_rules
SEQ000882,PAK4,O96013,kinase,A_strict_overlapping_pocket,/root/autodl-tmp/BioMaster/data/processed/alphafold_receptors_v6/AF-O96013-F1-model_v6.pdb,legacy_direct_action_project,passed_direct_small_molecule_target_and_structure_rules
SEQ000884,RORC,P51449-2,nuclear_epigenetic,A_strict_overlapping_pocket,/root/autodl-tmp/BioMaster/data/processed/alphafold_receptors_v6/AF-P51449-2-F1-model_v6.pdb,legacy_direct_action_project,passed_direct_small_molecule_target_and_structure_rules
SEQ000885,RPS6KB1,P23443,kinase,A_strict_overlapping_pocket,/root/autodl-tmp/BioMaster/data/processed/alphafold_receptors_v6/AF-P23443-F1-model_v6.pdb,legacy_direct_action_project,passed_direct_small_molecule_target_and_structure_rules
SEQ000886,SLC44A4,Q53GD3,transporter,C_manual_review_structure,/root/autodl-tmp/BioMaster/data/processed/alphafold_receptors_v6/AF-Q53GD3-F1-model_v6.pdb,legacy_direct_action_project,passed_direct_small_molecule_target_and_structure_rules
SEQ000888,TIE1,P35590,kinase,C_manual_review_structure,/root/autodl-tmp/BioMaster/data/processed/alphafold_receptors_v6/AF-P35590-F1-model_v6.pdb,legacy_direct_action_project,passed_direct_small_molecule_target_and_structure_rules
SEQ000891,YES1,P07947,kinase,A_strict_overlapping_pocket,/root/autodl-tmp/BioMaster/data/processed/alphafold_receptors_v6/AF-P07947-F1-model_v6.pdb,legacy_direct_action_project,passed_direct_small_molecule_target_and_structure_rules
