sequence_key,primary_gene,representative_protein_id,pdb_path,expected_representative_protein_id,expected_sequence_length,expected_sequence_sha256,template_sequence_length,template_sequence_sha256,receptor_pdb_sha256,pocket_definition_sha256,pocket_definition_status,sequence_match_status
SEQ000103,CYP11B2,P19099,/root/autodl-tmp/BioMaster/data/processed/alphafold_receptors_v6/AF-P19099-F1-model_v6.pdb,B0ZBE4,503,223bf6426d9ad4fccd858bc2988b9ec441020f239760a0e13758c1f2e3dfc124,503,223bf6426d9ad4fccd858bc2988b9ec441020f239760a0e13758c1f2e3dfc124,dbad28cfe5e76974ec71958e90548f333abdcd560d70939d31b2bc073dd287b6,77889d1bccef18f944d33e0ab779c3b419d78454b98a4b7baad076849dd4108d,present,exact_match
SEQ000104,CYP17A1,P05093,/root/autodl-tmp/BioMaster/data/processed/alphafold_receptors_v6/AF-P05093-F1-model_v6.pdb,Q5TZV7,508,83618860fad41d20f0945e036b4bc270c90e6c96b6ddd84eff31402ffef38fa4,508,83618860fad41d20f0945e036b4bc270c90e6c96b6ddd84eff31402ffef38fa4,2ccdee1caecabf9ada336e3eceb8cfbe7c94814753d9c8c7bb47c0e3ebbc516c,e9c47d52a4e56a86c4a33b91cba9f694d53d527e0c976d0f8f3830a63dd4bd67,present,exact_match
SEQ000105,CYP19A1,P11511,/root/autodl-tmp/BioMaster/data/processed/alphafold_receptors_v6/AF-P11511-F1-model_v6.pdb,Q16731,503,a3095681f690b2ae6282a9116df5485f601548b49602ebf94ef3c4eff4d99b55,503,a3095681f690b2ae6282a9116df5485f601548b49602ebf94ef3c4eff4d99b55,2ae460cc44ce16e4983c7f6976e685039125fb56ac033998981e52875089efbc,4454deab8edf7853e663285a253615d5111c1457af3ee048bd2f65ba429ee853,present,exact_match
SEQ000107,DDC,P20711,/root/autodl-tmp/BioMaster/data/processed/alphafold_receptors_v6/AF-P20711-F1-model_v6.pdb,C9IYA0,480,b58d47b64e57c2bcc0ce08c90525cc9827590c4c915163a5664c66f25057eb86,480,b58d47b64e57c2bcc0ce08c90525cc9827590c4c915163a5664c66f25057eb86,027a306238368ea90c46ace248d2d38acb7f36ef0f15d9652916a4beee3299e4,e05636999a533ca06e5c8d1c24b489037b428067ce899d6f5bd6b9cecf9d544e,present,exact_match
SEQ000108,DDR2,Q16832,/root/autodl-tmp/BioMaster/data/processed/alphafold_receptors_v6/AF-Q16832-F1-model_v6.pdb,Q7Z730,855,39060bb69c4e8f76b5ea4babc2f97724fa4e7d5c79be4dc83ef5cc192a840c31,855,39060bb69c4e8f76b5ea4babc2f97724fa4e7d5c79be4dc83ef5cc192a840c31,cc70d2fb6759a584d6ea831dffbf9dc6d2c0100f741abd2f67e85c61fa71047e,9a827925d3af41c3dbb6b11498f5c5034528f36d49eadba5950a894e7a5f8f04,present,exact_match
SEQ000109,DHCR24,Q15392,/root/autodl-tmp/BioMaster/data/processed/alphafold_receptors_v6/AF-Q15392-F1-model_v6.pdb,B7Z817,516,ffa75f4fe09bf9ffc4f5b5d5b32a54d9d240a77390218f19626c6e2fe8f1d4d2,516,ffa75f4fe09bf9ffc4f5b5d5b32a54d9d240a77390218f19626c6e2fe8f1d4d2,b277733dfb185fe2fc8f98d7c687cd74fe5d6beeb2318c98604f044e357355b5,8d3aad353162de813a303c1ffb4f8623df5ef67d57fc1c69238eeb27b2c119bc,present,exact_match
SEQ000110,DHFR,P00374,/root/autodl-tmp/BioMaster/data/processed/alphafold_receptors_v6/AF-P00374-F1-model_v6.pdb,B4DDD2,187,f01679b357e85183133b6e765b5bbb10fb34aac343f1185d3cae27b684632907,187,f01679b357e85183133b6e765b5bbb10fb34aac343f1185d3cae27b684632907,f64967b63ccb28e0cf27e83f9887d66fe6c63171b1bb9a8cd9aac39a7bd41c48,f139afc8f556f249ecdcf02a303de31955962da0b9d204e7f39c376148267312,present,exact_match
SEQ000111,DHODH,Q02127,/root/autodl-tmp/BioMaster/data/processed/alphafold_receptors_v6/AF-Q02127-F1-model_v6.pdb,A8K8C8,395,e3d665dad3dbf6901bc5aeccd28ef9d87f5be7797ab459a04aa59f95824cf051,395,e3d665dad3dbf6901bc5aeccd28ef9d87f5be7797ab459a04aa59f95824cf051,94758bf449a55f1f061def824bb6c8b28399abf517b8eba06518b1256aab3797,15b9bc8ce90791ed5bdf3cd45f074b1c167ca39a6f17c19485c8b1ed05a6d0ea,present,exact_match
SEQ000112,DIO1,P49895-7,/root/autodl-tmp/BioMaster/data/processed/alphafold_receptors_v6/AF-P49895-7-F1-model_v6.pdb,Q1RN02,249,ef5a49ff0a8ce2699162595f67025d2bcaef0689dc49f83401c7b5aecc30d912,113,aa7ffaa5201001f125700311294342a74f2728d894fd46049856fb62f9acfa9f,0b92627e2ff4d7bf9dd15ab2eb13cb77e03c9dd0429e869d7a9bc4d6801e46ec,33a89714688d8dde225bb6dcb0dd0cebbc47c39c1621574dbdfc514779b37657,present,sequence_mismatch
SEQ000115,DNMT1,P26358-3,/root/autodl-tmp/BioMaster/data/processed/alphafold_receptors_v6/AF-P26358-3-F1-model_v6.pdb,A0AV63,1616,fc574e32e4a88543e8f5373b656b0b1999faaac2fec70fcdbe637f375aa2f65a,1280,a198321e7c20efa7c154095a3ce05f6952bb7517bee70f48015913a10acb2f5c,637d1e6be529cfeb4110ae151b5cd0619514c50a7028c3702075116257032455,b5226c5b9e86ec8ca984cf6eed6580b64702a8c8f5838f6b58cce6e6b96a80c1,present,sequence_mismatch
SEQ000116,DNMT3A,Q9Y6K1,/root/autodl-tmp/BioMaster/data/processed/alphafold_receptors_v6/AF-Q9Y6K1-F1-model_v6.pdb,E9PEB8,912,52ea10c47364c98bc0b066941229148e42ad779b70b1b8569855db412b95cacd,912,52ea10c47364c98bc0b066941229148e42ad779b70b1b8569855db412b95cacd,3c00229fb4bc85c421fa632449813c5e2363b982564c0b8d2184ad90eb25ac9c,d6da7c83198a7a1ab0ff5fe47fa2ad1d63322d8a9b275e2c2878976d76804542,present,exact_match
SEQ000117,DPEP1,P16444,/root/autodl-tmp/BioMaster/data/processed/alphafold_receptors_v6/AF-P16444-F1-model_v6.pdb,D3DX80,411,05d60a6f764021e918cb82ec1f692b68d8c8f288fcec0a06b353b54f82973e02,411,05d60a6f764021e918cb82ec1f692b68d8c8f288fcec0a06b353b54f82973e02,8321726a73eaa69050c7d4c5b1be96b07db0148f99bbe28b7d11c4251620238d,64e056760863d8fa6f6abd02a578128ee45dd34f4b76a28008905df2c8cfc54f,present,exact_match
SEQ000118,DPP4,P27487,/root/autodl-tmp/BioMaster/data/processed/alphafold_receptors_v6/AF-P27487-F1-model_v6.pdb,Q53TN1,766,272729ea12e07654f922db22308673539882764491f0b55e31767ec1f714c328,766,272729ea12e07654f922db22308673539882764491f0b55e31767ec1f714c328,86bdd5bd107e4c5614da3b686c47f92b921302122b49293719e414e8a755c785,ee2fcf3f7e0261459f8c467da813f4fa438163031d65ffd4b244141db3984f03,present,exact_match
SEQ000125,EGFR,P00533,/root/autodl-tmp/BioMaster/data/processed/alphafold_receptors_v6/AF-P00533-F1-model_v6.pdb,O00688,1210,dbb4583267ad40a7dfd854ee3c44ce4be38e137d0570e3eb76cf1854a74e7246,1210,dbb4583267ad40a7dfd854ee3c44ce4be38e137d0570e3eb76cf1854a74e7246,8b381730ae157a75f2fbc78043aff7b9e605a30420dfe749a56cd61f12125cb9,2a0177a10d1e1adb351b22a3b2499976a2e4b23e5df4b540750e7efc5e4c419e,present,exact_match
SEQ000126,EGLN1,Q9GZT9-3,/root/autodl-tmp/BioMaster/data/processed/alphafold_receptors_v6/AF-Q9GZT9-3-F1-model_v6.pdb,Q8N3M8,426,cb17e7a0aae2e99ddfd0bf964ad621c4b9f2342f01a43321ac1acd75c135d635,325,bc346a2b33dad413b5a98d1cca4c7a0e44e064acb16298ae0834508827c4131d,6d2158236992eb1e88c0d106213051c9eb108c718b220de51a3857015ddc0640,78d4dc50a2c8a929ef720b56d8995608232b8eb0041752983462d82885192110,present,sequence_mismatch
SEQ000127,EGLN2,Q96KS0-2,/root/autodl-tmp/BioMaster/data/processed/alphafold_receptors_v6/AF-Q96KS0-2-F1-model_v6.pdb,A8K5S0,407,337ff1ca94c9724ace872091c611e5bd2915db6f5f5967f4e596a0bee4a3695e,374,212f2756126b1930a72f275c1c45c7521a9e174c79ec36dbb7266e9febe7b8fc,8f337488c1e999b71cecc78e5abd1f13c1dcf2e6b98f0f574ac377bb02a88ce2,58df084980c205ac1a7c430bce54606899f5df0a65b995611e92c3448c2ea917,present,sequence_mismatch
SEQ000128,EGLN3,Q9H6Z9,/root/autodl-tmp/BioMaster/data/processed/alphafold_receptors_v6/AF-Q9H6Z9-F1-model_v6.pdb,Q2TA79,239,9ed9d245a1ccec30c57b21996b7795d43966ae87dc4c5292f48fd56fb80def56,239,9ed9d245a1ccec30c57b21996b7795d43966ae87dc4c5292f48fd56fb80def56,e0d995a018cb1b6daf7057292957005cc05fbf41eaa253917c84afce865c63fd,bc9c448460fa46c9ffd4f3864c2ccc119f1601f143aa046389c5d21fe3ca0f6b,present,exact_match
SEQ000129,ELANE,P08246,/root/autodl-tmp/BioMaster/data/processed/alphafold_receptors_v6/AF-P08246-F1-model_v6.pdb,P09649,267,d6b94d57bf52bc0af4eb1f2866d0175f26a7bd411b9720c512e1b7d133843602,267,d6b94d57bf52bc0af4eb1f2866d0175f26a7bd411b9720c512e1b7d133843602,9e98c591d4acd7bcf05845f379fb8e31150d17a4791d500d0a3a21e0bc76bece,68a1c6b682963bdf8b1a03f1e794417ec03698373ff6fa9b5f8e03d6732e47ec,present,exact_match
SEQ000131,EPAS1,Q99814,/root/autodl-tmp/BioMaster/data/processed/alphafold_receptors_v6/AF-Q99814-F1-model_v6.pdb,Q86VA2,870,bc397cc8eb78693a226a23c89a09eb3c0054deef0ef8c9cae74b11a491fad1df,870,bc397cc8eb78693a226a23c89a09eb3c0054deef0ef8c9cae74b11a491fad1df,183a30af6b58201255e20758ca89a78d2517a1175d7a632efb2602d00018cfce,dccb93ca1390c881d5dd28468d56b4df551804eb182757dab2cdccc828209b29,present,exact_match
SEQ000133,EPHA2,P29317,/root/autodl-tmp/BioMaster/data/processed/alphafold_receptors_v6/AF-P29317-F1-model_v6.pdb,B5A968,976,29416c9490a3c35fa69a9086f09fb7c75915d5d7467cb594e5b517e8fa9f344f,976,29416c9490a3c35fa69a9086f09fb7c75915d5d7467cb594e5b517e8fa9f344f,29ea4b940e0deadd2cfc744813360cf96474630e3976a7ea8b516098186ec5a1,4eeb4ae6dec1d98d5de31ff6d15fdcde7114dafc5760bc7417ded5997c4f4415,present,exact_match
SEQ000135,ERBB2,P04626,/root/autodl-tmp/BioMaster/data/processed/alphafold_receptors_v6/AF-P04626-F1-model_v6.pdb,B2RZG3,1255,a5f256fc653515d110f6dd48ad55b8ea21bf6d45af33b7f5c182c6c31455b636,1255,a5f256fc653515d110f6dd48ad55b8ea21bf6d45af33b7f5c182c6c31455b636,67779a57b099b435e48bb163ad1238d9e86df0e57a898bce4ec3a3c4b8880e3c,adf58d004f6d5c9d1b2f73c0e14feacc16ab544d304488e8e0573be2cf22e841,present,exact_match
SEQ000136,ERBB4,Q15303,/root/autodl-tmp/BioMaster/data/processed/alphafold_receptors_v6/AF-Q15303-F1-model_v6.pdb,B7ZLD7,1308,1d456f9470d2ff57ac97450faa7588aef382adc7eff33d54259187c71584d11a,1308,1d456f9470d2ff57ac97450faa7588aef382adc7eff33d54259187c71584d11a,41eedcc80f0a5e46d10302bdb23cf13c127a718906e0c17c5954649b328f10c0,e7384676dff51e6c7c5d51fb1d5d5e8c59b5ebbb6dc84490eba2f7878d0eb8ed,present,exact_match
SEQ000137,ESR1,P03372,/root/autodl-tmp/BioMaster/data/processed/alphafold_receptors_v6/AF-P03372-F1-model_v6.pdb,Q13511,595,59afaf3c8774c9cec06a003e9fa0d1fb1da47637c45ea570236e0ca79b5a0a44,595,59afaf3c8774c9cec06a003e9fa0d1fb1da47637c45ea570236e0ca79b5a0a44,2fa13dc7aaca375b258691e99c228cbe5970692fb1793be69690370c9543c2c1,04330e1bf76e9958d7d7b47dd4cd8ff183f1bae0e8a213096bab13b04ca01fac,present,exact_match
SEQ000138,ESR2,Q92731,/root/autodl-tmp/BioMaster/data/processed/alphafold_receptors_v6/AF-Q92731-F1-model_v6.pdb,A8K8K5,530,7f3d679eff5a0b39202fe2696e4b76106c26dd5b3df9d615e208dbdf4bc35724,530,7f3d679eff5a0b39202fe2696e4b76106c26dd5b3df9d615e208dbdf4bc35724,a7c547fb14e417e49a8d0822f63a5a8d370eeb164d1abb28ddd56f63adbc98f2,8a382e0c42c6c9d6fbf05a0e4603d730a0ef8c4812040176e6b9c2877ce8e05c,present,exact_match
SEQ000139,EZH2,Q15910,/root/autodl-tmp/BioMaster/data/processed/alphafold_receptors_v6/AF-Q15910-F1-model_v6.pdb,B2RAQ1,746,4c4d28512cf712104d0b7374cb68ae9d3cf5d4f5d7e81c617fb0ad49332165f7,746,4c4d28512cf712104d0b7374cb68ae9d3cf5d4f5d7e81c617fb0ad49332165f7,17a9115feb801b27672b817c445bd03d4edc203e65b085be19e4bb109c8f1c54,0b87477e493d01abece2b094fde319dbb27b918150a20067fbcb68f4cf11ed34,present,exact_match
SEQ000140,F10,P00742,/root/autodl-tmp/BioMaster/data/processed/alphafold_receptors_v6/AF-P00742-F1-model_v6.pdb,Q14340,488,ea032885773058ac2c1adb9e98b95aa360b089ec83a35113d9152151e5f5e995,488,ea032885773058ac2c1adb9e98b95aa360b089ec83a35113d9152151e5f5e995,0cd7e33f2cbf975fde91a16944db1d67311f9e451e9783af3451e4907cc337e5,efb014dc120f90661b137e2225636f325d13c3dbc06cf56ed28d1c5d7ec7968f,present,exact_match
SEQ000141,F11,P03951,/root/autodl-tmp/BioMaster/data/processed/alphafold_receptors_v6/AF-P03951-F1-model_v6.pdb,D3DP64,625,31d4d2f5301bb477b0b173ab4a9959776cb9d1398d429b828bf6de5396a44a36,625,31d4d2f5301bb477b0b173ab4a9959776cb9d1398d429b828bf6de5396a44a36,5ecc36ea7af734f12647a4f477015557b21df3422d6c0757c8a94f820ab7ddbe,a02bfe62b66fbb92b683151edafb2abb3bc71cf47783cf1e55db7cded718d4f8,present,exact_match
SEQ000142,F12,P00748,/root/autodl-tmp/BioMaster/data/processed/alphafold_receptors_v6/AF-P00748-F1-model_v6.pdb,P78339,615,4f4d7a2fa9173996aa1493243c8853c00cc8f0653abfeab8bd0de60114577129,615,4f4d7a2fa9173996aa1493243c8853c00cc8f0653abfeab8bd0de60114577129,4344e25b94a11c78b20eeba9bd0a1fb69d29ca1e1535cccef4cfd9078a1ea5d7,6cf80a8c07a13b3cabe90024c38fc28e7ce26cefbee5f27cfd9fb7e6de5b19a2,present,exact_match
SEQ000143,F13A1,P00488,/root/autodl-tmp/BioMaster/data/processed/alphafold_receptors_v6/AF-P00488-F1-model_v6.pdb,Q59HA7,732,46a764779f6a34087a12339f47517c70efcb0aec88c0e3b61a5166d4ba9b7bec,732,46a764779f6a34087a12339f47517c70efcb0aec88c0e3b61a5166d4ba9b7bec,8f470fc9de394091651fbe024e281770c3c87454bb16476735ee3ec72072d97d,2161b79eeb82cdffccedf3d016bd08407d54059ead06bc6020a9168eb0ae5c2c,present,exact_match
SEQ000144,F2,P00734,/root/autodl-tmp/BioMaster/data/processed/alphafold_receptors_v6/AF-P00734-F1-model_v6.pdb,B2R7F7,622,351664067c22d7e6a071e811ddb3b5759e91101e0c46d4454fc61ce4bca10fa2,622,351664067c22d7e6a071e811ddb3b5759e91101e0c46d4454fc61ce4bca10fa2,3fbd35afedcc536cde94227d4f1ec3a2962328dc90e20c9213ec899129465f43,ce15352d588551044f9889fc570bd975f4e6c1ee70be08aa28fed0b7049fc35e,present,exact_match
SEQ000147,F5,P12259,/root/autodl-tmp/BioMaster/data/processed/alphafold_receptors_v6/AF-P12259-F1-model_v6.pdb,A8K6E8,2224,7adc7ddfa5f09bbef9f7fe550bb8f787efcbfe7f0e351a777e56a0c8ed6ca7ce,2224,7adc7ddfa5f09bbef9f7fe550bb8f787efcbfe7f0e351a777e56a0c8ed6ca7ce,f5a75b8c2eb8117806d15f316d46c772969ebf67ae401d78382297f04010c3bb,722abed72431fa694c1c8ed90e4e111588ef050a3f5bc199a6db7c55bdbb8f7a,present,exact_match
SEQ000148,F7,P08709-2,/root/autodl-tmp/BioMaster/data/processed/alphafold_receptors_v6/AF-P08709-2-F1-model_v6.pdb,B0YJC8,466,16e201eb49237f1092a05dc94a1cc131f78e10e8ba32e0f005076714062ff9e3,444,6627a8d700310e72984cf82e2db3b9458adea3ec3d1492eeacd614b6124173a4,d6ca92c4a3822f16f72cae98915f35c3cb42c4932e2f3774e842412c0156ffd1,4522b401ba53922bef58864b61149b6499cbd137447499ec3c3f775e3678ae55,present,sequence_mismatch
SEQ000149,F8,P00451-2,/root/autodl-tmp/BioMaster/data/processed/alphafold_receptors_v6/AF-P00451-2-F1-model_v6.pdb,Q14286,2351,4700fc83b4ba933fb7ffc84b14b7615caa5eab47ff71ad94c8c9d7ee4bd217e4,216,40fe2eb966c39f43eda2115e674af68c800eb3954494e88db7f0bb003dbed70c,9b3f64162d969b6e25c3cd32635640b86316e6efc2e76db15bbc8b300520cb4f,6b4434adc191a16952719508dca15dc0b92d92cd840f57feb9feb94011ac4276,present,sequence_mismatch
SEQ000150,F9,P00740-2,/root/autodl-tmp/BioMaster/data/processed/alphafold_receptors_v6/AF-P00740-2-F1-model_v6.pdb,A8K9N4,461,32f5d032de97ea22d5e46e0ad5aeeaf19f1b5f3636dc0424cee6bf92e6035a2a,423,f129e6eabd44ee7e22e284550e50db12a674e5142d141ea8ebd9a1a51c27a50b,4a4416b8581b01235bd4c51b56e09862a361099cf737bc0ab39b8677e59fbdaa,501431d73307975aed020b590309bdf200ceed9f895ef52bf96084b69dfaeb9e,present,sequence_mismatch
SEQ000151,FAAH,O00519,/root/autodl-tmp/BioMaster/data/processed/alphafold_receptors_v6/AF-O00519-F1-model_v6.pdb,D3DQ19,579,230062b9df5cd3cae4733c4846754a164253baff8678a5f36679cc8daff348bd,579,230062b9df5cd3cae4733c4846754a164253baff8678a5f36679cc8daff348bd,fa87a1ee67460bbdd17cf3d6933594f62ea07c42aa606d6c8e57bb9df5218233,2e82ea7989412be538bd62031f292b990ccd772697afb3f7a63bcdcf9306edaf,present,exact_match
SEQ000153,FDPS,P14324-2,/root/autodl-tmp/BioMaster/data/processed/alphafold_receptors_v6/AF-P14324-2-F1-model_v6.pdb,D3DV91,419,265d3e283924e8ac4ea8bc436c687772d97f9703fd677b466a605ac7f1a560d7,353,b6830973b70c690d6dc26c0d23c7c1c3525a1dbf9baf52372b346834656aa1ce,a92b003e8a7f9d3eff78f9c49589822ce97ef9525ff1217f0ea0c1ee1608c857,0a23bb04ca4d895d11b074d5f80b5cc7d5af71a6622761a8c4f668540b6307d3,present,sequence_mismatch
SEQ000155,FGFR1,P11362,/root/autodl-tmp/BioMaster/data/processed/alphafold_receptors_v6/AF-P11362-F1-model_v6.pdb,A8K6T9,822,ef0ddbb0badae4eac53608fa57cf54c55cb837d4929048fa6a2339bb30ae8f03,822,ef0ddbb0badae4eac53608fa57cf54c55cb837d4929048fa6a2339bb30ae8f03,2e0f3358b09fb705d24b4f0b79cccd2ae0f4921c4d37e34d34f8b73e87c36061,3c6dab9b5a6f981817f18a360419c92cd480474e4a45d2580b562e51e2179f0b,present,exact_match
SEQ000156,FGFR2,P21802,/root/autodl-tmp/BioMaster/data/processed/alphafold_receptors_v6/AF-P21802-F1-model_v6.pdb,B4DFC2,821,c81b4e9e806e0ace9f779e65477e6c988dea6cad5eecfbcb35f2364c5fc884dd,821,c81b4e9e806e0ace9f779e65477e6c988dea6cad5eecfbcb35f2364c5fc884dd,00719f86ab8c89e7f812d2221dee85eab3fc7a9e3bb129d78abb7fd28004abe4,93490377c8b86a63439cccade8bbcb9bff8be6ac11d2f4ec8a433e1ddd12f6a4,present,exact_match
SEQ000157,FGFR3,P22607,/root/autodl-tmp/BioMaster/data/processed/alphafold_receptors_v6/AF-P22607-F1-model_v6.pdb,D3DVP9,806,9c4089da85ef3c06dde2c14def7afc4a2e1452947ca9abf34025f90a101db770,806,9c4089da85ef3c06dde2c14def7afc4a2e1452947ca9abf34025f90a101db770,abdff329295f53f70c771025f6a8b94e4977f5b0e090c7cb92e3fba1bc37e7c9,f3cbf8a25fa7884daa9231b91174ff48514912e43ec3e966810aa0e193e11d42,present,exact_match
SEQ000158,FKBP1A,P62942,/root/autodl-tmp/BioMaster/data/processed/alphafold_receptors_v6/AF-P62942-F1-model_v6.pdb,D3DVW6,108,7c2c9a4005a08f9f8ed2ce2e3b7d9432dd39547abafef80ffab6adbb89753b2c,108,7c2c9a4005a08f9f8ed2ce2e3b7d9432dd39547abafef80ffab6adbb89753b2c,c38af1b92a12d6fe4f8757e3df2486acab9e86511a7da8a0551c86323667e3ba,93a4bf56c55f4c50bbd6b2caec3d271f2dc7d65c6a10f34119252990f3f55b7a,present,exact_match
SEQ000159,FLT1,P17948,/root/autodl-tmp/BioMaster/data/processed/alphafold_receptors_v6/AF-P17948-F1-model_v6.pdb,A3E342,1338,cabcd0382ed2f6481aa338d4235c57b559cc4d1a254f9c9aae6c341230ecaa90,1338,cabcd0382ed2f6481aa338d4235c57b559cc4d1a254f9c9aae6c341230ecaa90,a61b8aa4ef8f9c2b1b88889c27777f78e22504b2cd130db52be2a8a849b36512,2277209617b489cd082f15105d1754828df37bfe0d1f8509b8b00562f7184c14,present,exact_match
SEQ000160,FLT3,P36888,/root/autodl-tmp/BioMaster/data/processed/alphafold_receptors_v6/AF-P36888-F1-model_v6.pdb,A0AVG9,993,68d60cea30219da8cef67dbcc1b81dcdebc8456663f7f54b6fb8cc6666a7b416,993,68d60cea30219da8cef67dbcc1b81dcdebc8456663f7f54b6fb8cc6666a7b416,a2eb9ce7157f9c2ddd6b09de427719b6842cffd31477d51c8492d431b137d764,05bfdc1a77a5b988b034ca02f217334f615246694e4360a7176eaaa62551bcf5,present,exact_match
SEQ000161,FLT4,P35916,/root/autodl-tmp/BioMaster/data/processed/alphafold_receptors_v6/AF-P35916-F1-model_v6.pdb,A8K6L4,1363,e269bc198cd67f0c6b80d470b4d790fedd12e2902018aee33e1d4750980d7caa,1363,e269bc198cd67f0c6b80d470b4d790fedd12e2902018aee33e1d4750980d7caa,9cf8f02fc131ff228e1e6a6905249d431aba669b2375f71c07507d5acbfd7696,f05b0c24264095da05b7daacdf2d58769e482bd3ba28502be8638512e92e5feb,present,exact_match
SEQ000163,FOLH1,Q04609-6,/root/autodl-tmp/BioMaster/data/processed/alphafold_receptors_v6/AF-Q04609-6-F1-model_v6.pdb,A4UU12,750,75c34e924155e3529903bd10daf1da3d8929c12d17075ff191d84ec07703843f,693,fd7a3b2af2e54806dc369230fc5ff47ff148d7cc7184787e6a48477f30f27b52,aaba6d2f108a022bead3c625b47a89c65715ca539f3a012a6297e0d800e02010,242a529413c88c0b1c03d729321dd781ae5f6814b4a53aa4638d9a5d9f99da1c,present,sequence_mismatch
SEQ000165,FRK,P42685,/root/autodl-tmp/BioMaster/data/processed/alphafold_receptors_v6/AF-P42685-F1-model_v6.pdb,B4DY49,505,266e943682a0ddcb4cd4532fc9a4d6b6bf941ce7d8c2bd9f5011cf7fd02d13bd,505,266e943682a0ddcb4cd4532fc9a4d6b6bf941ce7d8c2bd9f5011cf7fd02d13bd,72da8bf7dba73b9e0692f33f9a058bcdb5da2fa23a96b4d369c92f1aa839a0b3,b1b24cf0af693e53dacbdcad9655b306569f548e973f404b8503f1936d3b1395,present,exact_match
SEQ000167,GAA,P10253,/root/autodl-tmp/BioMaster/data/processed/alphafold_receptors_v6/AF-P10253-F1-model_v6.pdb,Q09GN4,952,70dda9e7bae131bb456a3b38859dd051dafc31855b16c33df9289fc7c396099b,952,70dda9e7bae131bb456a3b38859dd051dafc31855b16c33df9289fc7c396099b,ef8df54c60e9e595748a3a1f635d4832b43c3a5c41b3cb51ccac011e1e36fc08,b5f9863cb3058fcfa8749a9e8a5ffa90de4b298a24d0d3e3419cd707cfcc8b93,present,exact_match
SEQ000168,GART,P22102-2,/root/autodl-tmp/BioMaster/data/processed/alphafold_receptors_v6/AF-P22102-2-F1-model_v6.pdb,A8K945,1010,2b50a9bdb76401c564adebe2d7cebb4de1094be4bea454c59063a59361c2e5a1,433,c002edf1d1025d99d4f7deed3d5fa4007774cc91b4caecf0d47f686fad07350e,e0f3cd79c123b0e8b37c14211258993017d4032d81455c63e134fdc81ea44f30,59599f1933553bb413ed2517e07824cc659bafcf6b8677a73fbe38f023382039,present,sequence_mismatch
SEQ000170,GGCX,P38435,/root/autodl-tmp/BioMaster/data/processed/alphafold_receptors_v6/AF-P38435-F1-model_v6.pdb,B4DMC5,758,d470ce9e5cd48738569283710aac2d2c179cb6ca14c10de393aa380d06b4d0ee,758,d470ce9e5cd48738569283710aac2d2c179cb6ca14c10de393aa380d06b4d0ee,48e077a00b3e9e78d043b6cbc960186324099ff4712395b5ed58ba99e21dd66c,64d0cc578c2d3f95c18086906b22c6b28c2804a2cbc0032d3d812c419d9838b1,present,exact_match
SEQ000175,GLA,P06280,/root/autodl-tmp/BioMaster/data/processed/alphafold_receptors_v6/AF-P06280-F1-model_v6.pdb,Q6LER7,429,a3757f6fbdeed39e8596df6cc5a20fd246063146afc4cbe937193a64fcc3e99e,429,a3757f6fbdeed39e8596df6cc5a20fd246063146afc4cbe937193a64fcc3e99e,2750b644759d2b05875b604cdfb8dace77c0d285358cae0614e1eced99980eb3,8f05381e6ffe7b9916e2f8e024f295b73a3407fad097a127674a5fea58247a60,present,exact_match
SEQ000179,GPD2,P43304-2,/root/autodl-tmp/BioMaster/data/processed/alphafold_receptors_v6/AF-P43304-2-F1-model_v6.pdb,A8K4V0,727,16acf8ec266adf7496ad0d234749b75d18270a557adc63a9f786ad010e8c986c,601,a33aa2a88691ec3150e4709c841b691c5cc3b6fc655849da80d00abd94488f2e,77e6955a7f32fd19847a1f02d3e9ba0a9dc056c49ab1964f013879326c7a7c33,822a81af91342cf8beca39db860c6c382e5defcadc255288b8e8c45b6904b330,present,sequence_mismatch
SEQ000181,GRIN2A,Q12879,/root/autodl-tmp/BioMaster/data/processed/alphafold_receptors_v6/AF-Q12879-F1-model_v6.pdb,O00669,1464,1e865dd08ec23cfb4ba716c63359e383fb948aa26261eeb5a0f9d7462536db0f,1464,1e865dd08ec23cfb4ba716c63359e383fb948aa26261eeb5a0f9d7462536db0f,b9ef9d38e324e40a17b73c6e630fac09b044aea7d66841aaef5438ce739a6e3a,71361e5ae308c3bee37ed79b910d4f40062673c7f1a03ac6d42f3337e8cb677f,present,exact_match
SEQ000182,GSR,P00390,/root/autodl-tmp/BioMaster/data/processed/alphafold_receptors_v6/AF-P00390-F1-model_v6.pdb,C8KIL8,522,814d7e6114e40802ecf4cea971d5d98de724ce7451f094ffdee525c1371e301c,522,814d7e6114e40802ecf4cea971d5d98de724ce7451f094ffdee525c1371e301c,8ba0c0d00d67f01a654ac876f7e9c849e1744e9346825002ec19a294ee80a47b,ddc1581b989b458f512ddaba519ae4550df14b17c99af6d511d88fb8482da184,present,exact_match
SEQ000183,GUCY2C,P25092,/root/autodl-tmp/BioMaster/data/processed/alphafold_receptors_v6/AF-P25092-F1-model_v6.pdb,B2RMY6,1073,65e0c45e5759303997c3b2d84199fc621c9d3899348c9b6fd17686195676db85,1073,65e0c45e5759303997c3b2d84199fc621c9d3899348c9b6fd17686195676db85,50450af0c340ba247df422510672864c9d9ae804e8bedf35a070a53ef5aad576,93c8a3e22a357ac605b162cd40334af144f3ab855c9501754ea13b5272e0582b,present,exact_match
