review_id,drug_name,target_gene,final_candidate_diseases_zh,final_mechanism_assessment_zh,final_feasibility_assessment_zh,assay_recommendation_zh,counterscreen_recommendation_zh,risk_level,priority_after_agent,agent_decision,agent_notes_zh
strict895_0711,Difluprednate,PTPN11,暂不推荐；PTPN11-AML/JMML 与 Difluprednate dermatology 方向错配,"child Open Targets 最佳疾病为 acute myeloid leukemia，score=0.643（genetic=0.000, clinical=0.000, literature=0.948），PTPN11-疾病证据为较强。Difluprednate→PTPN11 主要由 ConPLEx=0.259/rank=77 支撑；child OT 虽有 AML 文献信号，但药物、方向和 rank 均不支持进入主线。","原始 target-engagement 可行性=中高; assay lane=biochemical/target-engagement; ConPLEx=0.259, rank=77; 自动优先级=P2_review_candidate. 不建议进入当前主验证队列，除非后续补充独立药物-靶点或疾病证据。",不进入主验证；如需保留，仅做最小化确认：PTPN11 纯化蛋白活性/结合实验（DSF、SPR、CETSA/TPP）；在 暂不推荐 模型中做 target engagement 与下游功能 readout 的剂量响应。,同酶家族选择性、PAINS/聚集体、还原/螯合/荧光干扰反筛；加入 PTPN11 同家族/上游下游通路反筛、母药已知主靶反筛、细胞毒性和溶解度/聚集体检查。特别排除 PAINS、金属螯合、氧化还原和荧光干扰。,high,P4_deprioritize,deprioritize,child OT 虽有 AML 文献信号，但药物、方向和 rank 均不支持进入主线。 child_ot_status=child_ot_match; best_child=acute myeloid leukemia; novelty=文献状态未充分审计，需人工排重; major_risks=主要风险是 ConPLEx 预测需正交实验验证，疾病方向仍需具体化
strict895_0712,Cabozantinib S-Malate,PDGFRA,PDGFRA 突变 GIST；胶质瘤/肉瘤探索；肾纤维化不作为主线,"child Open Targets 最佳疾病为 gastrointestinal stromal tumor，score=0.825（genetic=0.647, clinical=0.979, literature=0.971），PDGFRA-疾病证据为强。Cabozantinib S-Malate→PDGFRA 主要由 ConPLEx=0.718/rank=1 支撑；Cabozantinib-PDGFRA ConPLEx 高且 rank=1，PDGFRA-GIST evidence 强。","原始 target-engagement 可行性=高; assay lane=biochemical/target-engagement; ConPLEx=0.718, rank=1; 自动优先级=P1_priority_manual_review. 疾病模型具体、验证路径清晰，建议进入优先实验队列，但仍需用正交 target engagement 排除多靶点解释。",建议验证：PDGFRA 纯化蛋白活性/结合实验（DSF、SPR、CETSA/TPP）；在 PDGFRA 突变 GIST 模型中做 target engagement 与下游功能 readout 的剂量响应。,同酶家族选择性、PAINS/聚集体、还原/螯合/荧光干扰反筛；加入 PDGFRA 同家族/上游下游通路反筛、母药已知主靶反筛、细胞毒性和溶解度/聚集体检查。特别排除 PAINS、金属螯合、氧化还原和荧光干扰。,medium,P1_high,keep_high,Cabozantinib-PDGFRA ConPLEx 高且 rank=1，PDGFRA-GIST evidence 强。 child_ot_status=child_ot_match; best_child=gastrointestinal stromal tumor; novelty=同靶点家族机制扩展，novelty 中等; major_risks=同靶点家族可能存在机制泄漏/选择性不足；疾病方向接近原适应症，老药新用 novelty 较弱
strict895_0713,Capmatinib Hydrochloride,CTSC,CTSC 相关痤疮、银屑病或日光性角化低优先；RA child evidence 弱,"child Open Targets 最佳疾病为 rheumatoid arthritis，score=0.032（genetic=0.000, clinical=0.000, literature=0.262），CTSC-疾病证据为弱。Capmatinib Hydrochloride→CTSC 主要由 ConPLEx=0.238/rank=31 支撑；CTSC disease evidence 很弱，但有可测酶活，保留为低成本探索。","原始 target-engagement 可行性=中高; assay lane=biochemical/target-engagement; ConPLEx=0.238, rank=31; 自动优先级=P2_review_candidate. 仅建议低成本先导实验或人工排重后再决定，不应占用主验证资源。",低成本先导验证：CTSC 纯化蛋白活性/结合实验（DSF、SPR、CETSA/TPP）；在 CTSC 相关痤疮、银屑病或日光性角化低优先 模型中做 target engagement 与下游功能 readout 的剂量响应。,同酶家族选择性、PAINS/聚集体、还原/螯合/荧光干扰反筛；加入 CTSC 同家族/上游下游通路反筛、母药已知主靶反筛、细胞毒性和溶解度/聚集体检查。特别排除 PAINS、金属螯合、氧化还原和荧光干扰。,high,P3_review_low,review_low,CTSC disease evidence 很弱，但有可测酶活，保留为低成本探索。 child_ot_status=child_ot_match; best_child=rheumatoid arthritis; novelty=同靶点家族机制扩展，novelty 中等; major_risks=同靶点家族可能存在机制泄漏/选择性不足
strict895_0714,Pazopanib Hydrochloride,KDR,KDR/VEGFR2 相关肝细胞癌；肺癌、小细胞肺癌或黑色素瘤探索,"child Open Targets 最佳疾病为 hepatocellular carcinoma，score=0.678（genetic=0.000, clinical=0.980, literature=0.945），KDR-疾病证据为较强。Pazopanib Hydrochloride→KDR 主要由 ConPLEx=0.911/rank=5 支撑；Pazopanib-KDR ConPLEx 高且 HCC child OT clinical/literature 强，但可能近似已知 VEGFR 机制。","原始 target-engagement 可行性=高; assay lane=biochemical/target-engagement; ConPLEx=0.911, rank=5; 自动优先级=P1_priority_manual_review. 可进入小规模验证；若 target engagement 或选择性不足，应及时停止。",建议验证：KDR 纯化蛋白活性/结合实验（DSF、SPR、CETSA/TPP）；在 KDR/VEGFR2 相关肝细胞癌 模型中做 target engagement 与下游功能 readout 的剂量响应。,同酶家族选择性、PAINS/聚集体、还原/螯合/荧光干扰反筛；加入 KDR 同家族/上游下游通路反筛、母药已知主靶反筛、细胞毒性和溶解度/聚集体检查。特别排除 PAINS、金属螯合、氧化还原和荧光干扰。,medium,P2_medium,keep_medium,Pazopanib-KDR ConPLEx 高且 HCC child OT clinical/literature 强，但可能近似已知 VEGFR 机制。 child_ot_status=child_ot_match; best_child=hepatocellular carcinoma; novelty=同靶点家族机制扩展，novelty 中等; major_risks=同靶点家族可能存在机制泄漏/选择性不足；疾病方向接近原适应症，老药新用 novelty 较弱
strict895_0715,Palbociclib,JAK1,JAK1 相关多发性骨髓瘤/乳腺癌探索；炎症适应症需重新匹配,"child Open Targets 最佳疾病为 plasma cell myeloma，score=0.308（genetic=0.000, clinical=0.158, literature=0.163），JAK1-疾病证据为中等。Palbociclib→JAK1 主要由 ConPLEx=0.489/rank=31 支撑；JAK1 child OT 仅中低分且 Palbociclib rank=31，疾病牵引不足。","原始 target-engagement 可行性=高; assay lane=kinase biochemical/cellular; ConPLEx=0.489, rank=31; 自动优先级=P1_priority_manual_review. 仅建议低成本先导实验或人工排重后再决定，不应占用主验证资源。",低成本先导验证：JAK1 重组 kinase IC50/Kd（ADP-Glo、迁移率法或 NanoBRET），并在 JAK1 相关多发性骨髓瘤/乳腺癌探索 细胞模型检测目标磷酸化/下游 ERK-AKT 或 pRB readout。,同家族 kinase panel、ATP-competitive counterscreen、细胞毒性/增殖非特异反筛；加入 JAK1 同家族/上游下游通路反筛、母药已知主靶反筛、细胞毒性和溶解度/聚集体检查。特别做 kinase panel 和 ATP-competition 检查。,high,P3_review_low,review_low,JAK1 child OT 仅中低分且 Palbociclib rank=31，疾病牵引不足。 child_ot_status=child_ot_match; best_child=plasma cell myeloma; novelty=同靶点家族机制扩展，novelty 中等; major_risks=同靶点家族可能存在机制泄漏/选择性不足；疾病方向接近原适应症，老药新用 novelty 较弱
strict895_0716,Afatinib Dimaleate,FLT3,FLT3 突变 AML；CML/CLL 探索,"child Open Targets 最佳疾病为 acute myeloid leukemia，score=0.835（genetic=0.547, clinical=0.972, literature=0.999），FLT3-疾病证据为强。Afatinib Dimaleate→FLT3 主要由 ConPLEx=0.631/rank=4 支撑；Afatinib-FLT3 ConPLEx 高、rank=4，FLT3-AML child OT 遗传/临床/文献均强。","原始 target-engagement 可行性=高; assay lane=kinase biochemical/cellular; ConPLEx=0.631, rank=4; 自动优先级=P1_priority_manual_review. 疾病模型具体、验证路径清晰，建议进入优先实验队列，但仍需用正交 target engagement 排除多靶点解释。",建议验证：FLT3 重组 kinase IC50/Kd（ADP-Glo、迁移率法或 NanoBRET），并在 FLT3 突变 AML 细胞模型检测目标磷酸化/下游 ERK-AKT 或 pRB readout。,同家族 kinase panel、ATP-competitive counterscreen、细胞毒性/增殖非特异反筛；加入 FLT3 同家族/上游下游通路反筛、母药已知主靶反筛、细胞毒性和溶解度/聚集体检查。特别做 kinase panel 和 ATP-competition 检查。,medium,P1_high,keep_high,Afatinib-FLT3 ConPLEx 高、rank=4，FLT3-AML child OT 遗传/临床/文献均强。 child_ot_status=child_ot_match; best_child=acute myeloid leukemia; novelty=同靶点家族机制扩展，novelty 中等; major_risks=同靶点家族可能存在机制泄漏/选择性不足；疾病方向接近原适应症，老药新用 novelty 较弱
strict895_0717,Osimertinib Mesylate,FLT3,FLT3 突变 AML；CML/CLL 探索,"child Open Targets 最佳疾病为 acute myeloid leukemia，score=0.835（genetic=0.547, clinical=0.972, literature=0.999），FLT3-疾病证据为强。Osimertinib Mesylate→FLT3 主要由 ConPLEx=0.371/rank=5 支撑；FLT3-AML evidence 强且 rank=5，但 Osimertinib-FLT3 ConPLEx 中等，保留中优先级。","原始 target-engagement 可行性=高; assay lane=kinase biochemical/cellular; ConPLEx=0.371, rank=5; 自动优先级=P1_priority_manual_review. 可进入小规模验证；若 target engagement 或选择性不足，应及时停止。",建议验证：FLT3 重组 kinase IC50/Kd（ADP-Glo、迁移率法或 NanoBRET），并在 FLT3 突变 AML 细胞模型检测目标磷酸化/下游 ERK-AKT 或 pRB readout。,同家族 kinase panel、ATP-competitive counterscreen、细胞毒性/增殖非特异反筛；加入 FLT3 同家族/上游下游通路反筛、母药已知主靶反筛、细胞毒性和溶解度/聚集体检查。特别做 kinase panel 和 ATP-competition 检查。,medium,P2_medium,keep_medium,FLT3-AML evidence 强且 rank=5，但 Osimertinib-FLT3 ConPLEx 中等，保留中优先级。 child_ot_status=child_ot_match; best_child=acute myeloid leukemia; novelty=同靶点家族机制扩展，novelty 中等; major_risks=同靶点家族可能存在机制泄漏/选择性不足；疾病方向接近原适应症，老药新用 novelty 较弱
strict895_0718,Osimertinib Mesylate,KDR,KDR/VEGFR2 相关肝细胞癌；肺癌/黑色素瘤探索,"child Open Targets 最佳疾病为 hepatocellular carcinoma，score=0.678（genetic=0.000, clinical=0.980, literature=0.945），KDR-疾病证据为较强。Osimertinib Mesylate→KDR 主要由 ConPLEx=0.229/rank=12 支撑；KDR-HCC evidence 强，但 Osimertinib-KDR ConPLEx 低，低优先级复核。","原始 target-engagement 可行性=中高; assay lane=biochemical/target-engagement; ConPLEx=0.229, rank=12; 自动优先级=P2_review_candidate. 仅建议低成本先导实验或人工排重后再决定，不应占用主验证资源。",低成本先导验证：KDR 纯化蛋白活性/结合实验（DSF、SPR、CETSA/TPP）；在 KDR/VEGFR2 相关肝细胞癌 模型中做 target engagement 与下游功能 readout 的剂量响应。,同酶家族选择性、PAINS/聚集体、还原/螯合/荧光干扰反筛；加入 KDR 同家族/上游下游通路反筛、母药已知主靶反筛、细胞毒性和溶解度/聚集体检查。特别排除 PAINS、金属螯合、氧化还原和荧光干扰。,high,P3_review_low,review_low,KDR-HCC evidence 强，但 Osimertinib-KDR ConPLEx 低，低优先级复核。 child_ot_status=child_ot_match; best_child=hepatocellular carcinoma; novelty=同靶点家族机制扩展，novelty 中等; major_risks=同靶点家族可能存在机制泄漏/选择性不足；疾病方向接近原适应症，老药新用 novelty 较弱
strict895_0719,Regadenoson,KCNK3,KCNK3 相关肺动脉高压；右心室肥厚/心衰模型,"child Open Targets 最佳疾病为 pulmonary arterial hypertension，score=0.501（genetic=0.471, clinical=0.000, literature=0.904），KCNK3-疾病证据为中等。Regadenoson→KCNK3 主要由 ConPLEx=0.283/rank=18 支撑；KCNK3-PAH 遗传/文献支持可用，但 Regadenoson-KCNK3 ConPLEx 低且离子通道风险高。","原始 target-engagement 可行性=中; assay lane=ion channel functional; ConPLEx=0.283, rank=18; 自动优先级=P2_review_candidate. 仅建议低成本先导实验或人工排重后再决定，不应占用主验证资源。",低成本先导验证：KCNK3 自动膜片钳或通量/膜电位 readout；在 KCNK3 相关肺动脉高压 相关细胞中确认剂量依赖和可逆性。,hERG/SCN5A 安全性、细胞毒性、膜扰动、非特异离子通道 panel；加入 KCNK3 同家族/上游下游通路反筛、母药已知主靶反筛、细胞毒性和溶解度/聚集体检查。特别加入 hERG、SCN5A 和膜扰动安全性面板。,high,P3_review_low,review_low,KCNK3-PAH 遗传/文献支持可用，但 Regadenoson-KCNK3 ConPLEx 低且离子通道风险高。 child_ot_status=child_ot_match; best_child=pulmonary arterial hypertension; novelty=同原适应症方向扩展，novelty 中等偏低; major_risks=离子通道实验成本较高，需安全性通道反筛；疾病方向接近原适应症，老药新用 novelty 较弱
strict895_0720,Ulipristal Acetate,MAP3K1,MAP3K1 相关高血压/左室肥厚；血管重塑探索,"child Open Targets 最佳疾病为 hypertensive disorder，score=0.356（genetic=0.583, clinical=0.000, literature=0.030），MAP3K1-疾病证据为中等。Ulipristal Acetate→MAP3K1 主要由 ConPLEx=0.267/rank=52 支撑；MAP3K1-hypertension 有遗传信号但 clinical/literature 弱，Ulipristal rank=52。","原始 target-engagement 可行性=中高; assay lane=kinase biochemical/cellular; ConPLEx=0.267, rank=52; 自动优先级=P2_review_candidate. 仅建议低成本先导实验或人工排重后再决定，不应占用主验证资源。",低成本先导验证：MAP3K1 重组 kinase IC50/Kd（ADP-Glo、迁移率法或 NanoBRET），并在 MAP3K1 相关高血压/左室肥厚 细胞模型检测目标磷酸化/下游 ERK-AKT 或 pRB readout。,同家族 kinase panel、ATP-competitive counterscreen、细胞毒性/增殖非特异反筛；加入 MAP3K1 同家族/上游下游通路反筛、母药已知主靶反筛、细胞毒性和溶解度/聚集体检查。特别做 kinase panel 和 ATP-competition 检查。,high,P3_review_low,review_low,MAP3K1-hypertension 有遗传信号但 clinical/literature 弱，Ulipristal rank=52。 child_ot_status=child_ot_match; best_child=hypertensive disorder; novelty=文献状态未充分审计，需人工排重; major_risks=主要风险是 ConPLEx 预测需正交实验验证，疾病方向仍需具体化
