排序,原候选编号,小分子药物名称,新靶点名称,当前实验建议,pair_id,原药内排名_384,A药内排名_384,A排名变化_正数为后移,A排名区间,A原规则去向,A三个种子Top20次数,A_种子20260921_药内排名,A_种子20260922_药内排名,A_种子20260923_药内排名,A靶点内药物排名_720,B药内排名_384,B排名变化_正数为后移,B排名区间,B原规则去向,B三个种子Top20次数,B_种子20260921_药内排名,B_种子20260922_药内排名,B_种子20260923_药内排名,B靶点内药物排名_720,共识Top20组合
352,C384-355,imipenem,MMP8 — Neutrophil collagenase,先解决具体问题,ZSKVGTPCRGIANV-ZXFLCMHBSA-N__CHEMBL4588,17,79,62,51–100,仅因药内排名超过20而未通过,0,94,102,34,465,220,203,201–384,仅因药内排名超过20而未通过,0,247,278,56,214,A和B均未进Top20
353,C384-376,osilodrostat,UGCG — Ceramide glucosyltransferase,先解决具体问题,USUZGMWDZDXMDG-CYBMUJFWSA-N__CHEMBL2063,17,343,326,201–384,仅因药内排名超过20而未通过,0,371,315,266,711,149,132,101–200,仅因药内排名超过20而未通过,0,310,56,106,266,A和B均未进Top20
354,C384-022,tedizolid,NTRK3 — NT-3 growth factor receptor,先解决具体问题,XFALPSLJIHVRKE-GFCCVEGCSA-N__CHEMBL5608,18,281,263,201–384,仅因药内排名超过20而未通过,0,235,345,124,427,32,14,21–50,仅因药内排名超过20而未通过,1,69,131,20,120,A和B均未进Top20
355,C384-064,furosemide,F7 — Coagulation factor VII,先解决具体问题,ZZUFCTLCJUWOSV-UHFFFAOYSA-N__CHEMBL3991,18,141,123,101–200,仅因药内排名超过20而未通过,0,143,75,344,552,244,226,201–384,仅因药内排名超过20而未通过,0,185,243,248,642,A和B均未进Top20
356,C384-256,ranolazine,PDGFRA — Platelet-derived growth factor receptor alpha,先解决具体问题,XKLMZUWKNUAPSZ-UHFFFAOYSA-N__CHEMBL2007,18,153,135,101–200,仅因药内排名超过20而未通过,0,43,100,324,367,48,30,21–50,仅因药内排名超过20而未通过,0,68,35,98,145,A和B均未进Top20
357,C384-279,bempedoic acid,CA4 — Carbonic anhydrase 4,先解决具体问题,HYHMLYSLQUKXKP-UHFFFAOYSA-N__CHEMBL3729,18,207,189,201–384,仅因药内排名超过20而未通过,0,45,248,371,465,27,9,21–50,仅因药内排名超过20而未通过,1,2,136,110,426,A和B均未进Top20
358,C384-281,macimorelin,MMP3 — Stromelysin-1,先解决具体问题,UJVDJAPJQWZRFR-DHIUTWEWSA-N__CHEMBL283,18,335,317,201–384,仅因药内排名超过20而未通过,0,134,337,342,619,331,313,201–384,仅因药内排名超过20而未通过,0,188,347,334,383,A和B均未进Top20
359,C384-183,pantoprazole,"NOS2 — Nitric oxide synthase, inducible",先解决具体问题,IQPSEEYGBUAQFF-UHFFFAOYSA-N__CHEMBL4481,18,198,180,101–200,仅因药内排名超过20而未通过,0,193,198,100,395,246,228,201–384,仅因药内排名超过20而未通过,0,326,223,196,646,A和B均未进Top20
360,C384-184,asenapine,NR3C2 — Mineralocorticoid receptor,先解决具体问题,VSWBSWWIRNCQIJ-HUUCEWRRSA-N__CHEMBL1994,18,13,-5,11–20,通过原Top20及既有审核,1,36,28,16,43,51,33,51–100,仅因药内排名超过20而未通过,1,91,15,50,122,仅A在Top20
361,C384-356,palonosetron,"CYP11B2 — Cytochrome P450 11B2, mitochondrial",先解决具体问题,CPZBLNMUGSZIPR-NVXWUHKLSA-N__CHEMBL2722,18,250,232,201–384,仅因药内排名超过20而未通过,0,260,201,173,141,6,-12,1–10,通过原Top20及既有审核,3,12,1,6,89,仅B在Top20
362,C384-377,remimazolam,ACHE — Acetylcholinesterase,先解决具体问题,CYHWMBVXXDIZNZ-KRWDZBQOSA-N__CHEMBL220,18,198,180,101–200,仅因药内排名超过20而未通过,0,270,75,314,389,234,216,201–384,仅因药内排名超过20而未通过,0,119,264,206,477,A和B均未进Top20
363,C384-282,lifitegrast,TYMS — Thymidylate synthase,先解决具体问题,JFOZKMSJYSPYLN-QHCPKHFHSA-N__CHEMBL1952,19,169,150,101–200,仅因药内排名超过20而未通过,1,18,127,306,76,287,268,201–384,仅因药内排名超过20而未通过,1,15,287,324,111,A和B均未进Top20
364,C384-189,copanlisib,NTRK2 — BDNF/NT-3 growth factors receptor,先解决具体问题,PZBCKZWLPGJMAO-UHFFFAOYSA-N__CHEMBL4898,19,338,319,201–384,仅因药内排名超过20而未通过,0,197,239,358,653,72,53,51–100,仅因药内排名超过20而未通过,0,53,237,61,683,A和B均未进Top20
365,C384-302,sonidegib,LCK — Tyrosine-protein kinase Lck,先解决具体问题,VZZJRYRQSPEMTK-CALCHBBNSA-N__CHEMBL258,19,120,101,101–200,仅因药内排名超过20而未通过,0,104,132,198,101,203,184,201–384,仅因药内排名超过20而未通过,0,253,245,42,77,A和B均未进Top20
366,C384-360,oliceridine,"CYP11B1 — Cytochrome P450 11B1, mitochondrial",先解决具体问题,DMNOVGJWPASQDL-OAQYLSRUSA-N__CHEMBL1908,19,275,256,201–384,仅因药内排名超过20而未通过,0,288,221,161,448,89,70,51–100,仅因药内排名超过20而未通过,0,84,44,221,561,A和B均未进Top20
367,C384-068,tetracaine,F12 — Coagulation factor XII,先解决具体问题,GKCBAIGFKIBETG-UHFFFAOYSA-N__CHEMBL2821,20,165,145,101–200,仅因药内排名超过20而未通过,0,63,207,380,364,259,239,201–384,仅因药内排名超过20而未通过,0,256,280,177,510,A和B均未进Top20
368,C384-069,tedizolid,HMGCR — 3-hydroxy-3-methylglutaryl-coenzyme A reductase,先解决具体问题,XFALPSLJIHVRKE-GFCCVEGCSA-N__CHEMBL402,20,206,186,201–384,仅因药内排名超过20而未通过,0,265,168,107,392,57,37,51–100,仅因药内排名超过20而未通过,0,144,103,56,152,A和B均未进Top20
369,C384-261,eltrombopag,HCK — Tyrosine-protein kinase HCK,先解决具体问题,XDXWLKQMMKQXPV-QYQHSDTDSA-N__CHEMBL3234,20,31,11,21–50,仅因药内排名超过20而未通过,1,133,47,13,278,63,43,51–100,仅因药内排名超过20而未通过,0,245,21,100,88,A和B均未进Top20
370,C384-262,dexrazoxane,MMP8 — Neutrophil collagenase,先解决具体问题,BMKDZUISNHGIBY-ZETCQYMHSA-N__CHEMBL4588,20,13,-7,11–20,通过原Top20及既有审核,2,13,9,100,262,165,145,101–200,仅因药内排名超过20而未通过,0,39,217,191,441,仅A在Top20
371,C384-362,remimazolam,FAAH — Fatty-acid amide hydrolase 1,先解决具体问题,CYHWMBVXXDIZNZ-KRWDZBQOSA-N__CHEMBL2243,20,58,38,51–100,仅因药内排名超过20而未通过,0,67,65,105,179,332,312,201–384,仅因药内排名超过20而未通过,0,142,333,343,616,A和B均未进Top20
372,C384-381,lenalidomide,HDAC11 — Histone deacetylase 11,先解决具体问题,GOTYRUGSSMKFNF-UHFFFAOYSA-N__CHEMBL3310,20,38,18,21–50,仅因药内排名超过20而未通过,1,88,81,2,180,212,192,201–384,仅因药内排名超过20而未通过,0,91,286,173,152,A和B均未进Top20
373,C384-098,edoxaban,F7 — Coagulation factor VII,有证据支持降低投入,HGVDHZBSSITLCT-JLJPHGGASA-N__CHEMBL3991,2,294,292,201–384,仅因药内排名超过20而未通过,0,363,314,133,451,308,306,201–384,仅因药内排名超过20而未通过,0,342,202,317,205,A和B均未进Top20
374,C384-225,fluvoxamine,MAOB — Amine oxidase [flavin-containing] B,有证据支持降低投入,CJOFXWAVKWHTFT-XSFVSMFZSA-N__CHEMBL2039,6,134,128,101–200,仅因药内排名超过20而未通过,0,149,29,292,308,104,98,101–200,仅因药内排名超过20而未通过,0,271,53,66,403,A和B均未进Top20
375,C384-011,fenofibric acid,CYP19A1 — Aromatase,有证据支持降低投入,MQOBSOSZFYZQOK-UHFFFAOYSA-N__CHEMBL1978,9,35,26,21–50,仅因药内排名超过20而未通过,1,283,16,24,461,97,88,51–100,仅因药内排名超过20而未通过,0,39,157,134,470,A和B均未进Top20
376,C384-148,avanafil,"PDE9A — High affinity cGMP-specific 3',5'-cyclic phosphodiesterase 9A",有证据支持降低投入,WEAJZXNPAWBCOA-INIZCTEOSA-N__CHEMBL3535,15,103,88,101–200,仅因药内排名超过20而未通过,0,149,67,167,400,245,230,201–384,仅因药内排名超过20而未通过,0,226,97,315,441,A和B均未进Top20
377,C384-372,riluzole,MAOB — Amine oxidase [flavin-containing] B,有证据支持降低投入,FTALBRSUTCGOEG-UHFFFAOYSA-N__CHEMBL2039,15,5,-10,1–10,通过原Top20及既有审核,3,17,13,16,118,21,6,21–50,仅因药内排名超过20而未通过,1,31,35,19,178,仅A在Top20
378,C384-176,dexmethylphenidate,AKT3 — RAC-gamma serine/threonine-protein kinase,有证据支持降低投入,DUGOZIWVEXMGBE-CHWSQXEVSA-N__CHEMBL4816,16,252,236,201–384,仅因药内排名超过20而未通过,0,194,217,247,526,362,346,201–384,仅因药内排名超过20而未通过,0,372,270,376,570,A和B均未进Top20
379,C384-248,efavirenz,AR — Androgen receptor,有证据支持降低投入,XPOQHMRABVBWPR-ZDUSSCGKSA-N__CHEMBL1871,17,47,30,21–50,仅因药内排名超过20而未通过,1,148,22,15,444,32,15,21–50,仅因药内排名超过20而未通过,0,137,23,41,251,A和B均未进Top20
380,C384-250,avanafil,"PDE4D — 3',5'-cyclic-AMP phosphodiesterase 4D",有证据支持降低投入,WEAJZXNPAWBCOA-INIZCTEOSA-N__CHEMBL288,17,138,121,101–200,仅因药内排名超过20而未通过,0,129,126,171,388,219,202,201–384,仅因药内排名超过20而未通过,0,299,68,287,515,A和B均未进Top20
381,C384-065,metformin,JAK2 — Tyrosine-protein kinase JAK2,有证据支持降低投入,XZWYZXLIPXDOLR-UHFFFAOYSA-N__CHEMBL2971,18,242,224,201–384,仅因药内排名超过20而未通过,0,312,224,178,653,151,133,101–200,仅因药内排名超过20而未通过,0,142,182,156,398,A和B均未进Top20
382,C384-378,deutetrabenazine,COMT — Catechol O-methyltransferase,有证据支持降低投入,MKJIEFSOBYUXJB-WEZHFFAMSA-N__CHEMBL2023,18,118,100,101–200,仅因药内排名超过20而未通过,0,169,189,92,186,96,78,51–100,仅因药内排名超过20而未通过,0,110,158,67,430,A和B均未进Top20
383,C384-260,morphine,CA2 — Carbonic anhydrase 2,有证据支持降低投入,BQJCRHHNABKAKU-KBQPJGBKSA-N__CHEMBL205,20,39,19,21–50,仅因药内排名超过20而未通过,1,161,28,11,224,71,51,51–100,仅因药内排名超过20而未通过,0,185,27,115,387,A和B均未进Top20
384,C384-380,duloxetine,ACHE — Acetylcholinesterase,有证据支持降低投入,ZEUITGRIYCTCEM-KRWDZBQOSA-N__CHEMBL220,20,258,238,201–384,仅因药内排名超过20而未通过,0,191,287,239,254,268,248,201–384,仅因药内排名超过20而未通过,0,195,246,329,292,A和B均未进Top20
