homology_cluster,sequences,split
SEQ:0e067e7e96dba1e520fba5e7843dc3fa3801fd2c803a88ace166ab8a28d5c3cb,1,train
SEQ:0e1a261b305236cbc22462e5233dc401edbd618f5bbcef19b86d08a559f92054,1,train
SEQ:0e1b606ba4a2733bcc0bfda24d9072606dc3876638804d08520b6d5c668ea019,3,train
SEQ:0e1e32ed7db92cc46e32904bc13bec5b5a14f15a643996dfe6a27002029da468,2,train
SEQ:0e27fd701522051ec910ac8988a742487a1672cd89d8b4b25f9b03d305b0cfee,2,train
SEQ:0e3740730dd7a0bb4d2d5eb050d6f2e5ead1cdfa625f09f6a7ab65acc340055f,1,validation
SEQ:0e3ec50e5699b64579aa5303b454887875ba26e37c98b0d4a2f342c903605d0d,1,train
SEQ:0e420a3caffe9e2fed51346272f4f61da4238fe89ab9d3aac9b8c8852f50f20e,1,train
SEQ:0e567fbc9407fcac718e6eefd2a24b6105e68acbda7cb4110cf77d9f64b35a9f,1,train
SEQ:0eb5d0db6e0858a89ae4cac1ca5f1fa08b17f66f5b074e0fbd08b09cde3a562d,1,validation
SEQ:0eed4069e9742f231f40506fb3dad1f83816730597afaf5e5885147307ce5022,3,train
SEQ:0efc6cf7e9c1607e27d1c9175567bbc32e5101300ef47136244c4fed1a9d8e05,10,train
SEQ:0efdf42104c61c8e948ea21cc1367cbb09033364b615e9702750768fa4107c92,1,train
SEQ:0f00e3194c14c067450ebe3b072e7282ef29f53a7ae13b8856fd57e381ee6cf5,4,train
SEQ:0f0b192c63b4ae2a480bf67568656cf4b915ef5b7874174f06567f8ef9be886a,26,train
SEQ:0f3ae0eb7a1c534ab8a929c0d7dfc8c9e3c6eb8f4cb646c9cf6a256aa433491d,4,train
SEQ:0f5369a8ecf84e0819b1e9ce5d43f34ce5efd80bd06d7952118fbfdd1da8992f,1,train
SEQ:0f6b8c6aeef10a2e3d820ace0d739d11f622270bd88d2a714232d2a3606654e8,1,train
SEQ:0f79dd8c1ea278edbe797ca3ccb235de12e8d482492499a37a977a0692d3e49b,1,test
SEQ:0f8624bfaa29759e32c8af054c78a64236b8cd8a89b1e96545f4e95798aaf60f,1,train
SEQ:0f98e992426fef9b183eb7cab2f913442f3e1dcb6e96d1ff62a62a6268dd7573,2,train
SEQ:0f990ea8100da9b0ec012285f69abe9918026d1067c9ad82e1b3141d86a0d86d,1,validation
SEQ:0f9d8c4e9f1c7a438079a1a80e8a954860f36941beadfcdabfc0b2a89165e945,1,train
SEQ:0fb8970a2849011cb8b2ddcd33bfc41aa26b83237c8782ccf9610073d29c9ad6,4,train
SEQ:0fb9c278b1ae511c34c9c7808619afe5fe75fa69340fbf90bcc27b05d4715686,1,validation
SEQ:0ffbbed23b94a7616021b74da92d87e87b0da0234f530ce77e09f69062bd46a5,2,train
SEQ:0ffeea650dff87c65a6a753634f2f06b88126a5d94e7eb7c98324a50c78a4aba,1,test
SEQ:0fff4104ac41deadaf66f74445277c28360ff20a99ddfd16ea739d7c16131660,3,train
SEQ:102457a95fd7611f0d2512ee61b458519d559afc1815244aa739b8f76b9f2b4d,2,test
SEQ:10308c92a3b0b8eb4ae619bc4f40302a5ef325404c7803580fad40eceafd08f7,6,validation
SEQ:1048fa6680328ac4881db03c81f5c56f9ce035af26ba70a03a476ca6ba8c88d3,1,train
SEQ:104b504ab58e70ce235d09277edc042c9d6cf52b8532ed929db79b25619f6561,1,train
SEQ:10517155fd8109a88908ca50e3fe6c57b00db7bf49a391ede9cd383f20a6b015,1,train
SEQ:1053c3afec2eb97e994b76f6c23d4d6fc46fd3cf73a753dc17f5265a3a929cc9,3,validation
SEQ:105be8ac4b61f7c2148c4b1815409b66f38ac0f3b2e42851f3f5da1e2b3d77ab,14,test
SEQ:1063ea84f3b01d6b254e55fd2782437d8bfc899d7ceeac797dc396bb51cc7e67,1,validation
SEQ:1071fbd3caaaaf97c0e106135d87f642c2b996e7a7798f2736239d3d62e99955,2,train
SEQ:108e4e6b317de2e508fe0c37297547515fda817c737adb456d7c5eb171debdf6,1,test
SEQ:10a34bd4baf65ea66a9bc19f0e8d6b16ffe12dd6143eb84315ff859b3935b366,1,train
SEQ:10ec8a9e8316e42cd33c02e147ccc5d057ce4ecac76498c455a230ec4485d6be,1,train
SEQ:110884d2e1e6d39543a580e3b17ca4f88970c14d718d4005f18289266e35b0fb,2,train
SEQ:11218c4d9b56cea287841837e6126434a6d3e34733904e87928c45e26a9e6beb,1,train
SEQ:1122100e71d6fd775059d32da28964c1f80ada8f620a72794749a42f26d119d7,1,train
SEQ:113644b29f7d57ec595b7e5bec205e538f0a12cb2c1872fe136ebf0f7534d9f5,1,train
SEQ:1143032ea0038400688e26047cdfdaf01adc090181ae8c9805e5826fd7ac630f,2,train
SEQ:11464cac78fa396921bed3a7cd586d5bd145164fc65b01b3a84a2ed8f3a2bb8f,3,train
SEQ:114c642607be4715971d0e5571d2d5690a1dbb9e14ef942718c7a2868803abb6,2,train
SEQ:1156c074a7f022e2e830a4f7bf2dc9f681452791f1bc93013ba64c90bc7a4bb3,1,train
SEQ:116646df9fc2739de57d10f1e8ee66e4421ee39aad2c5e710432673995f3bed0,9,train
SEQ:11ab955957f0c834f2f2074b528046aa776f8a449a79b5eac27f043dd7cb8e21,5,train
SEQ:11c727dec3b99dd071e482ec7b9f24e6cd1a296bbad0a5497cee78de21388e70,1,test
SEQ:11c7d0a423e075c8f83696cd555f89fa5074655a0ed70bc96caef84c068f0a4c,3,train
SEQ:11ca046dbcb9b9e5510fbbc492714788969a2a17c1ea8fe3708430455a9e85d9,1,train
SEQ:11ca4f69548f1002574e0f6194d21a68c80a53fa9216ae4d86e9631ad37cb6c0,1,train
SEQ:11d89cdac97c27ba3db8591fd8eecb8d3df53b4968fce1802d3c5a05817f0cc3,1,train
SEQ:11deba54d0bda18d921ed8e0fc44cf4b5c0093f5eef6930b4cba9c2adb29ce71,1,train
SEQ:11e560a685bf1b104cc898e25b632bc4bd7d8e027955f2d7e663ee781abe6ae5,1,train
SEQ:11ece92120ddda7cb24d066134fbac86840167b78f16cd0b6e9fc74e07e29b62,1,train
SEQ:11edc418680f072865f30661927e59010085ab61cbc63da883dbeafef1ae5937,1,train
SEQ:1204f5f60837ba01ea34f2dd27e3f03987083a73aff429e141de74d41c70610f,1,train
SEQ:1216a9416365af9e068ee5e0a2f9364b1f7502386629802b005d700c994e22a1,4,train
SEQ:121c38fc425f0e67acd87a04b006a49eda795b33f4593859fe718f03cc769796,1,train
SEQ:12207d1bd2e6475f8b03dccee9db55991acdaef78b01ddfb20ec3b034b323d3b,6,train
SEQ:122a2d335a2d619324d9becda420d3f713e0958362b0685ebd9bc4772f6d9b53,1,train
SEQ:122bc037ebd85b0da9b2822d2d40db521c161b3e2024fe6154023534d1a3bff7,1,train
SEQ:122ec4ade6ad910b1dcd11a0d93488705bc6810a8c86eed7d0733ddfd6421ef8,7,train
SEQ:123f385ed71e7c53d096d51fa59314e6263508976f7831b36b5c0969012c030a,1,train
SEQ:124d3858df28f4d0857b1abbf71da74a89f28cc11e138e1607eb4c9507d134eb,1,train
SEQ:126750620bd0a41e474eccb39b63406b8e48e13928007c2d68725ed40d98f97a,9,train
SEQ:1269eded1c27d47120560ad220675e101d8357abdf6c451b11d504689e4cc72a,1,train
SEQ:128147255b8ffc5ebf3fa31b5f4d32cf82a7bc1ba2d41447884525d97ae50df5,5,train
SEQ:1294ccae75223aefe3d359946d8399ea1a548f0a2976208edae0bb3603086414,1,train
SEQ:12a69c6bc91f51fbd2ab73f57d45e530b6a1263433356680fecbdd029d6ffa5b,1,train
SEQ:12a844c11c8eb2d0136971fcc7276dbfed24ae8a8ec665f07dd809e824943102,2,train
SEQ:12a89d9c71ef3c289e04e96ef3ee324e947461808cb47f1e5be1a1cb48009cba,1,test
SEQ:12bb6deb5f960ef3ae9001e0c74e5b707dcfa02cf027ef1750b9d21e4e2744a1,1,train
SEQ:12bbef4c8abc9955778ca8d3fd442a73a29b729714e80a737c1df6fae3e5a3cc,1,train
SEQ:12d4559fd8bd506b961b3515a3ebee0aa9db8a9980aed28844ae161701d4b26b,1,validation
SEQ:12da860e26072dce3c81042c6b407cee788dc826dd4d17ee9617d59451ce73cc,1,train
SEQ:12dc12d7c5ad95000f1ee688fe5b343e41a2b16d0067e617873e166628a694ee,4,validation
SEQ:1313bb1db47e3b143fddb9e0b1c83fb02b3fddf68aa517612b203e019a7883d6,1,train
SEQ:13166e4e46f89d6cbd0b1433119ebbd84b3ca0ac5440321cdbfbcb6139f0b103,3,train
SEQ:131e4988c77766b46a53269902fa04269d9de0f064e8f0f55b8d3e986725c593,1,train
SEQ:132b33dc385f6eefd61da6f86da8a8fe87e581ee873a464d1fb63cbb3279dcc9,1,validation
SEQ:133bf0e508c9eaeb8271951a3dff491e74092f833550d1d78ff6a1374bfa5fb0,1,validation
SEQ:13489fea8e3f7bbb79028f0c697b3d9e5f4a0ea72c66a57d77f47fc1b1289abb,1,train
SEQ:134b946bef955c97bd8e65837fc8e60fd4952ccaf19446ad6c39c4be47fcfaf8,2,train
SEQ:13725298f986c17e07cd60c90f7fcb187275b2148c770c4c51ea9e71f00f1627,2,train
SEQ:137799e546b8a031745941da4798a83fdc4ddd0d0caed7bdd9a2e36468e72ce5,1,train
SEQ:13836b2592094dd0abbe66ca1fa1f7f45c848a348e867b4c92be7336d41b739a,1,train
SEQ:1384ba2a3659f0c7c293b25e5d9b0ff0851a62cb9cfa2c8a409d9ceba69eb8bb,3,train
SEQ:138b95b30ab8f0f5159c8e47139e072be23cc2dda5f74980956ee5764897d1d7,1,train
SEQ:13b85222d9234046c1c48d858e02a909acf581275bce004e7376e99886b9c516,8,train
SEQ:13d9f1e1ce312622a5ae3b13362c800ff77962ad12db166bc1a0be16a4b42f73,1,train
SEQ:13e46f3bda9c34b9432ccbb79f65335eec4d7d753e97179ae8f100183fb747e4,1,train
SEQ:13ec7d20623e4c991345c6e854938a42b0c3ba3acffa421ee016a700bcc189ef,2,test
SEQ:13f22f30de7af5a603b42bfa9395511f5946f2b7b2bde6d888144c93402eb984,2,train
SEQ:13f5b528c03ddfe05a316e62b5f676c018999a83ce25424a57031e482082691c,2,train
SEQ:13f7554d9b19f2ba75cc851600252cf99ccd746317c5b94db51a8c830a534c45,2,test
SEQ:13f7773edf55938a8fd07f165007b380dec6ca038472181aac060857640addd3,7,test
SEQ:14134b7f0ca6abf73a32e796893507e5109356e59fb65711cecb3f3c01db0c0e,1,train
SEQ:141e516ef86e82ad91bfe9f03ab039d2b6d74b5be3150b8d0df6fd4f0734640d,1,train
SEQ:142372285afac23d2ecfb2a7e822d6b11ca72cb6e419d73f911de277ccf11645,1,validation
SEQ:14269a668e47805768f1348ff23615c5d03b336599133e2ca35d447338f677a4,15,test
SEQ:14421a131a497153fbadeccc5262efbf30f85d6cf42dc9bb0255689b170eff37,1,train
SEQ:145558a1358b69188fc95ff71a2a057a6959b895712b99497e3c52f3574c0547,1,test
SEQ:14575b5b47d483ba703fb8d6d683ea5b7318961bdf9b434639ad790279d45831,1,validation
SEQ:1457cc37fe90125e3eb5fb1673cd0881ebb57ab5c80dcbeadd95da0d567fb66f,1,test
SEQ:1471a7607a3a23075a5c9a14d369211a75d93d2d73e4db28ca3465d04b64cd19,4,train
SEQ:1472bfb4221c016f5ebb6e6dc7805c7150cf0d85ffe213f10d40efa763d08784,1,train
SEQ:147c8538980141204fc3edb4b01f5fbd40cde0e76939429578f86dadb6dafdc8,1,train
SEQ:147f5e1c01a9c46a190f49fb23c655e3faedff27e9d248d8b909000dc1947850,1,train
SEQ:1486e6bb259bc2b7201a34a6132ef7bb57d66b30da741754c1bc77bb137483ec,1,train
SEQ:14995400edc57f8b57e4c51846467559530c436ed34a22c00d6085db53c79549,1,test
SEQ:14a68a31d3076084158ad01a6e60b03981454be42c1aee9654a9b7e04464e6b3,1,test
SEQ:14c12f3038e6dde2d28b78c0961e52dae3040876f6c8e2ce7208899bca679c80,1,train
SEQ:14d72e66ed3f93d30da43cb6cadf2922252baa8a27f78cfa0e8abce607c1decf,1,train
SEQ:14dbf9627717fe4d45d5ceb37a1a4b43c26c0640762cc7dd1d277f076aa7d738,1,train
SEQ:14f75cca9ba701d4dc61aa5341c3241ed9bcd3f1292d6df33b41bdbb8a0350da,5,validation
SEQ:14ff940f940d4c29506d5416eb71612485e73341ad664d0e449c6eebefeb9c42,1,validation
SEQ:1505989bd63442ce288dede6c43296c228dd9af466410ee7433eb4b25f0ffc22,1,train
SEQ:150a4be8793028f7301ff8f73e3976f48700fb6ca91c95368cae796f6cdf7dad,1,train
SEQ:150d109a27949d3dba27b6584cec0b0a0699018e047f288cba6915b9022e8bd3,1,train
SEQ:151cd778d4fb53f442fb1fcee3b51f9aea5a707a54a4ea4f4fafb2353492727f,2,train
SEQ:1520ef68f6e29e9d1dd02648c0868f918c813fd89f42aba5fa36362467a63350,2,test
SEQ:152668d47d44ad5b2191b491522f66776c7113ec8d3640cf169daa2e96a1fbd1,1,train
SEQ:152d4d0127c4e8c5814ffacb96ee2b076475cba7b5f6c31a0c0a96c3de71923e,2,train
SEQ:1535b046624e0630b4a4572fecf93a0a6eb5a85dac59a302d87b5b8a81c41703,1,train
SEQ:1535ce4b5122ef0ef1d6a53cf6cf4b04c69e521fde6ac0dc1e8a55262b7ae3ad,1,train
SEQ:154f18bd93fa8afa58503ff80ded8e0c3c3fb0ac31868b6550e2c50d633eee50,1,train
SEQ:1553956e21827fb03b8bafbbfe76bc786d341bfe61c8a35b8d86bb8dfddd0725,1,train
SEQ:155a223fdcfff03dcbafe49e96681986d306ca27fba7bd88c55e1480c0f59316,1,train
SEQ:156a54656cbd089f3fa5dc90c7d33f1a96e549d5a7065e429a557db3a64d9e56,1,validation
SEQ:156cf6f5f195b57e1ab7fba9c78de703aafb0f7a17121216b0cf3e4f71173073,1,train
SEQ:157e57336ec87f9f746263022cafc4b988e9ebaf633e0d9724b5dc5e14d7c49b,1,train
SEQ:1584a8c32eaeb631f16bc08dac1f3d028840f30a323cc87447af6929a1a77517,2,train
SEQ:159450c84cf6471db499909c4132eb528e9d96b83ba5d8f761da79f676af5c18,2,train
SEQ:1599957bdec6c667057c1844411470db474197eba41f833a7bb1f5d4309090d9,1,test
SEQ:15a95ca23fe1336358aac9e437a38e73201849eac337d2deda963ad074ae2d57,3,train
SEQ:15eedeb2f365e7b9f3befb87a575206ea5e736b0a73ac2081ed6ce2c107e17d4,1,train
SEQ:15f64df8c8f0b1086f5af0ff4d37a3ace660213c44b800fd60bc9897c4870e95,1,train
SEQ:15fb464ccc8904d1402a58fd17dd72c77c76063025efd4c100ed1f04e2a4d0aa,1,train
SEQ:1611ba552ade6913fd4863619357a1524c6f24c3e5d6217ee04ca8e9b3b2c75b,1,train
SEQ:161255590640c3fcb7de9245e5948baeee7d78329e2ca4370c34533eeb7b3001,1,train
SEQ:161888a9a5af783b77308f9c9f4e3dd67aace3c3bc6d57cfcaa7a407bab0f0c2,2,train
SEQ:162a81ae8e9357ace161e787723670061ed1d34e2c8076287bbaeabdb689b895,1,test
SEQ:1631bbb33bdb7ded028b9b1e2044ac7483bc10b8889db0923b82eb30333eb1c9,1,train
SEQ:16353fe958a32dd95bb36c2709d21f03c58ccb8f70d301f87027e47ca5c593ba,1,train
SEQ:16442372fdaf33016a1a7075143c71c0ef9d6549887234dfc51ce60f7f844f00,2,train
SEQ:1646b8d13a113f748c8b668e19fd7e5cfc70611d97cb8e981c9a8055bdd32ef4,2,test
SEQ:1656eed34effe158eaaea890544cedd712a21332cf1543b4195b66c021e01a48,1,test
SEQ:16a1460bc6e9c6c1d1353cb6b69dd282b5a1caf0ccad26ab0fd296a7b1f7335d,1,train
SEQ:16af50ebfa648a9e0393a040a489018c309dda3baa3789b9655ba30411e6af85,1,validation
SEQ:16b1502ff133d8a8d867f79a9a968324a0afcc1b6185279d12a1636f4130cb96,1,train
SEQ:16baf65a8adbe738606113112e95100a4bf386c665fe52c4d193af09f879af9a,1,train
SEQ:16bd82a74c648b9c3c57d29cf58656926c1b7c03fbe80ee1d037746e8ffbda10,1,validation
SEQ:16e201eb49237f1092a05dc94a1cc131f78e10e8ba32e0f005076714062ff9e3,4,train
SEQ:16f688c624781b43ae096b2f66a26dbe58dd03fa86d3472b56fa3331edf4ce49,1,train
SEQ:16fe2dce1e40b3e9a72096e1521eb8c5a35800f0dd579b302afb304fab5f5230,2,train
SEQ:171360af75632a8a178b15fde5b3cadf628d06985e60fcd6a002edd3a6440630,1,validation
SEQ:17271b46fbc71300b16a3d88fae7ad122acb708c0f89a8900e9412ad27d96544,1,train
SEQ:17398e582c61a80bd057f5bee1cd83821ca223f5f71c30381f6dca1063380756,1,train
SEQ:1740a00df4b91dc186680dfedb4b8b1eaed2f508c951cb44f0a8a5995c52ba63,2,validation
SEQ:1745754698cfda0da91a4ab57a3167699fd9968011b4a7887a53c1da2876fbe1,7,validation
SEQ:174b4410f1432f12a6a805d7077f13d8f768b760612919f83196b956b10c240c,1,train
SEQ:17659308c69ac01d51fcc86fe96d838f4bfef869049bfc92b2e384f79ed58de3,1,train
SEQ:176d791e481cb2e52737cdb1c14695e77230ac61d5bc893adc543d095b381d79,1,train
SEQ:177182f2e0d12604c87ebcdde64aa477d1e60e8d7e608e0fe47012adf2af108c,1,train
SEQ:177f175612408c3c8228b8bda7d59b8b02a9f044b776e0bb2b79700702cccac1,8,train
SEQ:17809b50b22e4aaca8767b418bc8a31baf066478c935f6dfa8c818c1601034a6,1,train
SEQ:1781792ce7be442e64c612078b3836c7044de14cee96c5030a43c9cbefa75220,1,train
SEQ:179380e5f15bc53b435184c51f8f9f82683e23db28354786dd1e218ee4ed49e0,2,train
SEQ:17ad6a6f6afc13ff7644c16a8bf32eae6fce1cafcb05e9ac97b96d88f0e84fb5,1,train
SEQ:17b2646f1af19ebb06cc17eaeb5386e888277d00ffc519b3aa049b653ffa72d2,1,train
SEQ:17bb2cec3a3bbb5375f76542963759fa9fbd060398051d9fd66206f0c0310d92,2,train
SEQ:17cb9d8452a0687c0c334c92e2bae7c00b5d7866283c73e0a62ddc582c7d8f3e,1,train
SEQ:17edac2fa022b912a92821032c8b6d4a300cd07a4c81906cb7faa2b94996f600,1,train
SEQ:17eec1436ead7c4e04ae22c5ae1d6b451f2052bd795b318824be932a8008aff8,1,train
SEQ:18033136f0b1562946ef34206594155695acf1088cd70ca93bc77d821a72f149,2,validation
SEQ:18065427d07e63bd41bac6ab35032776dc67cf92f9647dd682f6226e345135c3,1,train
SEQ:181c6729abacdb2824b8c6f6a35ca808bbe4e2e13104d31fe9025b6f5d3e083c,1,train
SEQ:183d566413dfab35b3043235bb0731023bfe650b8a9034effda7a6edd7137067,7,train
SEQ:183d70572e08521d907a5b754bc16a1ab1d6e98c23a0e3624d54b09a91e7a933,2,train
SEQ:185c2689bb974169f25e7fb0ecec5fd538d8f6f4c7b9a2798f614d06f9b50eac,1,test
SEQ:186511e88dbf4c9e64edd64625a3972bf50c36d60a176d909030945ac9245a48,1,train
SEQ:18790819ce711a8f61a2f25fdd0492030951e4c8d1ac71e40a3d279313bb186a,2,train
SEQ:18970708361ef54ea67db455c8ae03a58dab07b4da84715aecded61cc0f8743d,1,train
SEQ:18a68eca96f64db10c5b38e1f1bf1b013e7dd5091fad780578010a93474da833,4,train
SEQ:18afa63e36d6157b163608e12bce93118922bef5ec51dc9811cf59ab3855dc14,4,train
SEQ:18ee36b6131a51c05bc87babe513d043cabf4f739e0abf54966242a0470d4b9c,1,train
SEQ:18f5bd392533a66d42b54f9a6b7eb3144acf649d012744ab1feeb258576282e8,1,test
SEQ:18fcd61221ac38d04dac6ba1884d8ecd1c47c0e94922905c5b51382d95849c3a,1,train
SEQ:19097ecd8a49fa23b217693aeadcf50e91db8982695ab4999e170ff6c2fc7fd3,7,test
SEQ:190effca1e890aea3cd8a19da929889e5ded0ee1e258263262068e5b589e998f,2,train
SEQ:191f9fdfb748f2bada494e482cffe5b6414ea38b2221f21567328b254801bdb4,1,train
SEQ:1921d93ebf190fd685a8ec2b89d8c4f945408ef66d0c226eff736a99677bfc4f,3,train
SEQ:19434560ff7c190e3cf5c5a1ee5c744ca02c9f06757fa5eaa6eda52e825c8280,1,train
SEQ:1947062ab531d42762d1dac04365adf00455040c5c596df8d3779cdaf950e9a8,1,validation
SEQ:197baeeeb4233dfa9c6d758163ced1638c040a3224c1b511e7156517b40244b6,1,train
SEQ:197e5466cbf771a474b1ef846abaff493d0457666311dd31664bffc4b5b0aa17,1,train
SEQ:198277e800f2abd031083e46d1c871a0f3f69dad1d7984867f9b848858039e07,1,train
SEQ:198a8de7f7984533488730efe027d6be7c45763465414d2c9e2d968688ed30c9,1,test
SEQ:199d496dabf0c813f1463ee4486d31fff0d77933caa80edfd1b76217efcae750,1,train
SEQ:19e32019f4b0e8966e93374d717279f9d88351ef6572b85dd4b0a5a29f9ff65d,1,train
SEQ:19f945debb52760e3a16a32e99dd5ab5c8fc8abf4d39d13b1065ccf55f25f7b2,2,train
SEQ:19fad6122957287e994f5b674a6ed813fad5c4be3a60f4403e005ed2dbed0ffa,1,train
SEQ:1a10b9842f63242894b6137d70bfb50680c56baa17435f0bd3aa695955b07651,1,train
SEQ:1a1d669b0622fbe831f52ddb1be8e99ed35c39eea791b55b52db12a80811e274,3,train
SEQ:1a2821727315a18e0dab52c63977c30e8c4be712b2c0a966774171ce3ce5d3da,2,train
SEQ:1a318e559e0811b7b489d4dff78021bc0caa9f716bc39ba84515b42b65537ef9,1,train
SEQ:1a32a0b33ebb4ddda7dfecb87ed99595da3dfc7c10e80c7fbc1ad3777f3990c3,1,train
SEQ:1a3474ddbf4ef768ae831b8e1b83b81e34760e2f3a101747a1e8c3a3921325b5,2,test
SEQ:1a710184e90831122450d9dd4b47f4cbcc8988a07e42139d15d0fd9acf8a1c19,3,train
SEQ:1a7b588a52268fcabebff1461d651c3e454e1c27afec49d8d4e4dde33369cae6,1,train
SEQ:1a80952020f8db7498b47e66f582299652345a02a686b2b707b682de6c852d18,1,test
SEQ:1a8c0c96260c34255da4878a486dd05d39b1e864bfa8b92449b5bda9c332182f,1,test
SEQ:1a916537b7b555892eb6262b941745a4bee0eec5d0d65b73609e69a3a5ace44f,4,train
SEQ:1a9d5667abcfbe96d50f29121e815eef32ae5fbfb3de52728d9a2de30d764b20,1,validation
SEQ:1ad1ceae8ed92c1a6882043acc21a3f5ad3ec5ece2f357d1f5746363379e426b,3,validation
SEQ:1add9bc3b178f3fc35b72c6a04666598357eb3cda34ca72c1bcecab5e8ca2756,1,train
SEQ:1af4eee8dd030e9696b872ac140b330f7330cfd0090082594f68ae2f538a66da,1,train
SEQ:1b425d9a62b0c491ffd1ceda860ab19c3b75e371c6c2c7630ab55c5ad9afe251,2,train
SEQ:1b711a8aab5cbbc04ab25e586088115f3fa988a58240ead3750b22c672d9d6c2,2,train
SEQ:1b72236d4287f5935c0456b022754f14971e524dc8ffbe75bf2e3c3d0dc63e02,1,test
SEQ:1b8803dc85035ecd8f315290ba582a78e9c31ddafda53441b1dc67c488337787,1,train
SEQ:1b8f053747ef26b689a66ba2fef64e86b560e2fad784f49a9d894c4ad291fbd7,1,train
SEQ:1b9f4a6aadee188560d7657eb1d4f4c21e61d4d0a70edb3b2f774e3f7b77d839,1,train
SEQ:1bbbc0a536c5fd341317a791494f5243e68c7fcedc433d5027b256697cd81c14,2,train
SEQ:1bc4fa6a827c63c7b8e6f81d8b9e683c9bb9eabc3532cca47ccc9eaba81087db,2,train
SEQ:1bd87af767bfd8e14ce94b3c3cbee580a4d98ccc7301b8d222bf96646e5be3a6,1,train
SEQ:1bdc4706b984ba879cb735ad2b976e5059a6905a8b66875098c44e24cce71b76,2,train
SEQ:1c30005406d38112369ade339b7e98094e34be4134cc8015350370369922f39f,1,test
SEQ:1c306e027e1613a2b866b51a3e69ea5c7c96ae1be7c1bafe3e695a3b642fa8fb,1,train
SEQ:1c3f6728fda6bc11484eedf59839def4b86b08a94b1d4e28b855f5da0535ce21,1,train
SEQ:1c49cdd62c3c0ec1c3a48851cd795c59763901e5bae1d3255c478092e34eb7df,2,validation
SEQ:1c4efd316a6cde125ca8e66e9cc2f32179b2f7c406ebcafe6750c70d4a75f4d1,2,train
SEQ:1c6cce8752c6447c210f3327baeafd1dad8187ca257e3dd4d88fd58a8cbafe15,1,train
SEQ:1c7b9c16382b98e1a4930dfa63aa59c03e17c00667cc1afc907065d342badfd5,1,train
SEQ:1c9241b56a619d629499ed1269bc3662f154bd72a3a25f047061c832e374af14,1,train
SEQ:1cbfc7a592eae4c7f04477299ceaeb467d18f650ac250a6c31ace2888df83951,1,train
SEQ:1cca977413c35599b2b725588e145af6b727d06ab206ddcf1141714d65b447a1,1,train
SEQ:1ccc436b642bb606f0ce4b493b8ed45fb64d15f17f79dc2c984766e6f61bcb2d,7,train
SEQ:1cd2b5823c708b4f2c83cad8a33c3dc2a5e4bfee6fe84f591bc4b74c4b18af25,1,train
SEQ:1ce2a094a1bc97a8707c48672d8324a41fb5100a0d88af4ee8382435ac2d7ef5,3,train
SEQ:1ce65b514b2da647edba33b17ba6587a73fde0645399710a68c43668c3e9bfcf,1,train
SEQ:1ce8e1bf7ff1d23dc836a55f182a537add795e38990cf1f7f870e12b8b992b35,1,train
SEQ:1cf2d81dd5e21cd7dc9d37af1e117d4d8f82a84484638882416706cafb0589d9,1,train
SEQ:1cf71c2b687d184f7abb054e35e457eff10b322ba2f8924ae0dc4ab144e31efd,1,train
SEQ:1d22503981abf4fe9e055499daefb205f13d2ede6922961c3c8528bd45860f73,1,validation
SEQ:1d2551ade453a33a915755fda9144bb4924af48001cae8fe701fa2663318092c,2,train
SEQ:1d357222746a8c0506b6f912e649e731e960fa33432c5c5a33f81a9c0beebcb8,1,train
SEQ:1d39899cc797380bff666354359547d67623df266e0ae231da31d2e5b618ab7e,1,test
SEQ:1d456f9470d2ff57ac97450faa7588aef382adc7eff33d54259187c71584d11a,4,train
SEQ:1d59a26102e766c6f3f5bd490deff78e8c58a6f0c42d45ef83da36bc3c3c95a6,1,test
SEQ:1d5cbda89d40efce4f1fb05240f28fff39e28d7070003df26e5fba5328b77fea,1,validation
SEQ:1d62a832e19e9e79b65751ebd90599512e745fa8a0ba508c49702af1cab6573f,3,train
SEQ:1d6ac8651091b6ca08e5e5f7092917e24f37ae69674fb1b31ad5aeaebdc9a70d,1,train
SEQ:1d702ac09cf5b4fe2b00d3bc008e1982fbe2757fa0970c039d135089bc68d54c,1,train
SEQ:1d85f4ef06b7d5ca71e3a4bb4f874e12d7a49ecdc3b3d80234ad1e698de58135,1,train
SEQ:1d9f6aae133e27366c0fd3071a84e98212d591f296b5287291379823e7e26c3b,1,train
SEQ:1da6d3222a19346e0fb5a2fdbe7936a6ecf09c5052ecfb37ac3d44b84ba854e4,2,train
SEQ:1dd1da22eed0bdfd155e9634ca7eb724eabfa8d6039644b11666e38d39cff0a1,1,train
SEQ:1e14a8b10a792ce124948b9a10cd7d684c4b17e6d343b4fe48acd88894705813,1,train
SEQ:1e19c3391b8a280a1f7171adce14805fa1b28bfb6341d873c4dbfc60e2c3c44a,1,train
SEQ:1e1aa570911e5bad44e675e8584abe8c892955e795f0eabfc8ebf2c09b55d4c1,2,train
SEQ:1e34f9f89f223ec78879ce06436449fdb4077140597c4fbb765250e74b5295f3,4,train
SEQ:1e43c78d6315a3dc0ad9dc09a01362cc3af4e2b1d92c816a8b74702648515890,1,train
SEQ:1e47c7299ee218b79451b395da14da4f17fea2ae2f013329e92d56ac6d76ac83,4,train
SEQ:1e4ec56f77a5ce626c157b145a953e09d383945c5a33be076dd58a9c2c730361,1,train
SEQ:1e5f3c509bd88c07a33fbc6c014617e4ca6e03b474b1ff4f0f90d9973e46701d,1,train
