target_id,target_name,organism,target_type,component_id,uniprot_id,gene,protein_length,protein_sha256,small_molecule_moa,chembl_gpcr,ot_class_contains_gpcr,is_gpcr,assay_lane,evidence_class,af_exact_sequence_model,structure_ready_strict,legacy_384_member,local_exact_af_file_exists
CHEMBL1906,RAF proto-oncogene serine/threonine-protein kinase,Homo sapiens,SINGLE PROTEIN,219,P04049,RAF1,648,cccfc1d98eae3098eabc4172a1261029642e3f31e5bbc317cc8a820a75086f1d,True,False,False,False,KINASE_BIOCHEMICAL,SM_MOA_NON_GPCR,True,True,True,True
CHEMBL1908,"Cytochrome P450 11B1, mitochondrial",Homo sapiens,SINGLE PROTEIN,221,P15538,CYP11B1,503,8759d02877c2edf1cd747fc987a8e5230be180fb1e10bb4f5b2db0e8fdcf9319,True,False,False,False,ENZYME_BIOCHEMICAL,SM_MOA_NON_GPCR,True,True,True,True
CHEMBL1908389,Mitogen-activated protein kinase kinase kinase 12,Homo sapiens,SINGLE PROTEIN,5557,Q12852,MAP3K12,859,b43db80f7a2a9a1a5499909e2cd5fab0a2376b5a8fb9dfbe694828f9de6e91fa,True,False,False,False,KINASE_BIOCHEMICAL,SM_MOA_NON_GPCR,True,True,True,True
CHEMBL1909490,Interleukin-1 beta,Homo sapiens,SINGLE PROTEIN,5688,P01584,IL1B,269,b418f70224777134a1f0353cbb08098e62eee040839bebd2320e4222211eb581,False,False,False,False,EXTRACELLULAR_SPECIAL,NO_DIRECT_SM_EVIDENCE_NON_GPCR,True,False,False,True
CHEMBL1910,Adenosine deaminase,Homo sapiens,SINGLE PROTEIN,223,P00813,ADA,363,f4124bbcd051f8182a69fa8eb7767b80cfc460fdd1a01eb6e8567315f1bc4b97,True,False,False,False,ENZYME_BIOCHEMICAL,SM_MOA_NON_GPCR,True,True,True,True
CHEMBL1911,"Succinate-semialdehyde dehydrogenase, mitochondrial",Homo sapiens,SINGLE PROTEIN,224,P51649,ALDH5A1,535,75d56b10a2333553c758f86a0f55199fce32b36120f166f2fca7fe1365931dbb,True,False,False,False,ENZYME_BIOCHEMICAL,SM_MOA_NON_GPCR,True,True,True,True
CHEMBL1912,CAMPATH-1 antigen,Homo sapiens,SINGLE PROTEIN,225,P31358,CD52,61,489e041d5f56a20f813844dc227af3a6de587af3bdbc88ca252fbbd8bc3daf0f,False,False,False,False,EXTRACELLULAR_SPECIAL,NO_DIRECT_SM_EVIDENCE_NON_GPCR,True,False,False,True
CHEMBL1913,Platelet-derived growth factor receptor beta,Homo sapiens,SINGLE PROTEIN,227,P09619,PDGFRB,1106,809c105e2a6e885c842e5d098845d69476d417336b2a21c12259fdcbc240cb32,True,False,False,False,KINASE_BIOCHEMICAL,SM_MOA_NON_GPCR,True,True,False,True
CHEMBL1914,Cholinesterase,Homo sapiens,SINGLE PROTEIN,228,P06276,BCHE,602,67540da68467479faeedb7ebcd6629f2494423b949be8f07de2c5dd364d133a9,True,False,False,False,ENZYME_BIOCHEMICAL,SM_MOA_NON_GPCR,True,True,True,True
CHEMBL1914276,Inward rectifier potassium channel 2,Homo sapiens,SINGLE PROTEIN,5616,P63252,KCNJ2,427,5273734e985e4411938cd0c003f7a41812701c66824eec43a4270f95cb2acbc8,True,False,False,False,ION_CHANNEL_FUNCTIONAL,SM_MOA_NON_GPCR,True,False,True,True
CHEMBL1918,"Glutamate receptor ionotropic, kainate 1",Homo sapiens,SINGLE PROTEIN,232,P39086,GRIK1,918,00db91b4578ef5aae6a919976e58dcdc9cd9ca77a912f999f0aa62c9cacee3c0,True,False,False,False,ION_CHANNEL_FUNCTIONAL,SM_MOA_NON_GPCR,True,True,True,True
CHEMBL1919,Voltage-dependent calcium channel subunit alpha-2/delta-1,Homo sapiens,SINGLE PROTEIN,236,P54289,CACNA2D1,1103,e03d2e2ed78aa1bafd41b89899496ec841b53734dee0bf878a1743bb56279654,True,False,False,False,TRANSPORTER_MEMBRANE_FUNCTIONAL,SM_MOA_NON_GPCR,True,True,True,True
CHEMBL1927,"Thioredoxin reductase 1, cytoplasmic",Homo sapiens,SINGLE PROTEIN,246,Q16881,TXNRD1,649,63fb88d51865ca1fa791eef9900e8427c18a26134c89a4066fbaec1b10829c45,True,False,False,False,ENZYME_BIOCHEMICAL,SM_MOA_NON_GPCR,False,False,True,False
CHEMBL1929,Xanthine dehydrogenase/oxidase,Homo sapiens,SINGLE PROTEIN,248,P47989,XDH,1333,ac8a99218b7d0124307d89d41cee6bdb225105c8c24eae60ef2be8577b84c3a3,True,False,False,False,ENZYME_BIOCHEMICAL,SM_MOA_NON_GPCR,True,True,True,True
CHEMBL1930,Vitamin K epoxide reductase complex subunit 1,Homo sapiens,SINGLE PROTEIN,249,Q9BQB6,VKORC1,163,f8e6c25683dd1eb29c9ddee6be595cb5ac278018a028b0d07316b906a864763d,True,False,False,False,ENZYME_BIOCHEMICAL,SM_MOA_NON_GPCR,True,True,True,True
CHEMBL1935,"Aldehyde dehydrogenase, mitochondrial",Homo sapiens,SINGLE PROTEIN,254,P05091,ALDH2,517,c6dc987207be93233446f3947fccc4d81639830021577c917834d80f57fd44dd,True,False,False,False,ENZYME_BIOCHEMICAL,SM_MOA_NON_GPCR,True,True,True,True
CHEMBL1936,Mast/stem cell growth factor receptor Kit,Homo sapiens,SINGLE PROTEIN,255,P10721,KIT,976,7b430dd4888d7410e8d65d331b8bd4f5bd9abd4f3a9290f2a93f37b0ed495c5c,True,False,False,False,KINASE_BIOCHEMICAL,SM_MOA_NON_GPCR,True,True,True,True
CHEMBL1937,Histone deacetylase 2,Homo sapiens,SINGLE PROTEIN,257,Q92769,HDAC2,488,955979c609c58538ca00aee39b91bfe3f7988d4c5d7ac63d68ced1c874449011,True,False,False,False,NUCLEAR_EPIGENETIC_DOMAIN,SM_MOA_NON_GPCR,True,True,True,True
CHEMBL1938222,1-phosphatidylinositol 3-phosphate 5-kinase,Homo sapiens,SINGLE PROTEIN,5760,Q9Y2I7,PIKFYVE,2098,da3b17f4cd227b0ca94d4dcdc252f3ec7e7969b638b367ebf09dd8d7577263ea,True,False,False,False,ENZYME_BIOCHEMICAL,SM_MOA_NON_GPCR,True,True,True,True
CHEMBL1944,Neprilysin,Homo sapiens,SINGLE PROTEIN,267,P08473,MME,750,1a916537b7b555892eb6262b941745a4bee0eec5d0d65b73609e69a3a5ace44f,True,False,False,False,ENZYME_BIOCHEMICAL,SM_MOA_NON_GPCR,True,True,True,True
CHEMBL1947,Thyroid hormone receptor beta,Homo sapiens,SINGLE PROTEIN,270,P10828,THRB,461,94438bfcc4ab0fe4309b0436589d66e5d9aa4804cf0e4c4c7d2745ad7dabbaf4,True,False,False,False,NUCLEAR_EPIGENETIC_DOMAIN,SM_MOA_NON_GPCR,True,True,True,True
CHEMBL1949,Peptidyl-prolyl cis-trans isomerase A,Homo sapiens,SINGLE PROTEIN,272,P62937,PPIA,165,71376b3a50a1cc063e09d51d93e09c4aacc3b77edd60a922db188157a62b0de4,False,False,False,False,ENZYME_BIOCHEMICAL,OT_DIRECT_EXTENSION_NON_GPCR,True,False,False,True
CHEMBL1950,Antithrombin-III,Homo sapiens,SINGLE PROTEIN,273,P01008,SERPINC1,464,4d614fd7e710a9c2ec542f2c1fa94e23d9928786dcad8d5e0e05d31e0788ff80,False,False,False,False,EXTRACELLULAR_SPECIAL,NO_DIRECT_SM_EVIDENCE_NON_GPCR,True,False,False,True
CHEMBL1951,Amine oxidase [flavin-containing] A,Homo sapiens,SINGLE PROTEIN,274,P21397,MAOA,527,92962676f214e5a64a684dcb0daea96f595b5c4ccf2e8db1315ae9d36623e43b,True,False,False,False,ENZYME_BIOCHEMICAL,SM_MOA_NON_GPCR,True,True,True,True
CHEMBL1952,Thymidylate synthase,Homo sapiens,SINGLE PROTEIN,276,P04818,TYMS,313,d4978a79f2cd2a7fa529c8632ede803a9632661f71146ce517d787c3dc5aebdd,True,False,False,False,ENZYME_BIOCHEMICAL,SM_MOA_NON_GPCR,True,True,True,True
CHEMBL1955,Vascular endothelial growth factor receptor 3,Homo sapiens,SINGLE PROTEIN,279,P35916,FLT4,1363,e269bc198cd67f0c6b80d470b4d790fedd12e2902018aee33e1d4750980d7caa,True,False,False,False,KINASE_BIOCHEMICAL,SM_MOA_NON_GPCR,True,True,False,True
CHEMBL1957,Insulin-like growth factor 1 receptor,Homo sapiens,SINGLE PROTEIN,281,P08069,IGF1R,1367,e11a8ca0d0d551f3fa704c31f4d0af57361c9d19d838a54bdd6b63528cbb7a1e,True,False,False,False,KINASE_BIOCHEMICAL,SM_MOA_NON_GPCR,True,True,True,True
CHEMBL1959,Interleukin-1 receptor type 1,Homo sapiens,SINGLE PROTEIN,283,P14778,IL1R1,569,c2b68be4c56565f6e7ef5b70b4afa998e7c154c1c482c7b9bf9f3dede2e49f88,False,False,False,False,NON_GPCR_MEMBRANE_SPECIAL,NO_DIRECT_SM_EVIDENCE_NON_GPCR,True,False,False,True
CHEMBL1962,Gamma-aminobutyric acid receptor subunit alpha-1,Homo sapiens,SINGLE PROTEIN,23,P14867,GABRA1,456,b7c5362c168b0a1efb482e33444363f383ebfedc7cbf97406491bbca73a78b70,True,False,False,False,ION_CHANNEL_FUNCTIONAL,SM_MOA_NON_GPCR,True,False,True,True
CHEMBL1964,A-type voltage-gated potassium channel KCND3,Homo sapiens,SINGLE PROTEIN,287,Q9UK17,KCND3,655,7ed37e7b0bd23b2e4067bbae94ccbcdfecf8992873fa005a302b8c23521f0a5c,True,False,False,False,ION_CHANNEL_FUNCTIONAL,SM_MOA_NON_GPCR,True,False,True,True
CHEMBL1966,"Dihydroorotate dehydrogenase (quinone), mitochondrial",Homo sapiens,SINGLE PROTEIN,289,Q02127,DHODH,395,e3d665dad3dbf6901bc5aeccd28ef9d87f5be7797ab459a04aa59f95824cf051,True,False,False,False,ENZYME_BIOCHEMICAL,SM_MOA_NON_GPCR,True,True,True,True
CHEMBL1969,Tyrosine 3-monooxygenase,Homo sapiens,SINGLE PROTEIN,292,P07101,TH,528,7842020d78ef36d2f31b7f9d468cc6729f9b16037e1b06f28adea4f7b1bfc2fb,True,False,False,False,ENZYME_BIOCHEMICAL,SM_MOA_NON_GPCR,True,True,True,True
CHEMBL1972,"Glutamate receptor ionotropic, NMDA 2A",Homo sapiens,SINGLE PROTEIN,58,Q12879,GRIN2A,1464,1e865dd08ec23cfb4ba716c63359e383fb948aa26261eeb5a0f9d7462536db0f,True,False,False,False,ION_CHANNEL_FUNCTIONAL,SM_MOA_NON_GPCR,True,True,True,True
CHEMBL1973,Tyrosinase,Homo sapiens,SINGLE PROTEIN,296,P14679,TYR,529,462c157a4444fcbfb9ba57b67f342db52b80887f3370f552ba8e2109caa035e2,True,False,False,False,ENZYME_BIOCHEMICAL,SM_MOA_NON_GPCR,True,True,True,True
CHEMBL1974,Receptor-type tyrosine-protein kinase FLT3,Homo sapiens,SINGLE PROTEIN,297,P36888,FLT3,993,68d60cea30219da8cef67dbcc1b81dcdebc8456663f7f54b6fb8cc6666a7b416,True,False,False,False,KINASE_BIOCHEMICAL,SM_MOA_NON_GPCR,True,False,True,True
CHEMBL1975,T-cell surface glycoprotein CD3 epsilon chain,Homo sapiens,SINGLE PROTEIN,298,P07766,CD3E,207,5a043cd319d3f196bb50c385f5bb4932472256a7646c6cca861f2ef9f4b032fe,False,False,False,False,NON_GPCR_MEMBRANE_SPECIAL,NO_DIRECT_SM_EVIDENCE_NON_GPCR,True,False,False,True
CHEMBL1976,Growth hormone receptor,Homo sapiens,SINGLE PROTEIN,299,P10912,GHR,638,b20d1ec09d847b56a629ffab0752f2d138c9b3ecdc5abf97611d40e640e99ccc,True,False,False,False,NON_GPCR_MEMBRANE_SPECIAL,SM_MOA_NON_GPCR,True,False,False,True
CHEMBL1977,Vitamin D3 receptor,Homo sapiens,SINGLE PROTEIN,300,P11473,VDR,427,535363783c0c533c3a927c0ad3ef395e2a62e8f7b3fbe3ece2c45a98e2b59b25,True,False,False,False,NUCLEAR_EPIGENETIC_DOMAIN,SM_MOA_NON_GPCR,True,True,True,True
CHEMBL1978,Aromatase,Homo sapiens,SINGLE PROTEIN,301,P11511,CYP19A1,503,a3095681f690b2ae6282a9116df5485f601548b49602ebf94ef3c4eff4d99b55,True,False,False,False,ENZYME_BIOCHEMICAL,SM_MOA_NON_GPCR,True,True,True,True
CHEMBL1980,Sodium channel protein type 5 subunit alpha,Homo sapiens,SINGLE PROTEIN,303,Q14524,SCN5A,2016,3b1719ba4947964cb94b865175fff405120a047e44643495f0965aa8178f7f49,True,False,False,False,ION_CHANNEL_FUNCTIONAL,SM_MOA_NON_GPCR,True,True,True,True
CHEMBL1981,Insulin receptor,Homo sapiens,SINGLE PROTEIN,304,P06213,INSR,1382,90397a156f87a91b9bb1e01e97437e9f353b3b37025d48c3c0efdf77fe4ccaf8,True,False,False,False,KINASE_BIOCHEMICAL,SM_MOA_NON_GPCR,True,False,True,True
CHEMBL1988,Atrial natriuretic peptide receptor 1,Homo sapiens,SINGLE PROTEIN,318,P16066,NPR1,1061,c1d202d61efc0347df642183d6603c80973a897dd48d42e9608227909d169450,False,False,False,False,ENZYME_BIOCHEMICAL,OT_DIRECT_EXTENSION_NON_GPCR,True,True,False,True
CHEMBL1989,Dipeptidase 1,Homo sapiens,SINGLE PROTEIN,319,P16444,DPEP1,411,05d60a6f764021e918cb82ec1f692b68d8c8f288fcec0a06b353b54f82973e02,True,False,False,False,ENZYME_BIOCHEMICAL,SM_MOA_NON_GPCR,True,True,True,True
CHEMBL1991,Inhibitor of nuclear factor kappa-B kinase subunit beta,Homo sapiens,SINGLE PROTEIN,321,O14920,IKBKB,756,22705f55903aa2007eb23dc3b4909f6525a7ab6303fb968f9a8f156a8b5d15f3,True,False,False,False,KINASE_BIOCHEMICAL,SM_MOA_NON_GPCR,True,True,True,True
CHEMBL1992,DNA (cytosine-5)-methyltransferase 3A,Homo sapiens,SINGLE PROTEIN,322,Q9Y6K1,DNMT3A,912,52ea10c47364c98bc0b066941229148e42ad779b70b1b8569855db412b95cacd,True,False,False,False,NUCLEAR_EPIGENETIC_DOMAIN,SM_MOA_NON_GPCR,True,True,False,True
CHEMBL1993,DNA (cytosine-5)-methyltransferase 1,Homo sapiens,SINGLE PROTEIN,323,P26358,DNMT1,1616,fc574e32e4a88543e8f5373b656b0b1999faaac2fec70fcdbe637f375aa2f65a,True,False,False,False,NUCLEAR_EPIGENETIC_DOMAIN,SM_MOA_NON_GPCR,True,True,True,True
CHEMBL1994,Mineralocorticoid receptor,Homo sapiens,SINGLE PROTEIN,324,P08235,NR3C2,984,cc3ab1bd86da746c869394db023aa68c2e557d769f04f80ee36b584a8929621c,True,False,False,False,NUCLEAR_EPIGENETIC_DOMAIN,SM_MOA_NON_GPCR,True,True,True,True
CHEMBL1996,Granulocyte colony-stimulating factor receptor,Homo sapiens,SINGLE PROTEIN,327,Q99062,CSF3R,836,d5cf3e74c209c0757c6e0c8ed593e62c9640e2b160103c323a7b1defb25514da,False,False,False,False,NON_GPCR_MEMBRANE_SPECIAL,NO_DIRECT_SM_EVIDENCE_NON_GPCR,True,False,False,True
CHEMBL1997,Equilibrative nucleoside transporter 1,Homo sapiens,SINGLE PROTEIN,328,Q99808,SLC29A1,456,49bca4bf056d239c66207751c15e2f1bf5c5f810a8685932c00ef588360f46ae,True,False,False,False,TRANSPORTER_MEMBRANE_FUNCTIONAL,SM_MOA_NON_GPCR,True,True,True,True
CHEMBL1998,Synaptic vesicle glycoprotein 2A,Homo sapiens,SINGLE PROTEIN,329,Q7L0J3,SV2A,742,c5d9213c34bf5df524998185d5e67ff22d9413864b0dbf5f6b446919ba2204e9,True,False,False,False,TRANSPORTER_MEMBRANE_FUNCTIONAL,SM_MOA_NON_GPCR,True,True,True,True
CHEMBL2000,Plasma kallikrein,Homo sapiens,SINGLE PROTEIN,331,P03952,KLKB1,638,4f30314865693bc9810ba484ea21699089d5bbcd2d4c75461668db8c9468bbf4,True,False,False,False,ENZYME_BIOCHEMICAL,SM_MOA_NON_GPCR,True,True,True,True
CHEMBL2003,Retinoic acid receptor gamma,Homo sapiens,SINGLE PROTEIN,334,P13631,RARG,454,20d95bbd7219ed692991fc802f5ec153736cebcc544b1d5f94408f674165e914,True,False,False,False,NUCLEAR_EPIGENETIC_DOMAIN,SM_MOA_NON_GPCR,True,True,True,True
CHEMBL2007,Platelet-derived growth factor receptor alpha,Homo sapiens,SINGLE PROTEIN,338,P16234,PDGFRA,1089,96a4d83a02900a0cba9954d64106f1a532b0209e0d2b86d205a98bd847335682,True,False,False,False,KINASE_BIOCHEMICAL,SM_MOA_NON_GPCR,True,False,True,True
CHEMBL2007625,Isocitrate dehydrogenase [NADP] cytoplasmic,Homo sapiens,SINGLE PROTEIN,5796,O75874,IDH1,414,5c99fe8bf1991cd76f6c3552589adbbf6067dea9f85a4be30a041aed43113415,True,False,False,False,ENZYME_BIOCHEMICAL,SM_MOA_NON_GPCR,True,False,True,True
CHEMBL2008,Retinoic acid receptor beta,Homo sapiens,SINGLE PROTEIN,339,P10826,RARB,455,73c83ae388f8feb7c4dc79ffcbcd63aebac2d46b63bf76339a088ecdf3e67bc5,True,False,False,False,NUCLEAR_EPIGENETIC_DOMAIN,SM_MOA_NON_GPCR,True,True,True,True
CHEMBL2009,Glutamate receptor 1,Homo sapiens,SINGLE PROTEIN,4996,P42261,GRIA1,906,9a3c5bdbab281b0ae7e9b6290942e3be95966f4a71736489e3bfda45665d0f85,True,False,False,False,ION_CHANNEL_FUNCTIONAL,SM_MOA_NON_GPCR,True,True,False,True
CHEMBL2010624,Thioredoxin,Homo sapiens,SINGLE PROTEIN,5813,P10599,TXN,105,b4e779decb4a567276d8385aefc4b0b7d43c5f6973b9f554511e6ca472f4fbc0,True,False,False,False,ENZYME_BIOCHEMICAL,SM_MOA_NON_GPCR,True,False,False,True
CHEMBL2012,Vitamin K-dependent gamma-carboxylase,Homo sapiens,SINGLE PROTEIN,342,P38435,GGCX,758,d470ce9e5cd48738569283710aac2d2c179cb6ca14c10de393aa380d06b4d0ee,True,False,False,False,ENZYME_BIOCHEMICAL,SM_MOA_NON_GPCR,True,True,True,True
CHEMBL2016,Coagulation factor IX,Homo sapiens,SINGLE PROTEIN,347,P00740,F9,461,32f5d032de97ea22d5e46e0ad5aeeaf19f1b5f3636dc0424cee6bf92e6035a2a,False,False,False,False,ENZYME_BIOCHEMICAL,OT_DIRECT_EXTENSION_NON_GPCR,True,False,False,True
CHEMBL2019,Type I iodothyronine deiodinase,Homo sapiens,SINGLE PROTEIN,352,P49895,DIO1,249,ef5a49ff0a8ce2699162595f67025d2bcaef0689dc49f83401c7b5aecc30d912,True,False,False,False,ENZYME_BIOCHEMICAL,SM_MOA_NON_GPCR,False,False,True,False
CHEMBL202,Dihydrofolate reductase,Homo sapiens,SINGLE PROTEIN,396,P00374,DHFR,187,f01679b357e85183133b6e765b5bbb10fb34aac343f1185d3cae27b684632907,True,False,False,False,ENZYME_BIOCHEMICAL,SM_MOA_NON_GPCR,True,True,True,True
CHEMBL2021748,von Willebrand factor,Homo sapiens,SINGLE PROTEIN,5974,P04275,VWF,2813,91a132cac0ed8c1777c8e469b380ff01451ee3a9e522eee8895f8030f3cd839c,False,False,False,False,EXTRACELLULAR_SPECIAL,NO_DIRECT_SM_EVIDENCE_NON_GPCR,False,False,False,False
CHEMBL2023,Catechol O-methyltransferase,Homo sapiens,SINGLE PROTEIN,356,P21964,COMT,271,fc502f28a5134139f882e1cd5f20b4d641ea2c1f06edf89614d705d32c7fe408,True,False,False,False,ENZYME_BIOCHEMICAL,SM_MOA_NON_GPCR,True,True,True,True
CHEMBL2027,NPC1-like intracellular cholesterol transporter 1,Homo sapiens,SINGLE PROTEIN,362,Q9UHC9,NPC1L1,1359,30f612a2b222f259462d5eb29bd65b0d8672652a14cbf4e759cd486bb3bbe678,True,False,False,False,NON_GPCR_MEMBRANE_SPECIAL,SM_MOA_NON_GPCR,True,True,False,True
CHEMBL203,Epidermal growth factor receptor,Homo sapiens,SINGLE PROTEIN,147,P00533,EGFR,1210,dbb4583267ad40a7dfd854ee3c44ce4be38e137d0570e3eb76cf1854a74e7246,True,False,False,False,KINASE_BIOCHEMICAL,SM_MOA_NON_GPCR,True,True,True,True
CHEMBL2033,"Cholesterol side-chain cleavage enzyme, mitochondrial",Homo sapiens,SINGLE PROTEIN,370,P05108,CYP11A1,521,a97380fe4bf1f95f9d7ca044c8c320981c944c020311ffe61542426c78221856,True,False,False,False,ENZYME_BIOCHEMICAL,SM_MOA_NON_GPCR,True,True,True,True
CHEMBL2034,Glucocorticoid receptor,Homo sapiens,SINGLE PROTEIN,371,P04150,NR3C1,777,c1fd6a3590b53159505eb6b17dec8d5d5f5e8fbe40b0c075bea4b0b518dcca11,True,False,False,False,NUCLEAR_EPIGENETIC_DOMAIN,SM_MOA_NON_GPCR,True,True,True,True
CHEMBL2039,Amine oxidase [flavin-containing] B,Homo sapiens,SINGLE PROTEIN,377,P27338,MAOB,520,5c619dcb6235f38247072eacd7fa6ad3aa7e69d3d4f661ebfdc4251e2b2752b4,True,False,False,False,ENZYME_BIOCHEMICAL,SM_MOA_NON_GPCR,True,True,True,True
CHEMBL204,Prothrombin,Homo sapiens,SINGLE PROTEIN,92,P00734,F2,622,351664067c22d7e6a071e811ddb3b5759e91101e0c46d4454fc61ce4bca10fa2,True,False,False,False,ENZYME_BIOCHEMICAL,SM_MOA_NON_GPCR,True,False,True,True
CHEMBL2040,T-cell surface antigen CD2,Homo sapiens,SINGLE PROTEIN,378,P06729,CD2,351,4080fd6725910f5b756dcc471af6d42bfa0a049691757f52556bc1ad111af460,False,False,False,False,EXTRACELLULAR_SPECIAL,NO_DIRECT_SM_EVIDENCE_NON_GPCR,True,False,False,True
CHEMBL2041,Proto-oncogene tyrosine-protein kinase receptor Ret,Homo sapiens,SINGLE PROTEIN,380,P07949,RET,1114,10ec8a9e8316e42cd33c02e147ccc5d057ce4ecac76498c455a230ec4485d6be,True,False,False,False,KINASE_BIOCHEMICAL,SM_MOA_NON_GPCR,True,True,True,True
CHEMBL2044,"4-aminobutyrate aminotransferase, mitochondrial",Homo sapiens,SINGLE PROTEIN,384,P80404,ABAT,500,54b8ff6cb53707afb9a9b02349f5a054c83ecbaa7c35613a520a7ffa5f12a384,True,False,False,False,ENZYME_BIOCHEMICAL,SM_MOA_NON_GPCR,True,False,True,True
CHEMBL2045,Pancreatic alpha-amylase,Homo sapiens,SINGLE PROTEIN,385,P04746,AMY2A,511,427556ee7e35633327c1f10323a53d0dd5f99eadf9f9c82b9eeac4ca4690350f,False,False,False,False,ENZYME_BIOCHEMICAL,OT_DIRECT_EXTENSION_NON_GPCR,True,True,False,True
CHEMBL2046267,Anoctamin-1,Homo sapiens,SINGLE PROTEIN,5807,Q5XXA6,ANO1,986,67d0180c2237bd5632e91bb92196fa42a3c92129e8c6b900363df248cd1368e0,True,False,False,False,ION_CHANNEL_FUNCTIONAL,SM_MOA_NON_GPCR,True,True,True,True
CHEMBL2047,Bile acid receptor,Homo sapiens,SINGLE PROTEIN,387,Q96RI1,NR1H4,486,450a21105b740fd60df57b1fa1f127cbbcfe9167e01cd5ddd638d7d55c4c53e5,True,False,False,False,NUCLEAR_EPIGENETIC_DOMAIN,SM_MOA_NON_GPCR,True,True,True,True
CHEMBL2048,Fibrinogen beta chain,Homo sapiens,SINGLE PROTEIN,388,P02675,FGB,491,099d334605bfb4edb5cb85224874841ee1502ff1d065d464258abd2698c657c7,False,False,False,False,EXTRACELLULAR_SPECIAL,NO_DIRECT_SM_EVIDENCE_NON_GPCR,True,False,False,True
CHEMBL205,Carbonic anhydrase 2,Homo sapiens,SINGLE PROTEIN,94,P00918,CA2,260,e6a24c903c1ef211037c64a6835a8a484f48b17be1cae50d6998913f21acf7d4,True,False,False,False,ENZYME_BIOCHEMICAL,SM_MOA_NON_GPCR,True,True,True,True
CHEMBL2050,Interleukin-11 receptor subunit alpha,Homo sapiens,SINGLE PROTEIN,390,Q14626,IL11RA,422,dedc64b2c2328ef3ddfd6cd0f83483e725710a971cb23210bd245f15cfc2f12c,False,False,False,False,NON_GPCR_MEMBRANE_SPECIAL,NO_DIRECT_SM_EVIDENCE_NON_GPCR,True,False,False,True
CHEMBL2055,Retinoic acid receptor alpha,Homo sapiens,SINGLE PROTEIN,395,P10276,RARA,462,8004a1c9c217fe6012b36949fb19437e9570870715c656d08f9b5e16ac29a282,True,False,False,False,NUCLEAR_EPIGENETIC_DOMAIN,SM_MOA_NON_GPCR,True,True,True,True
CHEMBL2058,B-lymphocyte antigen CD20,Homo sapiens,SINGLE PROTEIN,399,P11836,MS4A1,297,598b359b42a9d8847fe4b23997baf6bb693974cb3bcc69581c465c39010f500a,False,False,False,False,ION_CHANNEL_FUNCTIONAL,OT_DIRECT_EXTENSION_NON_GPCR,True,False,False,True
CHEMBL2059,Lymphotoxin-alpha,Homo sapiens,SINGLE PROTEIN,400,P01374,LTA,205,a6b9c5f9518591b9e3cac86b3bbb79db73a05898cbdc8e43f367343248e2e3be,False,False,False,False,EXTRACELLULAR_SPECIAL,NO_DIRECT_SM_EVIDENCE_NON_GPCR,True,False,False,True
CHEMBL206,Estrogen receptor,Homo sapiens,SINGLE PROTEIN,410,P03372,ESR1,595,59afaf3c8774c9cec06a003e9fa0d1fb1da47637c45ea570236e0ca79b5a0a44,True,False,False,False,NUCLEAR_EPIGENETIC_DOMAIN,SM_MOA_NON_GPCR,True,True,True,True
CHEMBL2061,Retinoic acid receptor RXR-alpha,Homo sapiens,SINGLE PROTEIN,402,P19793,RXRA,462,8e243e32883cfc5ef70c61b40fccb9f5c9241e4ff31f0797437cd643f82d9740,True,False,False,False,NUCLEAR_EPIGENETIC_DOMAIN,SM_MOA_NON_GPCR,True,True,True,True
CHEMBL2062,Ryanodine receptor 3,Homo sapiens,SINGLE PROTEIN,5783,Q15413,RYR3,4870,e6406862b531219d01dbc7bb56a8c17a02e38f4aa54182c87dae3d334eea6e7d,True,False,False,False,ION_CHANNEL_FUNCTIONAL,SM_MOA_NON_GPCR,False,False,False,False
CHEMBL2062356,Pro-adrenomedullin,Homo sapiens,SINGLE PROTEIN,5966,P35318,ADM,185,56b3521e74feff9aa509fd98a08f84d6d300e78b0c8714c0ca50283bc4cde322,False,False,False,False,EXTRACELLULAR_SPECIAL,NO_DIRECT_SM_EVIDENCE_NON_GPCR,True,False,False,True
CHEMBL2063,Ceramide glucosyltransferase,Homo sapiens,SINGLE PROTEIN,403,Q16739,UGCG,394,3fa0f2fc8c5395c93141b3c1870f877958a9c3128714567c02f81c25cbb569bf,True,False,False,False,ENZYME_BIOCHEMICAL,SM_MOA_NON_GPCR,True,True,True,True
CHEMBL2068,Ephrin type-A receptor 2,Homo sapiens,SINGLE PROTEIN,408,P29317,EPHA2,976,29416c9490a3c35fa69a9086f09fb7c75915d5d7467cb594e5b517e8fa9f344f,True,False,False,False,KINASE_BIOCHEMICAL,SM_MOA_NON_GPCR,True,True,True,True
CHEMBL2069156,Kelch-like ECH-associated protein 1,Homo sapiens,SINGLE PROTEIN,5968,Q14145,KEAP1,624,549dc2f31d2981e3cd99a62ea027bf7d8a5cd3b7232c910e4a3fbec108f88c17,True,False,False,False,NONCANONICAL_REVIEW,SM_MOA_NON_GPCR,True,True,False,True
CHEMBL2072,Sodium channel protein type 4 subunit alpha,Homo sapiens,SINGLE PROTEIN,432,P35499,SCN4A,1836,d4b6667304f841b9798dc5b85e5de6e0aa708b3efbb34e8b63c4acc6c14b1420,True,False,False,False,ION_CHANNEL_FUNCTIONAL,SM_MOA_NON_GPCR,True,True,True,True
